Seq_id	Size	Description
217	1786462	STPY.0321.00149
218	1914862	STPY.0321.00026
219	1837691	STPY.0321.00016
--------------------------------------------------------------------------------
Block #141
Seq_id	Strand	Start	End	Length
160	+	1161781	1167495	5714
193	+	1177955	1183669	5714
--------------------------------------------------------------------------------
Block #140
Seq_id	Strand	Start	End	Length
139	+	1099630	1111026	11396
160	+	1130284	1141680	11396
164	+	1083937	1095333	11396
193	+	1129448	1140844	11396
--------------------------------------------------------------------------------
Block #139
Seq_id	Strand	Start	End	Length
139	+	196223	205316	9093
151	+	185013	194105	9092
160	+	196150	205243	9093
164	+	196142	205235	9093
170	+	183688	192780	9092
193	+	196078	205171	9093
--------------------------------------------------------------------------------
Block #138
Seq_id	Strand	Start	End	Length
135	+	1799404	1805946	6542
137	+	1743752	1750294	6542
--------------------------------------------------------------------------------
Block #137
Seq_id	Strand	Start	End	Length
110	+	430609	438020	7411
111	+	430677	438089	7412
--------------------------------------------------------------------------------
Block #136
Seq_id	Strand	Start	End	Length
78	+	1585589	1599368	13779
151	-	319341	305562	13779
157	+	1508008	1521787	13779
--------------------------------------------------------------------------------
Block #135
Seq_id	Strand	Start	End	Length
60	+	887541	899178	11637
77	-	1583431	1571795	11636
--------------------------------------------------------------------------------
Block #134
Seq_id	Strand	Start	End	Length
50	+	1034636	1041354	6718
217	-	810097	804600	5497
--------------------------------------------------------------------------------
Block #133
Seq_id	Strand	Start	End	Length
50	+	1007322	1026265	18943
217	-	837595	818468	19127
--------------------------------------------------------------------------------
Block #132
Seq_id	Strand	Start	End	Length
46	+	1345983	1352115	6132
48	+	1345889	1352021	6132
49	+	1345954	1352086	6132
--------------------------------------------------------------------------------
Block #131
Seq_id	Strand	Start	End	Length
46	+	1338952	1344183	5231
48	+	1338858	1344089	5231
49	+	1338923	1344154	5231
--------------------------------------------------------------------------------
Block #130
Seq_id	Strand	Start	End	Length
46	+	1299666	1308294	8628
48	+	1299572	1308200	8628
49	+	1299637	1308265	8628
--------------------------------------------------------------------------------
Block #129
Seq_id	Strand	Start	End	Length
42	+	1119570	1172014	52444
47	+	1099597	1152042	52445
176	+	1094861	1147307	52446
--------------------------------------------------------------------------------
Block #128
Seq_id	Strand	Start	End	Length
39	+	117278	125361	8083
116	+	117164	125247	8083
--------------------------------------------------------------------------------
Block #127
Seq_id	Strand	Start	End	Length
38	+	758621	767551	8930
60	+	874155	883088	8933
72	+	1637338	1646274	8936
77	-	1596818	1587885	8933
189	-	1152279	1143346	8933
202	-	1118242	1109306	8936
210	-	1082952	1074016	8936
--------------------------------------------------------------------------------
Block #126
Seq_id	Strand	Start	End	Length
38	+	747650	756893	9243
60	+	863309	872428	9119
72	+	1627280	1637300	10020
77	-	1607814	1598545	9269
189	-	1163249	1154006	9243
202	-	1129220	1119965	9255
210	-	1093786	1084544	9242
--------------------------------------------------------------------------------
Block #125
Seq_id	Strand	Start	End	Length
31	+	194621	203514	8893
111	+	1775191	1784084	8893
135	+	1784901	1793605	8704
137	+	1729250	1737954	8704
138	+	1726397	1735290	8893
--------------------------------------------------------------------------------
Block #124
Seq_id	Strand	Start	End	Length
30	+	1096055	1108733	12678
59	-	796907	784226	12681
--------------------------------------------------------------------------------
Block #123
Seq_id	Strand	Start	End	Length
30	+	1080260	1088590	8330
59	-	813292	804963	8329
--------------------------------------------------------------------------------
Block #122
Seq_id	Strand	Start	End	Length
30	+	1061748	1071244	9496
59	-	832689	823186	9503
--------------------------------------------------------------------------------
Block #121
Seq_id	Strand	Start	End	Length
27	+	560154	565322	5168
51	-	1170606	1165434	5172
92	+	633061	638232	5171
149	-	1212265	1207093	5172
189	-	1367345	1362173	5172
200	+	562295	567466	5171
--------------------------------------------------------------------------------
Block #120
Seq_id	Strand	Start	End	Length
26	+	269575	274777	5202
38	+	772010	777212	5202
--------------------------------------------------------------------------------
Block #119
Seq_id	Strand	Start	End	Length
18	+	1576049	1584980	8931
110	+	1635091	1642936	7845
111	+	1632916	1640761	7845
--------------------------------------------------------------------------------
Block #118
Seq_id	Strand	Start	End	Length
18	+	1060442	1067780	7338
25	+	1116737	1124102	7365
162	-	759737	752248	7489
--------------------------------------------------------------------------------
Block #117
Seq_id	Strand	Start	End	Length
16	+	120242	130218	9976
43	+	135206	145213	10007
72	+	123837	133842	10005
75	+	117638	127644	10006
79	+	123639	133645	10006
90	+	127216	137222	10006
97	+	123621	133627	10006
98	+	123639	133645	10006
134	+	123637	133643	10006
147	+	123710	133716	10006
169	+	123748	133754	10006
201	+	123870	133876	10006
203	+	123870	133876	10006
207	+	123870	133876	10006
--------------------------------------------------------------------------------
Block #116
Seq_id	Strand	Start	End	Length
15	+	117252	122553	5301
18	+	117368	122670	5302
34	+	111482	116783	5301
41	+	1177453	1182754	5301
54	+	117483	122784	5301
73	+	111248	116549	5301
74	+	131798	137100	5302
83	+	116897	122198	5301
140	-	649356	644056	5300
141	+	117483	122784	5301
150	+	117453	122754	5301
171	+	117252	122553	5301
175	+	111251	116552	5301
176	+	117453	122754	5301
178	+	117453	122754	5301
183	+	117284	122585	5301
194	+	117454	122755	5301
197	+	117452	122753	5301
211	+	111516	116817	5301
215	+	111482	116783	5301
218	+	117285	122586	5301
--------------------------------------------------------------------------------
Block #115
Seq_id	Strand	Start	End	Length
14	+	754027	760836	6809
135	+	752863	759672	6809
192	-	1135675	1128867	6808
210	-	1106892	1100060	6832
--------------------------------------------------------------------------------
Block #114
Seq_id	Strand	Start	End	Length
12	+	1142173	1147685	5512
82	-	768625	763127	5498
144	+	1120796	1126308	5512
156	-	831800	826289	5511
171	+	1139245	1144757	5512
180	-	737471	731960	5511
197	+	1139456	1144968	5512
208	+	1100574	1106086	5512
--------------------------------------------------------------------------------
Block #113
Seq_id	Strand	Start	End	Length
10	+	743723	750780	7057
23	+	712223	719289	7066
42	+	738637	745694	7057
65	+	746446	753503	7057
86	+	749950	757007	7057
119	+	186089	193146	7057
151	-	1121696	1114638	7058
152	+	699990	707047	7057
155	+	699980	707037	7057
170	+	714417	721476	7059
204	+	699990	707047	7057
209	+	810052	817109	7057
--------------------------------------------------------------------------------
Block #112
Seq_id	Strand	Start	End	Length
8	+	1071093	1077915	6822
28	+	1043717	1050539	6822
132	-	724316	717479	6837
--------------------------------------------------------------------------------
Block #111
Seq_id	Strand	Start	End	Length
7	+	1047805	1063579	15774
9	+	1047805	1063579	15774
17	+	1124616	1140350	15734
30	-	772690	756960	15730
32	-	1717174	1701441	15733
35	+	1117656	1133390	15734
36	-	323349	307615	15734
40	-	778168	762435	15733
41	-	1906519	1890746	15773
45	+	1118587	1134321	15734
56	+	1056816	1072550	15734
60	+	1199634	1215368	15734
63	+	994976	1010710	15734
69	+	1056554	1072288	15734
71	+	1124321	1140045	15724
89	+	1118109	1133843	15734
101	+	1285159	1300893	15734
118	+	1040594	1056325	15731
128	+	1138817	1154551	15734
131	+	1111043	1126774	15731
151	+	1028070	1043804	15734
154	+	442548	458282	15734
172	+	620000	635734	15734
173	-	218081	202348	15733
199	+	1056815	1072549	15734
211	+	1069471	1085245	15774
218	-	846351	830578	15773
--------------------------------------------------------------------------------
Block #110
Seq_id	Strand	Start	End	Length
5	+	1117943	1126311	8368
16	+	1103433	1111799	8366
18	+	1087952	1096322	8370
21	-	722567	714198	8369
22	+	1077600	1085943	8343
25	+	1143614	1151984	8370
27	-	704459	696089	8370
39	+	1122406	1130776	8370
43	-	762757	754384	8373
47	+	1047455	1055825	8370
60	-	837631	829260	8371
70	+	1056871	1065242	8371
77	+	1645862	1654232	8370
81	-	701937	693565	8372
87	+	1070386	1078757	8371
88	+	1030861	1039228	8367
93	+	1108846	1117216	8370
100	+	1089403	1097774	8371
102	+	1064572	1072942	8370
103	-	778653	770281	8372
113	+	1070448	1078817	8369
116	+	1074280	1082650	8370
122	+	1108699	1117069	8370
139	+	1149492	1157862	8370
144	+	1151179	1159550	8371
160	+	1185827	1194197	8370
162	-	732688	724318	8370
164	+	1133799	1142169	8370
180	-	704359	695990	8369
184	+	1109014	1117384	8370
189	+	1189300	1197672	8372
191	-	762185	753817	8368
193	+	1202001	1210371	8370
217	+	1088187	1096556	8369
--------------------------------------------------------------------------------
Block #109
Seq_id	Strand	Start	End	Length
5	+	967022	980882	13860
95	+	884482	898732	14250
--------------------------------------------------------------------------------
Block #108
Seq_id	Strand	Start	End	Length
5	+	505020	515966	10946
27	-	1336581	1325446	11135
77	+	996373	1007645	11272
110	-	1417519	1406569	10950
111	-	1415374	1404424	10950
117	+	461058	472194	11136
123	-	1306391	1295255	11136
139	+	469335	480285	10950
180	-	1359114	1347979	11135
--------------------------------------------------------------------------------
Block #107
Seq_id	Strand	Start	End	Length
5	+	207488	223536	16048
25	+	206251	222469	16218
31	+	866774	882812	16038
59	+	211605	227809	16204
78	+	197803	214007	16204
90	+	208144	224348	16204
120	-	1675485	1659280	16205
209	+	211228	227266	16038
--------------------------------------------------------------------------------
Block #106
Seq_id	Strand	Start	End	Length
3	+	820511	834311	13800
15	-	1025278	1011478	13800
17	+	571114	584912	13798
20	-	997569	983771	13798
32	-	370048	356250	13798
34	-	1020938	1007138	13800
35	+	565494	579292	13798
39	+	791535	805343	13808
40	-	1331511	1317713	13798
41	-	224488	210694	13794
45	+	565374	579172	13798
54	-	1002196	988396	13800
56	-	1371584	1357784	13800
60	+	967010	980808	13798
69	-	1371322	1357522	13800
71	+	571456	585243	13787
72	+	822801	836609	13808
73	-	1019382	1005582	13800
74	+	558848	572648	13800
75	+	769345	782182	12837
79	+	775580	788417	12837
89	+	565333	579131	13798
92	+	580175	593973	13798
93	+	786508	800316	13808
97	+	845931	858768	12837
98	+	776077	788914	12837
100	-	1287911	1274113	13798
102	+	741996	755804	13808
103	+	359860	373668	13808
103	-	1097670	1083865	13805
113	+	747689	761497	13808
114	+	217857	231657	13800
116	-	1423336	1409536	13800
122	+	786067	799875	13808
129	+	596768	610567	13799
134	-	1057029	1043221	13808
140	+	1579551	1593351	13800
141	-	1025552	1011752	13800
147	-	1057096	1043289	13807
150	-	1000862	987062	13800
164	+	772043	785851	13808
169	-	1057242	1043434	13808
171	-	1025315	1011515	13800
175	-	1019266	1005466	13800
178	-	1042394	1028594	13800
183	+	803292	817092	13800
184	+	786486	800294	13808
197	-	1025526	1011726	13800
199	-	1371584	1357784	13800
201	+	849047	861884	12837
203	+	849037	861874	12837
205	+	615311	629109	13798
207	+	849058	861895	12837
211	+	836641	850435	13794
215	+	836612	850412	13800
218	-	1079182	1065388	13794
--------------------------------------------------------------------------------
Block #105
Seq_id	Strand	Start	End	Length
2	+	1106078	1116990	10912
4	+	1430711	1441638	10927
7	+	1124556	1135468	10912
9	+	1124556	1135468	10912
11	+	1476634	1487546	10912
12	+	1491677	1502604	10927
15	+	1415970	1426897	10927
17	-	482938	472025	10913
22	-	774890	763977	10913
25	+	1524943	1535855	10912
31	-	811981	801084	10897
32	+	458220	469132	10912
33	-	1255936	1245009	10927
34	+	1412718	1423645	10927
35	-	477346	466433	10913
37	+	1388395	1399322	10927
40	+	1419686	1430598	10912
42	-	66371	55458	10913
44	-	455720	444793	10927
45	-	477199	466286	10913
46	-	65081	54168	10913
48	-	65081	54168	10913
49	-	65081	54168	10913
54	+	1393979	1404906	10927
56	-	770937	760024	10913
57	+	1035787	1046682	10895
59	-	495576	485021	10555
60	+	1277495	1288391	10896
69	-	770675	759762	10913
71	-	483280	472367	10913
73	+	1411162	1422089	10927
76	+	1059165	1070077	10912
78	+	1439877	1450429	10552
89	-	477161	466248	10913
92	-	365755	354842	10913
100	-	783517	772736	10781
104	+	1007084	1017996	10912
109	-	892544	881647	10897
112	+	1346023	1356950	10927
114	+	737694	748606	10912
117	+	1116905	1127817	10912
118	+	1119075	1129987	10912
119	+	945288	956200	10912
121	+	1037335	1048247	10912
125	+	1033919	1044831	10912
128	+	1118128	1128831	10703
129	-	382201	371288	10913
130	+	1387785	1398712	10927
140	-	1186708	1175781	10927
141	+	1417333	1428260	10927
144	-	783302	772405	10897
145	+	1001181	1012093	10912
148	-	780649	769737	10912
150	+	1393964	1404891	10927
152	+	1459485	1470397	10912
153	+	1405456	1416368	10912
155	+	1458641	1469553	10912
156	-	522324	511397	10927
161	-	426313	415400	10913
171	+	1478096	1489023	10927
175	+	1411046	1421973	10927
177	+	1335278	1346205	10927
178	+	1434174	1445101	10927
181	+	1379809	1390736	10927
186	-	455725	444798	10927
188	-	455705	444778	10927
193	+	1520576	1531503	10927
196	+	1118681	1129593	10912
197	+	1478306	1489233	10927
199	-	770936	760023	10913
204	+	1459485	1470397	10912
205	-	527134	516221	10913
208	+	1450134	1461061	10927
210	+	1488081	1499008	10927
212	-	441338	430425	10913
213	+	1038899	1049811	10912
215	-	445121	434194	10927
219	+	1417327	1428254	10927
--------------------------------------------------------------------------------
Block #104
Seq_id	Strand	Start	End	Length
1	+	1838088	1847017	8929
2	+	1879158	1888087	8929
3	+	1829515	1838444	8929
4	+	1865280	1874209	8929
5	+	1802315	1811215	8900
6	+	1838561	1847490	8929
7	+	1876452	1885381	8929
8	+	1786364	1795293	8929
9	+	1879419	1888348	8929
10	+	1777217	1786115	8898
11	+	1879726	1888655	8929
12	+	1926297	1935226	8929
13	+	1796733	1805662	8929
14	+	1894435	1903364	8929
15	+	1821197	1830156	8959
16	+	1792593	1801493	8900
17	+	1886815	1895733	8918
18	+	1821963	1830891	8928
19	+	1734376	1743305	8929
20	+	1745027	1753956	8929
21	+	1777153	1786052	8899
22	+	1796117	1805016	8899
23	+	1798573	1807472	8899
24	+	1824279	1833208	8929
25	+	1885964	1894863	8899
26	+	1936893	1945792	8899
27	+	1792768	1801697	8929
28	+	1755063	1763992	8929
29	+	1774445	1783344	8899
30	+	1813081	1822010	8929
31	+	1812712	1821641	8929
32	+	925532	934450	8918
33	-	821324	812395	8929
34	+	1817824	1826753	8929
35	+	1878615	1887533	8918
36	+	1881701	1890631	8930
37	+	1823133	1832062	8929
38	+	1814587	1823516	8929
39	+	1914769	1923630	8861
40	+	1887012	1895930	8918
41	+	1046634	1055563	8929
42	+	1885476	1894405	8929
43	+	1874184	1883083	8899
44	+	1932950	1941879	8929
45	+	1880797	1889684	8887
46	+	1883466	1892395	8929
47	+	1788179	1797078	8899
48	+	1883484	1892413	8929
49	+	1883479	1892408	8929
50	+	1848877	1857806	8929
51	+	1737312	1746241	8929
52	+	1838304	1847233	8929
53	+	56894	65823	8929
54	+	1825258	1834187	8929
55	+	1840305	1849234	8929
56	+	1907799	1916727	8928
57	+	1794836	1803765	8929
58	+	1838948	1847877	8929
59	+	1893226	1902153	8927
60	-	110734	101805	8929
61	+	1728677	1737607	8930
62	+	1849141	1858070	8929
63	+	1811909	1820808	8899
64	+	1884263	1893192	8929
65	+	1751600	1760529	8929
66	+	1728638	1737568	8930
67	+	1728860	1737790	8930
68	+	1733864	1742794	8930
69	+	1907520	1916448	8928
70	+	1737838	1746737	8899
71	+	1886499	1895417	8918
72	+	1923518	1932448	8930
73	+	1817709	1826668	8959
74	+	1779518	1788417	8899
75	+	1845599	1854528	8929
76	+	1776131	1785030	8899
77	+	522807	531736	8929
78	+	1884929	1893856	8927
79	+	1809255	1818184	8929
80	+	1841050	1849980	8930
81	+	1792593	1801522	8929
82	+	1865385	1874314	8929
83	+	1839129	1848058	8929
84	+	1766302	1775231	8929
85	+	1804830	1813759	8929
86	+	1791744	1800673	8929
87	+	1751454	1760353	8899
88	+	1771688	1780578	8890
89	+	1880312	1889230	8918
90	+	1917498	1926425	8927
91	+	1738538	1747468	8930
92	+	1849643	1858572	8929
93	+	1877150	1886049	8899
94	+	1783421	1792349	8928
95	+	1794656	1803584	8928
96	+	1840497	1849426	8929
97	+	1895638	1904567	8929
98	+	1851779	1860708	8929
99	+	1730394	1739323	8929
100	+	1806263	1815162	8899
101	+	1831301	1840229	8928
102	+	1833075	1841961	8886
103	+	1849128	1858027	8899
104	+	1782405	1791334	8929
105	+	1839433	1848363	8930
106	+	1813790	1822719	8929
107	+	1742862	1751790	8928
108	+	1755357	1764257	8900
109	+	1898636	1907535	8899
110	+	1875289	1884188	8899
111	+	1892787	1901686	8899
112	+	1781725	1790654	8929
113	+	1839378	1848277	8899
114	+	1825139	1834067	8928
115	+	1696089	1705019	8930
116	+	1815838	1824767	8929
117	+	1742869	1751798	8929
118	+	1894393	1903322	8929
119	-	1544678	1535749	8929
120	-	39744	30815	8929
121	+	1814015	1822944	8929
122	+	1877261	1886160	8899
123	+	1732627	1741556	8929
124	+	1826533	1835462	8929
125	+	1797498	1806426	8928
126	+	1733271	1742201	8930
127	+	1849524	1858453	8929
128	+	1860794	1869723	8929
129	+	1902270	1911170	8900
130	+	1833823	1842722	8899
131	+	1923754	1932683	8929
132	+	1837677	1846621	8944
133	+	1839816	1848745	8929
134	+	1876607	1885536	8929
135	+	1927369	1936298	8929
136	+	1728043	1736973	8930
137	+	1871811	1880740	8929
138	+	1843975	1852904	8929
139	+	1834988	1843917	8929
140	-	781498	772539	8959
141	+	1822475	1831404	8929
142	+	1905208	1914137	8929
143	+	1773570	1782500	8930
144	+	1869044	1877943	8899
145	+	1777872	1786801	8929
146	+	1687743	1696642	8899
147	+	1918620	1927549	8929
148	+	1802262	1811194	8932
149	+	1767509	1776438	8929
150	+	1823918	1832877	8959
151	+	1887170	1896099	8929
152	+	1797568	1806497	8929
153	+	1783929	1792858	8929
154	+	988645	997572	8927
155	+	1796722	1805651	8929
156	+	1894754	1903683	8929
157	+	1808819	1817748	8929
158	+	1795082	1804011	8929
159	+	1833438	1842367	8929
160	+	1920871	1929800	8929
161	+	1880131	1889060	8929
162	+	1772332	1781261	8929
163	+	1821327	1830257	8930
164	+	1895811	1904740	8929
165	+	1696253	1705197	8944
166	+	1838155	1847084	8929
167	+	1879948	1888877	8929
168	+	1688535	1697464	8929
169	+	1877302	1886231	8929
170	+	1776729	1785658	8929
171	+	1929760	1938689	8929
172	+	1847034	1855963	8929
173	+	1825778	1834707	8929
174	+	1902037	1910966	8929
175	+	1816273	1825232	8959
176	+	1764671	1773600	8929
177	+	1777885	1786813	8928
178	+	1864086	1873045	8959
179	+	1841160	1850089	8929
180	+	1806195	1815105	8910
181	+	1743121	1752050	8929
182	+	1883631	1892560	8929
183	+	1783372	1792301	8929
184	+	1877823	1886722	8899
185	+	1750731	1759630	8899
186	+	1880725	1889654	8929
187	+	1728815	1737744	8929
188	+	1820507	1829436	8929
189	+	1936983	1945882	8899
190	+	1867465	1876394	8929
191	+	1798490	1807419	8929
192	+	1937109	1946038	8929
193	+	1962259	1971188	8929
194	+	1731493	1740422	8929
195	-	1659297	1650368	8929
196	+	1891744	1900673	8929
197	+	1930081	1939010	8929
198	+	1880772	1889701	8929
199	+	1907800	1916728	8928
200	+	1775544	1784473	8929
201	+	1890436	1899365	8929
202	+	1855922	1864851	8929
203	+	1890411	1899340	8929
204	+	1797568	1806497	8929
205	+	1853004	1861922	8918
206	+	1712902	1721832	8930
207	+	1890291	1899220	8929
208	+	1931191	1940120	8929
209	+	1847316	1856214	8898
210	+	1949114	1958043	8929
211	+	1894990	1903919	8929
212	-	1740742	1731813	8929
213	+	1827828	1836757	8929
214	+	1782836	1791765	8929
215	+	1816182	1825141	8959
216	+	1840597	1849526	8929
217	+	1772915	1781844	8929
218	+	1901327	1910256	8929
219	+	14197	23126	8929
--------------------------------------------------------------------------------
Block #103
Seq_id	Strand	Start	End	Length
1	+	1823829	1831207	7378
2	+	1864899	1872277	7378
3	+	1815256	1822634	7378
4	+	1851022	1858400	7378
5	+	1788056	1795434	7378
6	+	1824302	1831680	7378
7	+	1862196	1869573	7377
8	+	1772175	1779486	7311
9	+	1865163	1872540	7377
10	+	1762963	1770340	7377
11	+	1865462	1872840	7378
12	+	1912054	1919432	7378
13	+	1782531	1789908	7377
14	+	1880176	1887554	7378
15	+	1806951	1814329	7378
16	+	1778339	1785716	7377
17	+	1872593	1879976	7383
18	+	1807708	1815086	7378
19	+	1720118	1727496	7378
20	+	1730771	1738149	7378
21	+	1762898	1770275	7377
22	+	1781862	1789239	7377
23	+	1784318	1791696	7378
24	+	1810020	1817398	7378
25	+	1871704	1879083	7379
26	+	1922642	1930014	7372
27	+	1778505	1785889	7384
28	+	1739549	1746860	7311
29	+	1760190	1767567	7377
30	+	1798828	1806205	7377
31	+	1798458	1805835	7377
32	+	911310	918693	7383
33	-	835582	828204	7378
34	+	1803578	1810956	7378
35	+	1864392	1871775	7383
36	+	1867498	1874875	7377
37	+	1808876	1816254	7378
38	+	1800330	1807708	7378
39	+	1900561	1907939	7378
40	+	1872790	1880173	7383
41	+	1032388	1039766	7378
42	+	1870057	1877434	7377
43	+	1859929	1867307	7378
44	+	1918691	1926069	7378
45	+	1866575	1873958	7383
46	+	1868185	1875562	7377
47	+	1773960	1781338	7378
48	+	1868203	1875580	7377
49	+	1868198	1875575	7377
50	+	1834621	1841999	7378
51	+	1723055	1730433	7378
