assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_002346065.1	PRJNA224116	SAMN03121650			na		13373	13373	Burkholderia mallei	strain=Turkey3		latest	Complete Genome	Major	Full	2017/09/22	ASM234606v1	USAMRIID	GCA_002346065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/346/065/GCF_002346065.1_ASM234606v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002346065.1/GCF_002346065.1_ASM234606v1_genomic.fna.gz
GCF_002346085.1	PRJNA224116	SAMN03121651			na		13373	13373	Burkholderia mallei	strain=Turkey4		latest	Complete Genome	Major	Full	2017/09/22	ASM234608v1	USAMRIID	GCA_002346085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/346/085/GCF_002346085.1_ASM234608v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002346085.1/GCF_002346085.1_ASM234608v1_genomic.fna.gz
GCF_002346105.1	PRJNA224116	SAMN03121652			na		13373	13373	Burkholderia mallei	strain=Turkey5		latest	Complete Genome	Major	Full	2017/09/22	ASM234610v1	USAMRIID	GCA_002346105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/346/105/GCF_002346105.1_ASM234610v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002346105.1/GCF_002346105.1_ASM234610v1_genomic.fna.gz
GCF_002346125.1	PRJNA224116	SAMN03121653			na		13373	13373	Burkholderia mallei	strain=Turkey6		latest	Complete Genome	Major	Full	2017/09/22	ASM234612v1	USAMRIID	GCA_002346125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/346/125/GCF_002346125.1_ASM234612v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002346125.1/GCF_002346125.1_ASM234612v1_genomic.fna.gz
GCF_002346145.1	PRJNA224116	SAMN03121654			na		13373	13373	Burkholderia mallei	strain=Turkey7		latest	Complete Genome	Major	Full	2017/09/22	ASM234614v1	USAMRIID	GCA_002346145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/346/145/GCF_002346145.1_ASM234614v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002346145.1/GCF_002346145.1_ASM234614v1_genomic.fna.gz
GCF_002346165.1	PRJNA224116	SAMN03121655			na		13373	13373	Burkholderia mallei	strain=Turkey8		latest	Complete Genome	Major	Full	2017/09/22	ASM234616v1	USAMRIID	GCA_002346165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/346/165/GCF_002346165.1_ASM234616v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002346165.1/GCF_002346165.1_ASM234616v1_genomic.fna.gz
GCF_002346205.1	PRJNA224116	SAMN03174429			na		13373	13373	Burkholderia mallei	strain=JHU		latest	Complete Genome	Major	Full	2017/09/22	ASM234620v1	USAMRIID	GCA_002346205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/346/205/GCF_002346205.1_ASM234620v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002346205.1/GCF_002346205.1_ASM234620v1_genomic.fna.gz
GCF_003933015.1	PRJNA224116	SAMN10228565	RKJZ00000000.1		na		13373	13373	Burkholderia mallei	strain=FDAARGOS_585		latest	Chromosome	Major	Full	2018/12/14	ASM393301v1	US Food and Drug Administration	GCA_003933015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/933/015/GCF_003933015.1_ASM393301v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003933015.1/GCF_003933015.1_ASM393301v1_genomic.fna.gz
GCF_003933025.1	PRJNA224116	SAMN10228568	RKJW00000000.1		na		13373	13373	Burkholderia mallei	strain=FDAARGOS_588		latest	Chromosome	Major	Full	2018/12/14	ASM393302v1	US Food and Drug Administration	GCA_003933025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/933/025/GCF_003933025.1_ASM393302v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003933025.1/GCF_003933025.1_ASM393302v1_genomic.fna.gz
GCF_003933035.1	PRJNA224116	SAMN10228569	RKJV00000000.1		na		13373	13373	Burkholderia mallei	strain=FDAARGOS_589		latest	Chromosome	Major	Full	2018/12/14	ASM393303v1	US Food and Drug Administration	GCA_003933035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/933/035/GCF_003933035.1_ASM393303v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003933035.1/GCF_003933035.1_ASM393303v1_genomic.fna.gz
GCF_003933045.1	PRJNA224116	SAMN10228570	RKJU00000000.1		na		13373	13373	Burkholderia mallei	strain=FDAARGOS_590		latest	Chromosome	Major	Full	2018/12/14	ASM393304v1	US Food and Drug Administration	GCA_003933045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/933/045/GCF_003933045.1_ASM393304v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003933045.1/GCF_003933045.1_ASM393304v1_genomic.fna.gz
GCF_000755825.1	PRJNA224116	SAMN02945026			na		28450	28450	Burkholderia pseudomallei	strain=BSR		latest	Complete Genome	Major	Full	2014/09/18	ASM75582v1	Los Alamos National Laboratory	GCA_000755825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/825/GCF_000755825.1_ASM75582v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000755825.1/GCF_000755825.1_ASM75582v1_genomic.fna.gz
GCF_000756145.1	PRJNA224116	SAMN02864954			na		28450	28450	Burkholderia pseudomallei	strain=1106a		latest	Complete Genome	Major	Full	2014/09/18	ASM75614v1	Los Alamos National Laboratory	GCA_000756145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/145/GCF_000756145.1_ASM75614v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000756145.1/GCF_000756145.1_ASM75614v1_genomic.fna.gz
GCF_000756165.1	PRJNA224116	SAMN02866334			na		28450	28450	Burkholderia pseudomallei	strain=MSHR1655		latest	Complete Genome	Major	Full	2014/09/18	ASM75616v1	Los Alamos National Laboratory	GCA_000756165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/165/GCF_000756165.1_ASM75616v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000756165.1/GCF_000756165.1_ASM75616v1_genomic.fna.gz
GCF_000757015.2	PRJNA224116	SAMN02849693			na		28450	28450	Burkholderia pseudomallei	strain=PHLS 112		latest	Complete Genome	Major	Full	2015/03/20	ASM75701v2	Los Alamos National Laboratory	GCA_000757015.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/015/GCF_000757015.2_ASM75701v2	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000757015.2/GCF_000757015.2_ASM75701v2_genomic.fna.gz
GCF_000770565.1	PRJNA224116	SAMN02951647			na		28450	28450	Burkholderia pseudomallei	strain=TSV202		latest	Complete Genome	Major	Full	2014/10/31	ASM77056v1	Los Alamos National Laboratory	GCA_000770565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/565/GCF_000770565.1_ASM77056v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000770565.1/GCF_000770565.1_ASM77056v1_genomic.fna.gz
GCF_000954175.1	PRJNA224116	SAMN03372474			na		28450	28450	Burkholderia pseudomallei	strain=vgh07	human	latest	Complete Genome	Major	Full	2015/03/17	ASM95417v1	National Kaohsiung Normal University	GCA_000954175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/175/GCF_000954175.1_ASM95417v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000954175.1/GCF_000954175.1_ASM95417v1_genomic.fna.gz
GCF_000959305.1	PRJNA224116	SAMN03075633			na		28450	28450	Burkholderia pseudomallei	strain=MSHR668		latest	Complete Genome	Major	Full	2015/03/20	ASM95930v1	Los Alamos National Laboratory	GCA_000959305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/305/GCF_000959305.1_ASM95930v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000959305.1/GCF_000959305.1_ASM95930v1_genomic.fna.gz
GCF_001277875.1	PRJNA224116	SAMN04009759			na		28450	28450	Burkholderia pseudomallei	strain=vgh16R		latest	Complete Genome	Major	Full	2015/09/02	ASM127787v1	National Kaohsiung Normal University	GCA_001277875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/875/GCF_001277875.1_ASM127787v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_001277875.1/GCF_001277875.1_ASM127787v1_genomic.fna.gz
GCF_001277975.1	PRJNA224116	SAMN04011951			na		28450	28450	Burkholderia pseudomallei	strain=982		latest	Complete Genome	Major	Full	2015/09/02	ASM127797v1	University of Malaya	GCA_001277975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/975/GCF_001277975.1_ASM127797v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_001277975.1/GCF_001277975.1_ASM127797v1_genomic.fna.gz
GCF_001318245.1	PRJNA224116	SAMN03451120			na		28450	28450	Burkholderia pseudomallei	strain=Bp1651		latest	Complete Genome	Major	Full	2015/10/16	ASM131824v1	Centers for Disease Control and Prevention	GCA_001318245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/318/245/GCF_001318245.1_ASM131824v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_001318245.1/GCF_001318245.1_ASM131824v1_genomic.fna.gz
GCF_001695735.1	PRJNA224116	SAMN04966273			na		28450	28450	Burkholderia pseudomallei	strain=MS		latest	Complete Genome	Major	Full	2016/07/28	ASM169573v1	University of Malaya	GCA_001695735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/695/735/GCF_001695735.1_ASM169573v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_001695735.1/GCF_001695735.1_ASM169573v1_genomic.fna.gz
GCF_001885195.1	PRJNA224116	SAMN05930279			na		28450	28450	Burkholderia pseudomallei	strain=VB976100		latest	Complete Genome	Major	Full	2016/11/22	ASM188519v1	Friedrich Loeffler Institut, Federal Research Institute for Animal Health	GCA_001885195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/195/GCF_001885195.1_ASM188519v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_001885195.1/GCF_001885195.1_ASM188519v1_genomic.fna.gz
GCF_001887555.1	PRJNA224116	SAMN05571215			na		28450	28450	Burkholderia pseudomallei	strain=Burk178-Type1		latest	Complete Genome	Major	Full	2016/11/30	ASM188755v1	USAMRIID	GCA_001887555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/555/GCF_001887555.1_ASM188755v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_001887555.1/GCF_001887555.1_ASM188755v1_genomic.fna.gz
GCF_001975065.1	PRJNA224116	SAMN05607057			na		28450	28450	Burkholderia pseudomallei	strain=MSHR7929		latest	Complete Genome	Major	Full	2017/01/30	ASM197506v1	Menzies School of Health Research	GCA_001975065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/065/GCF_001975065.1_ASM197506v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_001975065.1/GCF_001975065.1_ASM197506v1_genomic.fna.gz
GCF_001975105.1	PRJNA224116	SAMN05607051			na		28450	28450	Burkholderia pseudomallei	strain=MSHR5864		latest	Complete Genome	Major	Full	2017/01/30	ASM197510v1	Menzies School of Health Research	GCA_001975105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/105/GCF_001975105.1_ASM197510v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_001975105.1/GCF_001975105.1_ASM197510v1_genomic.fna.gz
GCF_002110945.1	PRJNA224116	SAMN06007561			na		28450	28450	Burkholderia pseudomallei	strain=2008724734		latest	Complete Genome	Major	Full	2017/04/26	ASM211094v1	Centers for Disease Control and Prevention	GCA_002110945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/945/GCF_002110945.1_ASM211094v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002110945.1/GCF_002110945.1_ASM211094v1_genomic.fna.gz
GCF_002110965.1	PRJNA224116	SAMN06007566			na		28450	28450	Burkholderia pseudomallei	strain=2011756295		latest	Complete Genome	Major	Full	2017/04/26	ASM211096v1	Centers for Disease Control and Prevention	GCA_002110965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/965/GCF_002110965.1_ASM211096v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002110965.1/GCF_002110965.1_ASM211096v1_genomic.fna.gz
GCF_002111045.1	PRJNA224116	SAMN06007576			na		28450	28450	Burkholderia pseudomallei	strain=3000015237		latest	Complete Genome	Major	Full	2017/04/26	ASM211104v1	Centers for Disease Control and Prevention	GCA_002111045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/045/GCF_002111045.1_ASM211104v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111045.1/GCF_002111045.1_ASM211104v1_genomic.fna.gz
GCF_002111105.1	PRJNA224116	SAMN06007559			na		28450	28450	Burkholderia pseudomallei	strain=2002734728		latest	Complete Genome	Major	Full	2017/04/26	ASM211110v1	Centers for Disease Control and Prevention	GCA_002111105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/105/GCF_002111105.1_ASM211110v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111105.1/GCF_002111105.1_ASM211110v1_genomic.fna.gz
GCF_002111125.1	PRJNA224116	SAMN06007563			na		28450	28450	Burkholderia pseudomallei	strain=2008724860		latest	Complete Genome	Major	Full	2017/04/26	ASM211112v1	Centers for Disease Control and Prevention	GCA_002111125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/125/GCF_002111125.1_ASM211112v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111125.1/GCF_002111125.1_ASM211112v1_genomic.fna.gz
GCF_002111145.1	PRJNA224116	SAMN06007564			na		28450	28450	Burkholderia pseudomallei	strain=2010007509		latest	Complete Genome	Major	Full	2017/04/26	ASM211114v1	Centers for Disease Control and Prevention	GCA_002111145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/145/GCF_002111145.1_ASM211114v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111145.1/GCF_002111145.1_ASM211114v1_genomic.fna.gz
GCF_002111165.1	PRJNA224116	SAMN06007565			na		28450	28450	Burkholderia pseudomallei	strain=2011756189		latest	Complete Genome	Major	Full	2017/04/26	ASM211116v1	Centers for Disease Control and Prevention	GCA_002111165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/165/GCF_002111165.1_ASM211116v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111165.1/GCF_002111165.1_ASM211116v1_genomic.fna.gz
GCF_002111205.1	PRJNA224116	SAMN06007569			na		28450	28450	Burkholderia pseudomallei	strain=2013746777		latest	Complete Genome	Major	Full	2017/04/26	ASM211120v1	Centers for Disease Control and Prevention	GCA_002111205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/205/GCF_002111205.1_ASM211120v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111205.1/GCF_002111205.1_ASM211120v1_genomic.fna.gz
GCF_002111225.1	PRJNA224116	SAMN06007570			na		28450	28450	Burkholderia pseudomallei	strain=2013746811		latest	Complete Genome	Major	Full	2017/04/26	ASM211122v1	Centers for Disease Control and Prevention	GCA_002111225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/225/GCF_002111225.1_ASM211122v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111225.1/GCF_002111225.1_ASM211122v1_genomic.fna.gz
GCF_002111245.1	PRJNA224116	SAMN06007571			na		28450	28450	Burkholderia pseudomallei	strain=2013746877		latest	Complete Genome	Major	Full	2017/04/26	ASM211124v1	Centers for Disease Control and Prevention	GCA_002111245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/245/GCF_002111245.1_ASM211124v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111245.1/GCF_002111245.1_ASM211124v1_genomic.fna.gz
GCF_002111265.1	PRJNA224116	SAMN06007574			na		28450	28450	Burkholderia pseudomallei	strain=2013833057		latest	Complete Genome	Major	Full	2017/04/26	ASM211126v1	Centers for Disease Control and Prevention	GCA_002111265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/265/GCF_002111265.1_ASM211126v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111265.1/GCF_002111265.1_ASM211126v1_genomic.fna.gz
GCF_002111285.1	PRJNA224116	SAMN06007578			na		28450	28450	Burkholderia pseudomallei	strain=3000047530		latest	Complete Genome	Major	Full	2017/04/26	ASM211128v1	Centers for Disease Control and Prevention	GCA_002111285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/285/GCF_002111285.1_ASM211128v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111285.1/GCF_002111285.1_ASM211128v1_genomic.fna.gz
GCF_002111305.1	PRJNA224116	SAMN06007579			na		28450	28450	Burkholderia pseudomallei	strain=3000465972		latest	Complete Genome	Major	Full	2017/04/26	ASM211130v1	Centers for Disease Control and Prevention	GCA_002111305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/305/GCF_002111305.1_ASM211130v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111305.1/GCF_002111305.1_ASM211130v1_genomic.fna.gz
GCF_002111325.1	PRJNA224116	SAMN06007555			na		28450	28450	Burkholderia pseudomallei	strain=2002721123		latest	Complete Genome	Major	Full	2017/04/26	ASM211132v1	Centers for Disease Control and Prevention	GCA_002111325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/325/GCF_002111325.1_ASM211132v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111325.1/GCF_002111325.1_ASM211132v1_genomic.fna.gz
GCF_002111345.1	PRJNA224116	SAMN06007556			na		28450	28450	Burkholderia pseudomallei	strain=2002721171		latest	Complete Genome	Major	Full	2017/04/26	ASM211134v1	Centers for Disease Control and Prevention	GCA_002111345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/345/GCF_002111345.1_ASM211134v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111345.1/GCF_002111345.1_ASM211134v1_genomic.fna.gz
