id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
48,156h–157t,13017,0,0,0,0.0006176392,2,False
49,174h–175t,3984,0,0,0,0.0005963632000000002,3,False
50,87h–88t,382,0,0,0,0.0005614331999999999,3,False
51,181h–182t,13967,0,0,0,0.0005589528,2,False
52,222h–223t,1876,0,0,0,0.000495774,2,False
53,250h–251t,7801,0,0,0,0.00034990469999999997,2,False
54,149h–150t,1357,0,0,0,0.0002964674,2,False
55,14h–15t,2917,0,0,0,0.0002884288,2,False
56,144h–145t,1416,0,0,0,0.00028135890000000003,2,False
57,160h–161t,5107,0,0,0,0.00019780309999999998,2,False
58,257h–258t,472,0,0,0,9.54765e-05,2,False
59,108h–19h,5825,0,0,0,8.723550000000001e-05,2,False
60,269h–270t,4129,0,0,0,6.801890000000001e-05,2,False
61,92h–93t,1228,0,0,0,0,1,True
62,84h–85t,1,0,0,0,0,1,True
63,83h–84t,1253,0,0,0,0,1,True
64,81h–82t,1,0,0,0,0,1,True
65,7h–8t,1,0,0,0,0,1,True
66,70h–71t,421,0,0,0,0,1,True
67,6h–7t,3482,0,0,0,0,1,True
68,69h–70t,1,0,0,0,0,1,True
69,68h–69t,6678,0,0,0,0,1,True
70,66h–67t,4172,0,0,0,0,0,True
71,65h–66t,171,0,0,0,0,1,True
72,62h–63t,3088,0,0,0,0,1,True
73,60h–61t,7295,0,0,0,0,1,True
74,5h–6t,2225,0,0,0,0,1,True
75,59h–60t,4204,0,0,0,0,1,True
76,49h–50t,812,0,0,0,0,1,True
77,42h–43t,3454,0,0,0,0,1,True
78,37h–38t,1403,0,0,0,0,1,True
79,33h–34t,3976,0,0,0,0,1,True
80,2h–3t,7612,0,0,0,0,1,True
81,29h–30t,3015,0,0,0,0,1,True
82,265h–266t,24,0,0,0,0,0,True
83,263h–264t,2872,0,0,0,0,1,True
84,262h–263t,915,0,0,0,0,1,True
85,261h–262t,572,0,0,0,0,1,True
86,259h–260t,6720,0,0,0,0,1,True
87,252h–253t,66,0,0,0,0,1,True
88,246h–247t,4909,0,0,0,0,1,True
89,245h–246t,2746,0,0,0,0,1,True
90,241h–242t,4672,0,0,0,0,1,True
91,234h–235t,4881,0,0,0,0,1,True
92,231h–232t,6166,0,0,0,0,1,True
93,230h–231t,782,0,0,0,0,1,True
94,228h–229t,9163,0,0,0,0,1,True
95,225h–226t,1735,0,0,0,0,1,True
96,20h–21t,1,0,0,0,0,1,True
97,206h–207t,7118,0,0,0,0,1,True
98,1t–270h,5653,0,0,0,0,0,True
99,195h–196t,1,0,0,0,0,1,True
100,194h–195t,1,0,0,0,0,1,True
101,193h–194t,104,0,0,0,0,1,True
102,190h–191t,3582,0,0,0,0,1,True
103,189h–190t,23403,0,0,0,0,1,True
104,187h–188t,129,0,0,0,0,1,True
105,185h–186t,4881,0,0,0,0,1,True
106,183h–184t,1053,0,0,0,0,1,True
107,182h–183t,488,0,0,0,0,1,True
108,177h–178t,1084,0,0,0,0,1,True
109,175h–176t,1,0,0,0,0,1,True
110,163h–164t,715,0,0,0,0,1,True
111,162h–163t,6560,0,0,0,0,0,True
112,157h–158t,6306,0,0,0,0,1,True
113,153h–154t,15460,0,0,0,0,1,True
114,152h–153t,168,0,0,0,0,1,True
115,147h–148t,5816,0,0,0,0,1,True
116,142h–143t,84,0,0,0,0,1,True
117,140h–141t,232,0,0,0,0,1,True
118,138h–139t,3840,0,0,0,0,1,True
119,133h–134t,1,0,0,0,0,1,True
120,125h–126t,1,0,0,0,0,0,True
121,123h–124t,3049,0,0,0,0,1,True
122,122h–123t,15854,0,0,0,0,1,True
123,121h–122t,1,0,0,0,0,1,True
124,11h–12t,854,0,0,0,0,1,True
125,119h–120t,718,0,0,0,0,1,True
126,117h–118t,1972,0,0,0,0,1,True
127,116h–117t,315,0,0,0,0,1,True
128,114h–115t,1,0,0,0,0,1,True
129,113h–114t,1,0,0,0,0,0,True
130,112h–113t,1550,0,0,0,0,1,True
131,111h–112t,1896,0,0,0,0,0,True
132,110h–111t,2064,0,0,0,0,0,True
133,10t–9h,5964,0,0,0,0,1,True
134,106h–107t,9524,0,0,0,0,1,True
135,105h–106t,512,0,0,0,0,1,True
136,102h–103t,2555,0,0,0,0,1,True
