to_annotate	gsize	nb_conts	L90
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692655.1_12290_3_27-2_genomic.fna_prepare-split125N.fna	2114173	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_008253725.1_ASM825372v1_genomic.fna_prepare-split125N.fna	2038617	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015838875.1_ASM1583887v1_genomic.fna_prepare-split125N.fna	2121469	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839035.1_ASM1583903v1_genomic.fna_prepare-split125N.fna	2180123	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839415.1_ASM1583941v1_genomic.fna_prepare-split125N.fna	2141694	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839575.1_ASM1583957v1_genomic.fna_prepare-split125N.fna	2124184	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692745.1_14673_4_5-2_genomic.fna_prepare-split125N.fna	1991784	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692775.1_14410_7_7-2_genomic.fna_prepare-split125N.fna	2081497	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692825.1_15873_3_25-2_genomic.fna_prepare-split125N.fna	2147673	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692845.1_15873_5_86-2_genomic.fna_prepare-split125N.fna	2120575	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692855.1_15608_2_53-2_genomic.fna_prepare-split125N.fna	2097910	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692875.1_15873_4_79-2_genomic.fna_prepare-split125N.fna	2118612	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692905.1_15608_2_64-2_genomic.fna_prepare-split125N.fna	2066149	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692935.1_18090_1_84-2_genomic.fna_prepare-split125N.fna	2074861	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900693005.1_18090_2_19-2_genomic.fna_prepare-split125N.fna	2121917	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900693025.1_19341_2_86-2_genomic.fna_prepare-split125N.fna	2202359	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900693045.1_18090_2_147-2_genomic.fna_prepare-split125N.fna	2026174	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900693055.1_19084_8_150-2_genomic.fna_prepare-split125N.fna	2120740	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900693075.1_19084_8_183-2_genomic.fna_prepare-split125N.fna	2066251	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900795095.1_12290_3_44-5_genomic.fna_prepare-split125N.fna	2107778	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900795155.1_15608_2_83-5_genomic.fna_prepare-split125N.fna	1986889	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900795205.1_22841_2_22-5_genomic.fna_prepare-split125N.fna	2074160	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000006885.1_ASM688v1_genomic.fna_prepare-split125N.fna	2160842	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000273445.1_Stre_pneu_Tigr4_V1_genomic.fna_prepare-split125N.fna	2163340	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000007045.1_ASM704v1_genomic.fna_prepare-split125N.fna	2038615	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000147095.1_ASM14709v1_genomic.fna_prepare-split125N.fna	2240045	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000014365.2_ASM1436v2_genomic.fna_prepare-split125N.fna	2046116	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000019025.1_ASM1902v1_genomic.fna_prepare-split125N.fna	2112148	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000019265.1_ASM1926v1_genomic.fna_prepare-split125N.fna	2245615	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000018965.1_ASM1896v1_genomic.fna_prepare-split125N.fna	2184682	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000018985.1_ASM1898v1_genomic.fna_prepare-split125N.fna	2120234	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000019005.1_ASM1900v1_genomic.fna_prepare-split125N.fna	2111882	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000019825.1_ASM1982v1_genomic.fna_prepare-split125N.fna	2078953	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000019985.1_ASM1998v1_genomic.fna_prepare-split125N.fna	2209198	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000196595.1_ASM19659v1_genomic.fna_prepare-split125N.fna	2088772	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000146975.1_ASM14697v1_genomic.fna_prepare-split125N.fna	2130580	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000299015.1_ASM29901v1_genomic.fna_prepare-split125N.fna	2064154	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000210955.1_ASM21095v1_genomic.fna_prepare-split125N.fna	2036867	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000210935.1_ASM21093v1_genomic.fna_prepare-split125N.fna	2093317	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000210975.1_ASM21097v1_genomic.fna_prepare-split125N.fna	2142122	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000210995.1_ASM21099v1_genomic.fna_prepare-split125N.fna	2024476	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000211015.1_ASM21101v1_genomic.fna_prepare-split125N.fna	2037254	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000211035.1_ASM21103v2_genomic.fna_prepare-split125N.fna	2026239	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000180515.1_ASM18051v2_genomic.fna_prepare-split125N.fna	2129934	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000211075.1_ASM21107v1_genomic.fna_prepare-split125N.fna	2131190	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000251085.2_ASM25108v2_genomic.fna_prepare-split125N.fna	2150813	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900622505.2_Spn4559_genomic.fna_prepare-split125N.fna	2156228	2	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_011694695.1_ASM1169469v1_genomic.fna_prepare-split125N.fna	2145834	2	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692815.1_12837_3_35-2_genomic.fna_prepare-split125N.fna	2025318	2	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000348705.1_ASM34870v1_genomic.fna_prepare-split125N.fna	2076531	2	1
