assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_003044325.1	PRJNA224116	SAMN08823994			na		1313	1313	Streptococcus pneumoniae	strain=CP2215		latest	Chromosome	Major	Full	2018/04/09	ASM304432v1	Harvard T. H. Chan School of Public Health	GCA_003044325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/044/325/GCF_003044325.1_ASM304432v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003044325.1/GCF_003044325.1_ASM304432v1_genomic.fna.gz
GCF_003351525.1	PRJNA224116	SAMN09704656			na		1313	1313	Streptococcus pneumoniae	strain=M23734		latest	Complete Genome	Major	Full	2018/08/01	ASM335152v1	Centers for Disease Control and Prevention	GCA_003351525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/525/GCF_003351525.1_ASM335152v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003351525.1/GCF_003351525.1_ASM335152v1_genomic.fna.gz
GCF_003351645.1	PRJNA224116	SAMN09704646			na		1313	1313	Streptococcus pneumoniae	strain=M16808		latest	Complete Genome	Major	Full	2018/08/01	ASM335164v1	Centers for Disease Control and Prevention	GCA_003351645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/645/GCF_003351645.1_ASM335164v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003351645.1/GCF_003351645.1_ASM335164v1_genomic.fna.gz
GCF_003351705.1	PRJNA224116	SAMN09704657			na		1313	1313	Streptococcus pneumoniae	strain=M26365		latest	Complete Genome	Major	Full	2018/08/01	ASM335170v1	Centers for Disease Control and Prevention	GCA_003351705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/705/GCF_003351705.1_ASM335170v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003351705.1/GCF_003351705.1_ASM335170v1_genomic.fna.gz
GCF_003351725.1	PRJNA224116	SAMN09704658			na		1313	1313	Streptococcus pneumoniae	strain=M26368		latest	Complete Genome	Major	Full	2018/08/01	ASM335172v1	Centers for Disease Control and Prevention	GCA_003351725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/725/GCF_003351725.1_ASM335172v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003351725.1/GCF_003351725.1_ASM335172v1_genomic.fna.gz
GCF_003354825.1	PRJNA224116	SAMN08323709			na		1313	1313	Streptococcus pneumoniae	strain=SPN XDR SMC1710-32		latest	Complete Genome	Major	Full	2018/08/03	ASM335482v1	Asia Pacific Foundation for Infectious Diseases	GCA_003354825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/354/825/GCF_003354825.1_ASM335482v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003354825.1/GCF_003354825.1_ASM335482v1_genomic.fna.gz
GCF_003367435.1	PRJNA224116	SAMN08448907			na		1313	1313	Streptococcus pneumoniae	strain=EF3030		latest	Chromosome	Major	Full	2018/08/08	ASM336743v1	Jacobs School of Medicine and Biomedical Sciences, University at Buffalo	GCA_003367435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/435/GCF_003367435.1_ASM336743v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003367435.1/GCF_003367435.1_ASM336743v1_genomic.fna.gz
GCF_003609935.1	PRJNA224116	SAMD00096762			na		1313	1313	Streptococcus pneumoniae	strain=MDRSPN001		latest	Complete Genome	Major	Full	2017/10/05	ASM360993v1	Sapporo Medical University School of Medicine	GCA_003609935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/935/GCF_003609935.1_ASM360993v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003609935.1/GCF_003609935.1_ASM360993v1_genomic.fna.gz
GCF_003966485.1	PRJNA224116	SAMD00137665			na		1313	1313	Streptococcus pneumoniae	strain=ATCC 49619		latest	Complete Genome	Major	Full	2018/10/13	ASM396648v1	Department of Infectious diseases, Faculty of Medicine, University of Miyazaki	GCA_003966485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/485/GCF_003966485.1_ASM396648v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003966485.1/GCF_003966485.1_ASM396648v1_genomic.fna.gz
GCF_003966505.1	PRJNA224116	SAMD00137664			na		1313	1313	Streptococcus pneumoniae	strain=HU-OH		latest	Complete Genome	Major	Full	2018/10/13	ASM396650v1	Department of Infectious diseases, Faculty of Medicine, University of Miyazaki	GCA_003966505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/505/GCF_003966505.1_ASM396650v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003966505.1/GCF_003966505.1_ASM396650v1_genomic.fna.gz
GCF_003966525.1	PRJNA224116	SAMD00137663			na		1313	1313	Streptococcus pneumoniae	strain=NU83127		latest	Complete Genome	Major	Full	2018/10/13	ASM396652v1	Department of Infectious diseases, Faculty of Medicine, University of Miyazaki	GCA_003966525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/525/GCF_003966525.1_ASM396652v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003966525.1/GCF_003966525.1_ASM396652v1_genomic.fna.gz
GCF_003967155.2	PRJNA224116	SAMD00110695			na		1313	1313	Streptococcus pneumoniae	strain=ASP0581		latest	Complete Genome	Major	Full	2019/09/02	ASM396715v2	Department of Bacteriology I, National Institute of Infectious Diseases	GCA_003967155.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/155/GCF_003967155.2_ASM396715v2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003967155.2/GCF_003967155.2_ASM396715v2_genomic.fna.gz
GCF_003994915.1	PRJNA224116	SAMN06233407			na		1313	1313	Streptococcus pneumoniae	strain=HKU1-14		latest	Complete Genome	Major	Full	2019/01/07	ASM399491v1	The University of Hong Kong	GCA_003994915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/994/915/GCF_003994915.1_ASM399491v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003994915.1/GCF_003994915.1_ASM399491v1_genomic.fna.gz
GCF_004291255.1	PRJNA224116	SAMN10908922			na		1313	1313	Streptococcus pneumoniae	strain=EF3030		latest	Complete Genome	Major	Full	2019/02/22	ASM429125v1	University of Oslo	GCA_004291255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/291/255/GCF_004291255.1_ASM429125v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_004291255.1/GCF_004291255.1_ASM429125v1_genomic.fna.gz
GCF_008253725.1	PRJNA224116	SAMN11338705			na		1313	1313	Streptococcus pneumoniae	strain=R6CIB17		latest	Complete Genome	Major	Full	2019/09/03	ASM825372v1	Consejo Superior de Investigaciones Cientificas (CSIC)	GCA_008253725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/253/725/GCF_008253725.1_ASM825372v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_008253725.1/GCF_008253725.1_ASM825372v1_genomic.fna.gz
GCF_009664475.1	PRJNA224116	SAMN13191652			na		1313	1313	Streptococcus pneumoniae	strain=AUSMDU00010538		latest	Complete Genome	Major	Full	2019/11/17	ASM966447v1	Microbiological Diagnostic Unit	GCA_009664475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/664/475/GCF_009664475.1_ASM966447v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_009664475.1/GCF_009664475.1_ASM966447v1_genomic.fna.gz
GCF_011694695.1	PRJNA224116	SAMN14380576			na		1313	1313	Streptococcus pneumoniae	strain=PZ900701590		latest	Complete Genome	Major	Full	2020/03/24	ASM1169469v1	Kyoto University	GCA_011694695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/694/695/GCF_011694695.1_ASM1169469v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_011694695.1/GCF_011694695.1_ASM1169469v1_genomic.fna.gz
GCF_013047165.1	PRJNA224116	SAMN14779717			na		1313	1313	Streptococcus pneumoniae	strain=6A-10		latest	Complete Genome	Major	Full	2020/05/12	ASM1304716v1	Institute for Genome Sciences, University of Maryland, Baltimore	GCA_013047165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/047/165/GCF_013047165.1_ASM1304716v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_013047165.1/GCF_013047165.1_ASM1304716v1_genomic.fna.gz
GCF_015838875.1	PRJNA224116	SAMN13321470			na		1313	1313	Streptococcus pneumoniae	strain=310		latest	Complete Genome	Major	Full	2020/12/08	ASM1583887v1	American University of Beirut	GCA_015838875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/838/875/GCF_015838875.1_ASM1583887v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015838875.1/GCF_015838875.1_ASM1583887v1_genomic.fna.gz
GCF_015839035.1	PRJNA224116	SAMN13321471			na		1313	1313	Streptococcus pneumoniae	strain=475		latest	Complete Genome	Major	Full	2020/12/08	ASM1583903v1	American University of Beirut	GCA_015839035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/035/GCF_015839035.1_ASM1583903v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839035.1/GCF_015839035.1_ASM1583903v1_genomic.fna.gz
GCF_015839235.1	PRJNA224116	SAMN13321472			na		1313	1313	Streptococcus pneumoniae	strain=521		latest	Complete Genome	Major	Full	2020/12/08	ASM1583923v1	American University of Beirut	GCA_015839235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/235/GCF_015839235.1_ASM1583923v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839235.1/GCF_015839235.1_ASM1583923v1_genomic.fna.gz
GCF_015839415.1	PRJNA224116	SAMN13321473			na		1313	1313	Streptococcus pneumoniae	strain=525		latest	Complete Genome	Major	Full	2020/12/08	ASM1583941v1	American University of Beirut	GCA_015839415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/415/GCF_015839415.1_ASM1583941v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839415.1/GCF_015839415.1_ASM1583941v1_genomic.fna.gz
GCF_015839575.1	PRJNA224116	SAMN13321474			na		1313	1313	Streptococcus pneumoniae	strain=566		latest	Complete Genome	Major	Full	2020/12/08	ASM1583957v1	American University of Beirut	GCA_015839575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/575/GCF_015839575.1_ASM1583957v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839575.1/GCF_015839575.1_ASM1583957v1_genomic.fna.gz
GCF_015839775.1	PRJNA224116	SAMN13321476			na		1313	1313	Streptococcus pneumoniae	strain=573		latest	Complete Genome	Major	Full	2020/12/08	ASM1583977v1	American University of Beirut	GCA_015839775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/775/GCF_015839775.1_ASM1583977v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839775.1/GCF_015839775.1_ASM1583977v1_genomic.fna.gz
GCF_015839915.1	PRJNA224116	SAMN13321477			na		1313	1313	Streptococcus pneumoniae	strain=574		latest	Complete Genome	Major	Full	2020/12/08	ASM1583991v1	American University of Beirut	GCA_015839915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/915/GCF_015839915.1_ASM1583991v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839915.1/GCF_015839915.1_ASM1583991v1_genomic.fna.gz
GCF_015840115.1	PRJNA224116	SAMN13321475			na		1313	1313	Streptococcus pneumoniae	strain=563		latest	Complete Genome	Major	Full	2020/12/08	ASM1584011v1	American University of Beirut	GCA_015840115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/115/GCF_015840115.1_ASM1584011v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015840115.1/GCF_015840115.1_ASM1584011v1_genomic.fna.gz
GCF_016653535.1	PRJNA224116	SAMN17215543			na		1313	1313	Streptococcus pneumoniae	strain=MDR-MM-0720-0522		latest	Chromosome	Major	Full	2021/01/17	ASM1665353v1	Aix Marseille univesity	GCA_016653535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/653/535/GCF_016653535.1_ASM1665353v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_016653535.1/GCF_016653535.1_ASM1665353v1_genomic.fna.gz
GCF_017569245.1	PRJNA224116	SAMN17602804			na		1313	1313	Streptococcus pneumoniae	strain=BVJ1JL		latest	Complete Genome	Major	Full	2021/03/23	ASM1756924v1	UCL	GCA_017569245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/569/245/GCF_017569245.1_ASM1756924v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_017569245.1/GCF_017569245.1_ASM1756924v1_genomic.fna.gz
GCF_900475305.1	PRJNA224116	SAMEA3714884			na		1313	1313	Streptococcus pneumoniae	strain=NCTC7466		latest	Complete Genome	Major	Full	2018/06/17	43721_E02	SC	GCA_900475305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/305/GCF_900475305.1_43721_E02	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900475305.1/GCF_900475305.1_43721_E02_genomic.fna.gz
GCF_900475515.1	PRJNA224116	SAMEA3649044			na		1313	1313	Streptococcus pneumoniae	strain=NCTC13276		latest	Complete Genome	Major	Full	2018/06/17	42731_F01	SC	GCA_900475515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/515/GCF_900475515.1_42731_F01	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900475515.1/GCF_900475515.1_42731_F01_genomic.fna.gz
GCF_900475805.1	PRJNA224116	SAMEA3956100			na		1313	1313	Streptococcus pneumoniae	strain=NCTC11902		latest	Complete Genome	Major	Full	2018/06/17	46514_B03	SC	GCA_900475805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/805/GCF_900475805.1_46514_B03	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900475805.1/GCF_900475805.1_46514_B03_genomic.fna.gz
GCF_900476445.1	PRJNA224116	SAMEA104042953			na		1313	1313	Streptococcus pneumoniae	strain=4041STDY6836167		latest	Complete Genome	Major	Full	2018/06/17	55312_D02	SC	GCA_900476445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/445/GCF_900476445.1_55312_D02	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476445.1/GCF_900476445.1_55312_D02_genomic.fna.gz
GCF_900476455.1	PRJNA224116	SAMEA104042955			na		1313	1313	Streptococcus pneumoniae	strain=4041STDY6836169		latest	Complete Genome	Major	Full	2018/06/18	55312_E02	SC	GCA_900476455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/455/GCF_900476455.1_55312_E02	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476455.1/GCF_900476455.1_55312_E02_genomic.fna.gz
GCF_900476465.1	PRJNA224116	SAMEA104042956			na		1313	1313	Streptococcus pneumoniae	strain=4041STDY6836170		latest	Complete Genome	Major	Full	2018/06/17	55312_F02	SC	GCA_900476465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/465/GCF_900476465.1_55312_F02	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476465.1/GCF_900476465.1_55312_F02_genomic.fna.gz
GCF_900476475.1	PRJNA224116	SAMEA4469815			na		1313	1313	Streptococcus pneumoniae	strain=4041STDY6583227		latest	Complete Genome	Major	Full	2018/06/17	49768_F01	SC	GCA_900476475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/475/GCF_900476475.1_49768_F01	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476475.1/GCF_900476475.1_49768_F01_genomic.fna.gz
GCF_900476505.1	PRJNA224116	SAMEA104042952			na		1313	1313	Streptococcus pneumoniae	strain=4041STDY6836166		latest	Complete Genome	Major	Full	2018/06/17	55312_C02	SC	GCA_900476505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/505/GCF_900476505.1_55312_C02	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476505.1/GCF_900476505.1_55312_C02_genomic.fna.gz
GCF_900618545.1	PRJNA224116	SAMEA5092020			na		1313	1313	Streptococcus pneumoniae	strain=4496	4496	latest	Complete Genome	Major	Full	2018/12/19	4496	Bioplatforms Australia	GCA_900618545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/545/GCF_900618545.1_4496	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900618545.1/GCF_900618545.1_4496_genomic.fna.gz
GCF_900618555.1	PRJNA224116	SAMEA5092021			na		1313	1313	Streptococcus pneumoniae	strain=947	947	latest	Complete Genome	Major	Full	2018/12/19	947	Bioplatforms Australia	GCA_900618555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/555/GCF_900618555.1_947	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900618555.1/GCF_900618555.1_947_genomic.fna.gz
GCF_900618575.1	PRJNA224116	SAMEA5092023			na		1313	1313	Streptococcus pneumoniae	strain=180-2	180-2	latest	Complete Genome	Major	Full	2018/12/19	180-2	Bioplatforms Australia	GCA_900618575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/575/GCF_900618575.1_180-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900618575.1/GCF_900618575.1_180-2_genomic.fna.gz
GCF_900618585.1	PRJNA224116	SAMEA5092024			na		1313	1313	Streptococcus pneumoniae	strain=180-15	180-15	latest	Complete Genome	Major	Full	2018/12/19	180-15	Bioplatforms Australia	GCA_900618585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/585/GCF_900618585.1_180-15	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900618585.1/GCF_900618585.1_180-15_genomic.fna.gz
GCF_900622505.2	PRJNA224116	SAMEA5092022			na		1313	1313	Streptococcus pneumoniae	strain=4559	4559	latest	Complete Genome	Major	Full	2019/06/09	Spn4559	Bioplatforms Australia	GCA_900622505.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/622/505/GCF_900622505.2_Spn4559	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900622505.2/GCF_900622505.2_Spn4559_genomic.fna.gz
GCF_900636585.1	PRJNA224116	SAMEA3679170			na		1313	1313	Streptococcus pneumoniae	strain=NCTC12977		latest	Complete Genome	Major	Full	2018/12/20	43058_B01	SC	GCA_900636585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/585/GCF_900636585.1_43058_B01	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900636585.1/GCF_900636585.1_43058_B01_genomic.fna.gz
GCF_900692555.1	PRJNA224116	SAMEA2204055			na		1313	1313	Streptococcus pneumoniae	strain=GPSC105 substr. ST5623		latest	Chromosome	Major	Full	2019/02/20	11679_1#60-2	WTSI	GCA_900692555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/555/GCF_900692555.1_11679_1_60-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692555.1/GCF_900692555.1_11679_1_60-2_genomic.fna.gz
