gembase_name	orig_name	to_annotate	gsize	nb_conts	L90
BUMA.1121.00025	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111205.1_ASM211120v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111205.1_ASM211120v1_genomic.fna_prepare-split125N.fna	7270495	2	2
BUMA.1121.00026	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959485.1_ASM95948v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959485.1_ASM95948v1_genomic.fna_prepare-split125N.fna	5409162	2	2
BUMA.1121.00027	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111225.1_ASM211122v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111225.1_ASM211122v1_genomic.fna_prepare-split125N.fna	7200858	2	2
BUMA.1121.00028	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002346145.1_ASM234614v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002346145.1_ASM234614v1_genomic.fna_prepare-split125N.fna	5725287	2	2
BUMA.1121.00029	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111245.1_ASM211124v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111245.1_ASM211124v1_genomic.fna_prepare-split125N.fna	7330290	2	2
BUMA.1121.00030	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002345985.1_ASM234598v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002345985.1_ASM234598v1_genomic.fna_prepare-split125N.fna	5591869	2	2
BUMA.1121.00031	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111265.1_ASM211126v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111265.1_ASM211126v1_genomic.fna_prepare-split125N.fna	7343602	2	2
BUMA.1121.00032	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003933015.1_ASM393301v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003933015.1_ASM393301v1_genomic.fna_prepare-split125N.fna	5233427	2	2
BUMA.1121.00033	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111285.1_ASM211128v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111285.1_ASM211128v1_genomic.fna_prepare-split125N.fna	7436525	2	2
BUMA.1121.00034	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002346165.1_ASM234616v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002346165.1_ASM234616v1_genomic.fna_prepare-split125N.fna	5694391	2	2
BUMA.1121.00035	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111305.1_ASM211130v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111305.1_ASM211130v1_genomic.fna_prepare-split125N.fna	7428404	2	2
BUMA.1121.00036	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959165.1_ASM95916v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959165.1_ASM95916v1_genomic.fna_prepare-split125N.fna	5742341	2	2
BUMA.1121.00037	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111325.1_ASM211132v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111325.1_ASM211132v1_genomic.fna_prepare-split125N.fna	7235491	2	2
BUMA.1121.00038	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002346205.1_ASM234620v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002346205.1_ASM234620v1_genomic.fna_prepare-split125N.fna	5736590	2	2
BUMA.1121.00039	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111345.1_ASM211134v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111345.1_ASM211134v1_genomic.fna_prepare-split125N.fna	7191137	2	2
BUMA.1121.00040	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_001729545.1_ASM172954v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_001729545.1_ASM172954v1_genomic.fna_prepare-split125N.fna	5780166	2	2
BUMA.1121.00041	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111365.1_ASM211136v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111365.1_ASM211136v1_genomic.fna_prepare-split125N.fna	7383789	2	2
BUMA.1121.00042	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755845.1_ASM75584v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755845.1_ASM75584v1_genomic.fna_prepare-split125N.fna	5647769	2	2
BUMA.1121.00043	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111385.1_ASM211138v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111385.1_ASM211138v1_genomic.fna_prepare-split125N.fna	7447673	2	2
BUMA.1121.00044	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003933025.1_ASM393302v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003933025.1_ASM393302v1_genomic.fna_prepare-split125N.fna	5638231	2	2
BUMA.1121.00045	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002843645.1_ASM284364v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002843645.1_ASM284364v1_genomic.fna_prepare-split125N.fna	7278330	2	2
BUMA.1121.00046	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959585.1_ASM95958v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959585.1_ASM95958v1_genomic.fna_prepare-split125N.fna	5661951	2	2
BUMA.1121.00047	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002860065.1_ASM286006v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002860065.1_ASM286006v1_genomic.fna_prepare-split125N.fna	7222235	2	2
BUMA.1121.00048	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755785.1_ASM75578v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755785.1_ASM75578v1_genomic.fna_prepare-split125N.fna	5835541	2	2
BUMA.1121.00049	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003445415.1_ASM344541v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003445415.1_ASM344541v1_genomic.fna_prepare-split125N.fna	7191106	2	2
BUMA.1121.00050	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000756025.1_ASM75602v2_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000756025.1_ASM75602v2_genomic.fna_prepare-split125N.fna	5874930	2	2
BUMA.1121.00051	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003547035.1_ASM354703v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003547035.1_ASM354703v1_genomic.fna_prepare-split125N.fna	7102313	2	2
BUMA.1121.00052	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003933035.1_ASM393303v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003933035.1_ASM393303v1_genomic.fna_prepare-split125N.fna	5232513	2	2
BUMA.1121.00053	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003606245.1_ASM360624v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003606245.1_ASM360624v1_genomic.fna_prepare-split125N.fna	7293627	2	2
BUMA.1121.00054	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003933045.1_ASM393304v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003933045.1_ASM393304v1_genomic.fna_prepare-split125N.fna	5864677	2	2
BUMA.1121.00055	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003798245.1_ASM379824v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003798245.1_ASM379824v1_genomic.fna_prepare-split125N.fna	7255525	2	2
BUMA.1121.00056	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000756145.1_ASM75614v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000756145.1_ASM75614v1_genomic.fna_prepare-split125N.fna	7086433	2	2
BUMA.1121.00057	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003798265.1_ASM379826v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003798265.1_ASM379826v1_genomic.fna_prepare-split125N.fna	7146686	2	2
BUMA.1121.00058	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755825.1_ASM75582v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755825.1_ASM75582v1_genomic.fna_prepare-split125N.fna	7272702	2	2
BUMA.1121.00059	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003798365.1_ASM379836v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_003798365.1_ASM379836v1_genomic.fna_prepare-split125N.fna	7180388	2	2
BUMA.1121.00060	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000756165.1_ASM75616v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000756165.1_ASM75616v1_genomic.fna_prepare-split125N.fna	7027950	2	2
BUMA.1121.00061	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004323015.1_ASM432301v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004323015.1_ASM432301v1_genomic.fna_prepare-split125N.fna	6962327	2	2
BUMA.1121.00062	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000757015.2_ASM75701v2_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000757015.2_ASM75701v2_genomic.fna_prepare-split125N.fna	7202363	2	2
BUMA.1121.00063	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004323035.1_ASM432303v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004323035.1_ASM432303v1_genomic.fna_prepare-split125N.fna	6966412	2	2
BUMA.1121.00064	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000954175.1_ASM95417v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000954175.1_ASM95417v1_genomic.fna_prepare-split125N.fna	7045782	2	2
BUMA.1121.00065	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_001277875.1_ASM127787v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_001277875.1_ASM127787v1_genomic.fna_prepare-split125N.fna	7266508	2	2
BUMA.1121.00066	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004348055.1_ASM434805v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004348055.1_ASM434805v1_genomic.fna_prepare-split125N.fna	6958638	2	2
BUMA.1121.00067	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_001277975.1_ASM127797v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_001277975.1_ASM127797v1_genomic.fna_prepare-split125N.fna	7184677	2	2
BUMA.1121.00068	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_001318245.1_ASM131824v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_001318245.1_ASM131824v1_genomic.fna_prepare-split125N.fna	7260025	2	2
BUMA.1121.00069	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004348075.1_ASM434807v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004348075.1_ASM434807v1_genomic.fna_prepare-split125N.fna	6920216	2	2
BUMA.1121.00070	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004367665.1_ASM436766v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004367665.1_ASM436766v1_genomic.fna_prepare-split125N.fna	6941499	2	2
BUMA.1121.00071	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004367685.1_ASM436768v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004367685.1_ASM436768v1_genomic.fna_prepare-split125N.fna	6975017	2	2
BUMA.1121.00072	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004367705.1_ASM436770v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004367705.1_ASM436770v1_genomic.fna_prepare-split125N.fna	6945494	2	2
BUMA.1121.00073	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004526325.1_ASM452632v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004526325.1_ASM452632v1_genomic.fna_prepare-split125N.fna	6986353	2	2
BUMA.1121.00074	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004842085.1_ASM484208v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_004842085.1_ASM484208v1_genomic.fna_prepare-split125N.fna	7163595	2	2
BUMA.1121.00075	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_008728275.1_ASM872827v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_008728275.1_ASM872827v1_genomic.fna_prepare-split125N.fna	7080298	2	2
BUMA.1121.00076	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_008728375.1_ASM872837v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_008728375.1_ASM872837v1_genomic.fna_prepare-split125N.fna	7141850	2	2
BUMA.1121.00077	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_009749345.1_ASM974934v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_009749345.1_ASM974934v1_genomic.fna_prepare-split125N.fna	7266637	2	2
BUMA.1121.00078	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_016864355.1_ASM1686435v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_016864355.1_ASM1686435v1_genomic.fna_prepare-split125N.fna	7470254	2	2
BUMA.1121.00079	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_902141815.1_UKMR15_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_902141815.1_UKMR15_genomic.fna_prepare-split125N.fna	7179387	2	2
BUMA.1121.00080	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_902141835.1_UKMPMC2000_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_902141835.1_UKMPMC2000_genomic.fna_prepare-split125N.fna	7187124	2	2
BUMA.1121.00081	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000011705.1_ASM1170v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000011705.1_ASM1170v1_genomic.fna_prepare-split125N.fna	5835527	2	2
BUMA.1121.00082	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000011545.1_ASM1154v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000011545.1_ASM1154v1_genomic.fna_prepare-split125N.fna	7247547	2	2
BUMA.1121.00083	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959285.1_ASM95928v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959285.1_ASM95928v1_genomic.fna_prepare-split125N.fna	7247614	2	2
BUMA.1121.00084	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000012785.1_ASM1278v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000012785.1_ASM1278v1_genomic.fna_prepare-split125N.fna	7308054	2	2
BUMA.1121.00085	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000015465.1_ASM1546v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000015465.1_ASM1546v1_genomic.fna_prepare-split125N.fna	5232401	2	2
BUMA.1121.00086	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000015625.1_ASM1562v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000015625.1_ASM1562v1_genomic.fna_prepare-split125N.fna	5848380	2	2
BUMA.1121.00087	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000762285.1_ASM76228v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000762285.1_ASM76228v1_genomic.fna_prepare-split125N.fna	5827656	2	2
BUMA.1121.00088	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000757035.2_ASM75703v2_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000757035.2_ASM75703v2_genomic.fna_prepare-split125N.fna	7325318	2	2
BUMA.1121.00089	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000015925.1_ASM1592v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000015925.1_ASM1592v1_genomic.fna_prepare-split125N.fna	7089249	2	2
BUMA.1121.00090	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959265.1_ASM95926v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959265.1_ASM95926v1_genomic.fna_prepare-split125N.fna	7381912	2	2
BUMA.1121.00091	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000756185.1_ASM75618v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000756185.1_ASM75618v1_genomic.fna_prepare-split125N.fna	7266604	2	2
BUMA.1121.00092	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000260515.1_ASM26051v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000260515.1_ASM26051v1_genomic.fna_prepare-split125N.fna	7231415	2	2
