Seq_id	Size	Description
1	1858539	BUMA.0521.00010.2
2	2284051	BUMA.0521.00011.2
3	3533282	BUMA.0521.00012.1
4	2093334	BUMA.0521.00008.2
5	2185904	BUMA.0521.00009.2
6	3512356	BUMA.0521.00009.1
7	3550623	BUMA.0521.00010.1
8	2120306	BUMA.0521.00014.2
9	3623703	BUMA.0521.00015.1
10	3553890	BUMA.0521.00013.1
11	3471563	BUMA.0521.00014.1
12	2152800	BUMA.0521.00003.2
13	2325354	BUMA.0521.00001.2
14	3553363	BUMA.0521.00002.1
15	3542936	BUMA.0521.00004.1
16	2321567	BUMA.0521.00002.2
17	2125970	BUMA.0521.00006.2
18	3501019	BUMA.0521.00007.1
19	2237503	BUMA.0521.00004.2
20	2226175	BUMA.0521.00013.2
21	3559874	BUMA.0521.00005.1
22	2104778	BUMA.0521.00020.2
23	2240464	BUMA.0521.00021.2
24	2120272	BUMA.0521.00027.2
25	3045954	BUMA.0521.00024.1
26	2105279	BUMA.0521.00015.2
27	3497450	BUMA.0521.00030.1
28	3531732	BUMA.0521.00008.1
29	2120565	BUMA.0521.00016.2
30	3517959	BUMA.0521.00027.1
31	3578566	BUMA.0521.00022.1
32	2325379	BUMA.0521.00031.2
33	2120572	BUMA.0521.00023.2
34	2353260	BUMA.0521.00005.2
35	2352693	BUMA.0521.00017.2
36	2146721	BUMA.0521.00007.2
37	3558404	BUMA.0521.00020.1
38	3507358	BUMA.0521.00021.1
39	3495687	BUMA.0521.00017.1
40	3573819	BUMA.0521.00023.1
41	2351417	BUMA.0521.00032.2
42	3510187	BUMA.0521.00001.1
43	2106749	BUMA.0521.00019.2
44	2728358	BUMA.0521.00024.2
45	3625848	BUMA.0521.00019.1
46	3471484	BUMA.0521.00016.1
47	1726745	BUMA.0521.00026.2
48	2325357	BUMA.0521.00018.2
49	2096906	BUMA.0521.00012.2
50	3510032	BUMA.0521.00025.1
51	1734922	BUMA.0521.00030.2
52	3510148	BUMA.0521.00031.1
53	2325322	BUMA.0521.00029.2
54	3558861	BUMA.0521.00006.1
55	3539287	BUMA.0521.00029.1
56	3510109	BUMA.0521.00018.1
57	2146721	BUMA.0521.00022.2
58	3476186	BUMA.0521.00032.1
59	3506682	BUMA.0521.00026.1
60	3509051	BUMA.0521.00003.1
61	3497571	BUMA.0521.00028.1
62	3458247	BUMA.0521.00011.1
63	2226558	BUMA.0521.00025.2
64	1734864	BUMA.0521.00028.2
--------------------------------------------------------------------------------
Block #220
Seq_id	Strand	Start	End	Length
42	+	1113057	1139812	26755
45	+	2396412	2423142	26730
46	+	2266572	2293302	26730
50	+	1320544	1347299	26755
52	+	1320605	1347360	26755
54	+	2421721	2448465	26744
55	-	2822655	2795901	26754
56	+	1320527	1347282	26755
58	-	2298967	2272229	26738
59	+	398422	425145	26723
60	-	2710127	2683361	26766
61	+	2141544	2168281	26737
62	-	1782107	1755336	26771
--------------------------------------------------------------------------------
Block #211
Seq_id	Strand	Start	End	Length
3	+	3398772	3407706	8934
6	+	2283683	2291364	7681
7	-	2875682	2867987	7695
9	+	2318660	2326341	7681
10	-	2047426	2039745	7681
11	+	2253852	2261533	7681
14	+	28821	36502	7681
15	-	1737482	1729801	7681
18	-	1450540	1442846	7694
21	+	2735755	2743451	7696
25	+	1822775	1830456	7681
27	+	1724472	1732163	7691
28	+	3421226	3430147	8921
30	+	1584274	1591955	7681
31	+	2318770	2326451	7681
37	+	2331762	2339443	7681
38	+	2318795	2326476	7681
39	+	1005031	1012712	7681
40	+	2356154	2363835	7681
42	+	1100274	1107970	7696
45	+	2383629	2391310	7681
46	+	2253789	2261470	7681
50	+	1307761	1315441	7680
52	+	1307822	1315502	7680
54	+	2408943	2416618	7675
55	-	2835438	2827758	7680
56	+	1307744	1315424	7680
58	-	2311752	2304071	7681
59	+	385639	393320	7681
60	-	2722910	2715229	7681
61	+	2127526	2135217	7691
62	-	1794890	1787209	7681
--------------------------------------------------------------------------------
Block #210
Seq_id	Strand	Start	End	Length
3	+	3371191	3391872	20681
6	-	2086282	2065610	20672
7	-	3204590	3183909	20681
9	-	2086140	2065468	20672
10	-	2204129	2183449	20680
11	-	2021314	2000642	20672
14	-	3338292	3317611	20681
15	+	1980932	2001613	20681
18	-	1779382	1758692	20690
21	+	2708184	2728856	20672
25	-	1590218	1569546	20672
27	-	1481741	1461060	20681
28	+	3393644	3414325	20681
30	-	1351734	1331062	20672
31	-	2086189	2065517	20672
37	-	2099223	2078551	20672
38	-	2086142	2065470	20672
39	+	977460	998132	20672
40	-	2123622	2102950	20672
42	-	900215	879534	20681
45	-	2151088	2130416	20672
46	-	2021241	2000569	20672
50	-	1107689	1087008	20681
52	-	1107758	1087077	20681
54	+	2125143	2145824	20681
55	+	3035495	3056176	20681
56	-	1107681	1087000	20681
58	-	2339324	2318652	20672
59	-	153034	132362	20672
60	+	2922910	2943591	20681
61	-	1884796	1864115	20681
62	-	1822474	1801793	20681
--------------------------------------------------------------------------------
Block #209
Seq_id	Strand	Start	End	Length
3	+	3355884	3371189	15305
6	-	2101589	2086283	15306
7	-	3219843	3204591	15252
9	-	2101447	2086141	15306
10	-	2221034	2205713	15321
11	-	2036621	2021315	15306
14	-	3353599	3338293	15306
15	+	1965626	1980930	15304
18	-	1794690	1779383	15307
21	+	2692879	2708182	15303
25	-	1605525	1590219	15306
27	-	1497048	1481742	15306
28	+	3378337	3393642	15305
30	-	1367041	1351735	15306
31	-	2101496	2086190	15306
37	-	2114530	2099224	15306
38	-	2101449	2086143	15306
39	+	962155	977458	15303
40	-	2138929	2123623	15306
42	-	915521	900216	15305
45	-	2166395	2151089	15306
46	-	2036548	2021242	15306
50	-	1122996	1107690	15306
52	-	1123065	1107759	15306
54	+	2109836	2125141	15305
55	+	3020188	3035493	15305
56	-	1122988	1107682	15306
58	-	2354631	2339325	15306
59	-	168341	153035	15306
60	+	2907603	2922908	15305
61	-	1900103	1884797	15306
62	-	1837781	1822475	15306
--------------------------------------------------------------------------------
Block #208
Seq_id	Strand	Start	End	Length
3	+	3320194	3348420	28226
6	-	2137288	2109053	28235
7	-	3443161	3414896	28265
9	-	2137146	2108911	28235
10	-	2256729	2228498	28231
11	-	2072320	2044085	28235
14	-	3390552	3362303	28249
15	+	1928673	1956922	28249
18	-	2360091	2331833	28258
21	+	2657440	2685685	28245
25	-	1641224	1612989	28235
27	-	1533990	1505752	28238
28	+	3342649	3370875	28226
30	-	1402740	1374505	28235
31	-	2137195	2108960	28235
37	-	2150229	2121994	28235
38	-	2137148	2108913	28235
39	+	926702	954961	28259
40	-	2174628	2146393	28235
42	-	952472	924223	28249
45	-	2202094	2173859	28235
46	-	2072247	2044012	28235
50	-	1159948	1131699	28249
52	-	1160017	1131768	28249
54	+	2072894	2101132	28238
55	+	2983236	3011485	28249
56	-	1159940	1131691	28249
58	-	2390081	2361823	28258
59	-	204040	175805	28235
60	+	2870650	2898899	28249
61	-	1937045	1908807	28238
62	-	1873228	1844969	28259
--------------------------------------------------------------------------------
Block #207
Seq_id	Strand	Start	End	Length
3	+	3274170	3318816	44646
6	-	2183273	2138529	44744
7	+	3019344	3064043	44699
9	-	2183081	2138387	44694
10	-	2302870	2258106	44764
11	-	2118289	2073561	44728
14	-	3436724	3391944	44780
15	+	1882463	1927280	44817
18	+	1594056	1638770	44714
21	+	2611299	2656047	44748
25	-	1687201	1642465	44736
27	-	1580270	1535382	44888
28	+	3296578	3341256	44678
30	-	1448709	1403981	44728
31	-	2183196	2138436	44760
37	-	2196190	2151470	44720
38	-	2183221	2138389	44832
39	+	880643	925309	44666
40	-	2220589	2175869	44720
42	-	998766	953864	44902
45	-	2248055	2203335	44720
46	-	2118216	2073488	44728
50	-	1206252	1161340	44912
52	-	1206313	1161409	44904
54	+	2026853	2071501	44648
55	+	2936947	2981843	44896
56	-	1206236	1161332	44904
58	-	2436139	2391473	44666
59	-	250064	205281	44783
60	+	2824461	2869257	44796
61	-	1983324	1938437	44887
62	-	1919386	1874601	44785
--------------------------------------------------------------------------------
Block #206
Seq_id	Strand	Start	End	Length
3	+	3212572	3272619	60047
6	-	2244835	2184824	60011
7	+	2957777	3017793	60016
9	-	2244626	2184632	59994
10	-	2364441	2304421	60020
11	-	2179834	2119840	59994
14	-	3498146	3438275	59871
15	+	1821025	1880912	59887
18	+	1532514	1592505	59991
21	+	2549705	2609748	60043
25	-	1748746	1688752	59994
27	-	1641735	1581821	59914
28	+	3234980	3295027	60047
30	-	1510254	1450260	59994
31	-	2244741	2184747	59994
37	-	2257735	2197741	59994
38	-	2244766	2184772	59994
39	+	819056	879092	60036
40	-	2282134	2222140	59994
42	-	1060178	1000311	59867
45	-	2309600	2249606	59994
46	-	2179761	2119767	59994
50	-	1267664	1207797	59867
52	-	1267725	1207858	59867
54	+	1965388	2025302	59914
55	+	2875536	2935402	59866
56	-	1267647	1207781	59866
58	-	2497727	2437690	60037
59	-	311637	251615	60022
60	+	2763039	2822910	59871
61	-	2044789	1984875	59914
62	-	1980955	1920937	60018
--------------------------------------------------------------------------------
Block #205
Seq_id	Strand	Start	End	Length
3	+	3177424	3206983	29559
7	+	2913858	2943544	29686
9	-	2279813	2250231	29582
10	-	2408213	2378632	29581
11	-	2215004	2185439	29565
14	-	3542072	3512363	29709
15	+	1777298	1806832	29534
18	+	1488726	1518297	29571
21	+	2514388	2544116	29728
25	-	1783927	1754352	29575
27	-	1685621	1655940	29681
28	+	3199831	3229392	29561
30	-	1545426	1515860	29566
31	-	2279922	2250347	29575
37	-	2292914	2263340	29574
38	-	2279947	2250372	29575
39	+	783793	813467	29674
40	-	2317306	2287740	29566
45	-	2344781	2315206	29575
46	-	2214941	2185367	29574
54	+	1921377	1951184	29807
58	-	2532972	2503316	29656
59	-	346791	317243	29548
61	-	2088675	2058994	29681
62	-	2016139	1986546	29593
--------------------------------------------------------------------------------
Block #204
Seq_id	Strand	Start	End	Length
3	+	3162307	3175754	13447
6	-	2281958	2268526	13432
7	+	2877392	2890839	13447
9	-	2316936	2303504	13432
10	-	2444101	2430654	13447
11	-	2252127	2238695	13432
14	-	27096	13664	13432
15	+	1739192	1752639	13447
18	+	1452250	1465697	13447
21	+	2477237	2490684	13447
25	-	1821050	1807618	13432
27	-	1722747	1709315	13432
28	+	3184698	3198145	13447
30	-	1582549	1569117	13432
31	-	2317045	2303613	13432
37	-	2330037	2316605	13432
38	-	2317070	2303638	13432
39	+	746657	760089	13432
40	-	2354429	2340997	13432
42	-	1098549	1085117	13432
45	-	2381904	2368472	13432
46	-	2252064	2238632	13432
50	-	1306036	1292604	13432
52	-	1306097	1292665	13432
54	-	2407218	2393786	13432
55	+	2837163	2850595	13432
56	-	1306019	1292587	13432
58	-	2570108	2556676	13432
59	-	383914	370482	13432
60	+	2724635	2738067	13432
61	-	2125801	2112369	13432
62	-	2053262	2039830	13432
--------------------------------------------------------------------------------
Block #203
Seq_id	Strand	Start	End	Length
3	+	3150046	3161081	11035
7	+	3133767	3144643	10876
14	+	3299851	3310718	10867
15	-	2019375	2008510	10865
18	+	1708515	1719391	10876
21	+	2464976	2476009	11033
28	+	3172564	3183471	10907
42	+	861772	872637	10865
50	+	1069246	1080111	10865
52	+	1069315	1080180	10865
54	-	2163333	2152719	10614
55	-	3073936	3063071	10865
56	+	1069238	1080103	10865
60	-	2961351	2950486	10865
--------------------------------------------------------------------------------
Block #202
Seq_id	Strand	Start	End	Length
3	+	3135335	3150045	14710
7	+	3119059	3133766	14707
10	+	2161930	2176621	14691
14	+	3285144	3299850	14706
15	-	2034088	2019377	14711
18	+	1693807	1708514	14707
21	+	2450264	2464975	14711
28	+	3157852	3172563	14711
42	+	847060	861771	14711
50	+	1054534	1069245	14711
52	+	1054603	1069314	14711
54	-	2178046	2163335	14711
55	-	3088649	3073938	14711
56	+	1054526	1069237	14711
60	-	2976059	2961353	14706
--------------------------------------------------------------------------------
Block #201
Seq_id	Strand	Start	End	Length
3	+	3081412	3134685	53273
7	+	3065254	3118409	53155
10	+	2108039	2161280	53241
14	+	3231203	3284494	53291
15	-	2088003	2034737	53266
18	+	1639981	1693157	53176
21	+	2396303	2449614	53311
28	+	3103838	3157202	53364
42	+	793140	846410	53270
50	+	1000614	1053884	53270
52	+	1000683	1053953	53270
54	-	2231932	2178695	53237
55	-	3142569	3089298	53271
56	+	1000606	1053876	53270
60	-	3030007	2976708	53299
--------------------------------------------------------------------------------
Block #200
Seq_id	Strand	Start	End	Length
3	+	3024784	3076283	51499
6	+	1901714	1953224	51510
7	-	51634	1	51633
9	+	1902839	1954349	51510
10	+	1832146	1883661	51515
11	+	1836747	1888257	51510
14	-	345673	294151	51522
15	-	2246294	2194730	51564
21	+	2237561	2289064	51503
25	+	1201537	1253047	51510
27	+	1297168	1348666	51498
28	+	3047208	3098707	51499
30	+	1167167	1218677	51510
31	+	1901603	1953113	51510
37	+	1914647	1966157	51510
38	+	1901556	1953066	51510
39	+	587953	639455	51502
40	+	1939027	1990537	51510
42	+	634846	686347	51501
45	+	1966511	2018021	51510
46	+	1836673	1888183	51510
50	+	842320	893821	51501
52	+	842389	893890	51501
54	-	2390166	2338668	51498
55	-	3300863	3249362	51501
56	+	842314	893815	51501
58	-	2728806	2677304	51502
59	+	3432040	3483550	51510
60	+	2406063	2457585	51522
61	+	1700223	1751721	51498
62	-	2211995	2160482	51513
--------------------------------------------------------------------------------
Block #199
Seq_id	Strand	Start	End	Length
3	+	3012053	3021605	9552
6	+	1888983	1898535	9552
7	+	52872	62455	9583
9	+	1890108	1899660	9552
10	+	1819415	1828983	9568
11	+	1824016	1833568	9552
14	-	358403	348836	9567
15	-	2259024	2249457	9567
18	-	2473141	2463558	9583
21	+	2224830	2234382	9552
25	+	1188806	1198358	9552
27	+	1284437	1293989	9552
28	+	3034476	3044044	9568
30	+	1154436	1163988	9552
31	+	1888872	1898424	9552
37	+	1901916	1911468	9552
38	+	1888825	1898377	9552
39	+	575222	584790	9568
40	+	1926296	1935848	9552
42	+	622115	631667	9552
45	+	1953780	1963332	9552
46	+	1823942	1833494	9552
50	+	829589	839141	9552
52	+	829658	839210	9552
54	+	1888572	1898140	9568
55	-	3313593	3304041	9552
56	+	829583	839135	9552
58	-	2741535	2731968	9567
59	+	3419309	3428861	9552
60	+	2393332	2402900	9568
61	+	1687492	1697044	9552
62	-	2224722	2215155	9567
--------------------------------------------------------------------------------
Block #198
Seq_id	Strand	Start	End	Length
3	+	2971733	3012052	40319
6	+	1848723	1888982	40259
7	-	103979	63680	40299
9	+	1849849	1890107	40258
10	+	1778950	1819414	40464
11	+	1783748	1824015	40267
14	-	398688	358405	40283
15	-	2299356	2259026	40330
18	-	2514739	2474377	40362
21	+	2184444	2224829	40385
25	+	1148546	1188805	40259
27	+	1244111	1284436	40325
28	+	2994091	3034475	40384
30	+	1114168	1154435	40267
31	+	1848612	1888871	40259
37	+	1861656	1901915	40259
38	+	1848565	1888824	40259
39	+	534930	575221	40291
40	+	1886028	1926295	40267
42	+	581704	622114	40410
45	+	1913520	1953779	40259
46	+	1783674	1823941	40267
50	+	789178	829588	40410
52	+	789247	829657	40410
54	+	1848246	1888571	40325
55	-	3354005	3313595	40410
56	+	789177	829582	40405
58	-	2781827	2741537	40290
59	+	3379049	3419308	40259
60	+	2353047	2393331	40284
61	+	1647166	1687491	40325
62	-	2265085	2224724	40361
--------------------------------------------------------------------------------
Block #197
Seq_id	Strand	Start	End	Length
3	+	2933801	2970491	36690
6	+	1810656	1847481	36825
7	-	142251	105190	37061
9	+	1811806	1848607	36801
10	+	1739633	1776499	36866
11	+	1745720	1782506	36786
14	-	436756	399930	36826
15	+	2804945	2841626	36681
18	-	2552746	2515950	36796
21	+	2146406	2183233	36827
25	+	1110653	1147304	36651
27	+	1206069	1242869	36800
28	+	2956073	2992868	36795
30	+	1076140	1112926	36786
31	+	1810578	1847370	36792
37	+	1823602	1860414	36812
38	+	1810531	1847323	36792
39	+	496969	533689	36720
40	+	1848014	1884786	36772
42	-	2954557	2917960	36597
45	+	1875411	1912278	36867
46	+	1745664	1782432	36768
50	-	3161873	3125276	36597
52	-	3162058	3125468	36590
54	+	1810091	1847034	36943
55	+	981232	1017829	36597
56	-	3161950	3125353	36597
58	-	2819789	2783068	36721
59	+	3340994	3377807	36813
60	+	2314959	2351805	36846
61	+	1609124	1645924	36800
62	-	2302979	2266311	36668
--------------------------------------------------------------------------------
Block #196
Seq_id	Strand	Start	End	Length
3	+	2908643	2931885	23242
6	+	1786679	1809980	23301
7	-	166259	142926	23333
9	+	1787838	1811130	23292
10	+	1715688	1738958	23270
11	+	1721743	1745044	23301
14	-	460682	437431	23251
15	+	2781022	2804269	23247
18	-	2576673	2553421	23252
21	+	2122523	2145730	23207
25	+	1086655	1109977	23322
27	+	1182003	1205393	23390
28	+	2930920	2954162	23242
30	+	1052163	1075464	23301
31	+	1786622	1809902	23280
37	+	1799618	1822926	23308
38	+	1786575	1809855	23280
39	+	473053	496293	23240
40	+	1824037	1847338	23301
42	-	2978504	2955232	23272
45	+	1851434	1874735	23301
46	+	1721687	1744988	23301
50	-	3185820	3162548	23272
52	-	3186005	3162733	23272
54	+	1786097	1809415	23318
55	+	957285	980556	23271
56	-	3185897	3162625	23272
58	-	2843705	2820464	23241
59	+	3317010	3340318	23308
60	+	2291027	2314283	23256
61	+	1585058	1608448	23390
62	-	2326903	2303654	23249
--------------------------------------------------------------------------------
Block #195
Seq_id	Strand	Start	End	Length
3	+	2876601	2905813	29212
6	+	1754363	1783849	29486
7	-	198564	169063	29501
9	+	1755497	1785008	29511
10	+	1683283	1712858	29575
11	+	1689375	1718913	29538
14	+	2817642	2847319	29677
15	+	1165424	1195127	29703
18	-	2608764	2579477	29287
21	+	2089894	2119693	29799
25	+	1054458	1083825	29367
27	+	1150823	1180276	29453
28	+	2898766	2928090	29324
30	+	1019791	1049333	29542
31	+	1754273	1783792	29519
37	+	1767338	1796788	29450
38	+	1754238	1783745	29507
39	+	440620	470223	29603
40	+	1791693	1821207	29514
42	-	1674101	1644378	29723
45	+	1819223	1848604	29381
46	+	1689322	1718857	29535
50	-	1881522	1851833	29689
