assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_015337825.1	PRJNA224116	SAMN16619717			na		632	632	Yersinia pestis	strain=M-1770		latest	Complete Genome	Major	Full	2020/11/10	ASM1533782v1	RARI	GCA_015337825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/337/825/GCF_015337825.1_ASM1533782v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_015337825.1/GCF_015337825.1_ASM1533782v1_genomic.fna.gz
GCF_015338045.1	PRJNA224116	SAMN16619720			na		632	632	Yersinia pestis	strain=M2085		latest	Complete Genome	Major	Full	2020/11/10	ASM1533804v1	RARI	GCA_015338045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/338/045/GCF_015338045.1_ASM1533804v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_015338045.1/GCF_015338045.1_ASM1533804v1_genomic.fna.gz
GCF_015338205.1	PRJNA224116	SAMN16619722			na		632	632	Yersinia pestis	strain=C-830		latest	Complete Genome	Major	Full	2020/11/10	ASM1533820v1	RARI	GCA_015338205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/338/205/GCF_015338205.1_ASM1533820v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_015338205.1/GCF_015338205.1_ASM1533820v1_genomic.fna.gz
GCF_000006645.1	PRJNA224116	SAMN02604093			na		187410	632	Yersinia pestis KIM10+	strain=KIM10+		latest	Complete Genome	Major	Full	2002/07/29	ASM664v1	Univ. Wisconsin	GCA_000006645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/645/GCF_000006645.1_ASM664v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000006645.1/GCF_000006645.1_ASM664v1_genomic.fna.gz
GCF_000009065.1	PRJNA224116	SAMEA1705942			na		214092	632	Yersinia pestis CO92			latest	Complete Genome	Major	Full	2003/05/06	ASM906v1	Sanger Institute	GCA_000009065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/065/GCF_000009065.1_ASM906v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000009065.1/GCF_000009065.1_ASM906v1_genomic.fna.gz
GCF_001293415.1	PRJNA224116	SAMN03160774			na		214092	632	Yersinia pestis CO92	strain=CO92		latest	Complete Genome	Major	Full	2015/02/09	ASM129341v1	Los Alamos National Laboratory	GCA_001293415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/415/GCF_001293415.1_ASM129341v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001293415.1/GCF_001293415.1_ASM129341v1_genomic.fna.gz
GCF_000007885.1	PRJNA224116	SAMN02602970			na		229193	632	Yersinia pestis biovar Microtus str. 91001	strain=91001		latest	Complete Genome	Major	Full	2004/03/15	ASM788v1	Academy of Military Medical Sciences, The Institute of Microbiology and Epidemiology, China	GCA_000007885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/885/GCF_000007885.1_ASM788v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000007885.1/GCF_000007885.1_ASM788v1_genomic.fna.gz
GCF_000018805.1	PRJNA224116	SAMN02604042			na		349746	632	Yersinia pestis Angola	strain=Angola		latest	Complete Genome	Major	Full	2007/12/12	ASM1880v1	TIGR	GCA_000018805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/805/GCF_000018805.1_ASM1880v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000018805.1/GCF_000018805.1_ASM1880v1_genomic.fna.gz
GCF_000834845.1	PRJNA224116	SAMN03177051			na		349746	632	Yersinia pestis Angola	strain=Angola		latest	Complete Genome	Major	Full	2015/02/09	ASM83484v1	Los Alamos National Laboratory	GCA_000834845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/845/GCF_000834845.1_ASM83484v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000834845.1/GCF_000834845.1_ASM83484v1_genomic.fna.gz
GCF_000013825.1	PRJNA224116	SAMN02598369			na		360102	632	Yersinia pestis Antiqua	strain=Antiqua		latest	Complete Genome	Major	Full	2006/06/09	ASM1382v1	DOE Joint Genome Institute	GCA_000013825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/825/GCF_000013825.1_ASM1382v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000013825.1/GCF_000013825.1_ASM1382v1_genomic.fna.gz
GCF_000834825.1	PRJNA224116	SAMN03174669			na		360102	632	Yersinia pestis Antiqua	strain=Antiqua		latest	Complete Genome	Major	Full	2015/02/09	ASM83482v1	Los Alamos National Laboratory	GCA_000834825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/825/GCF_000834825.1_ASM83482v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000834825.1/GCF_000834825.1_ASM83482v1_genomic.fna.gz
GCF_000013805.1	PRJNA224116	SAMN02598370			na		377628	632	Yersinia pestis Nepal516	strain=Nepal516		latest	Complete Genome	Major	Full	2006/06/09	ASM1380v1	DOE Joint Genome Institute	GCA_000013805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/805/GCF_000013805.1_ASM1380v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000013805.1/GCF_000013805.1_ASM1380v1_genomic.fna.gz
GCF_000016445.1	PRJNA224116	SAMN02598373			na		386656	632	Yersinia pestis Pestoides F	strain=Pestoides F		latest	Complete Genome	Major	Full	2007/04/13	ASM1644v1	US DOE Joint Genome Institute	GCA_000016445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/445/GCF_000016445.1_ASM1644v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000016445.1/GCF_000016445.1_ASM1644v1_genomic.fna.gz
GCF_000834315.1	PRJNA224116	SAMN03121016			na		386656	632	Yersinia pestis Pestoides F	strain=Pestoides F		latest	Complete Genome	Major	Full	2015/02/09	ASM83431v1	Los Alamos National Laboratory	GCA_000834315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/315/GCF_000834315.1_ASM83431v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000834315.1/GCF_000834315.1_ASM83431v1_genomic.fna.gz
GCF_000186725.1	PRJNA224116	SAMN02603222			na		547048	632	Yersinia pestis biovar Medievalis str. Harbin 35	strain=Harbin 35		latest	Complete Genome	Major	Full	2011/01/25	ASM18672v1	ERIC (Enteropathogen Resource Integration Center)	GCA_000186725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000186725.1/GCF_000186725.1_ASM18672v1_genomic.fna.gz
GCF_000022805.1	PRJNA224116	SAMN02603871			na		637382	632	Yersinia pestis D106004	strain=D106004		latest	Complete Genome	Major	Full	2009/11/04	ASM2280v1	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention	GCA_000022805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/805/GCF_000022805.1_ASM2280v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000022805.1/GCF_000022805.1_ASM2280v1_genomic.fna.gz
GCF_000022845.1	PRJNA224116	SAMN02603873			na		637386	632	Yersinia pestis Z176003	strain=Z176003		latest	Complete Genome	Major	Full	2010/04/08	ASM2284v1	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention	GCA_000022845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/845/GCF_000022845.1_ASM2284v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000022845.1/GCF_000022845.1_ASM2284v1_genomic.fna.gz
GCF_000834985.1	PRJNA224116	SAMN03202985			na		649716	632	Yersinia pestis Pestoides G	strain=Pestoides G		latest	Complete Genome	Major	Full	2015/02/09	ASM83498v1	Los Alamos National Laboratory	GCA_000834985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/985/GCF_000834985.1_ASM83498v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000834985.1/GCF_000834985.1_ASM83498v1_genomic.fna.gz
GCF_000834925.1	PRJNA224116	SAMN03218157			na		748678	632	Yersinia pestis str. Pestoides B	strain=Pestoides B		latest	Complete Genome	Major	Full	2015/02/09	ASM83492v1	Los Alamos National Laboratory	GCA_000834925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/925/GCF_000834925.1_ASM83492v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000834925.1/GCF_000834925.1_ASM83492v1_genomic.fna.gz
GCF_000222975.1	PRJNA224116	SAMN02603531			representative genome		1035377	632	Yersinia pestis A1122	strain=A1122		latest	Complete Genome	Major	Full	2011/08/05	ASM22297v1	Los Alamos National Lab	GCA_000222975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/975/GCF_000222975.1_ASM22297v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000222975.1/GCF_000222975.1_ASM22297v1_genomic.fna.gz
GCF_000834755.1	PRJNA224116	SAMN03074123			na		1035377	632	Yersinia pestis A1122	strain=A1122		latest	Complete Genome	Major	Full	2015/02/09	ASM83475v1	Los Alamos National Laboratory	GCA_000834755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/755/GCF_000834755.1_ASM83475v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_000834755.1/GCF_000834755.1_ASM83475v1_genomic.fna.gz
GCF_009295985.1	PRJNA224116	SAMN07176224			na		1234662	632	Yersinia pestis subsp. pestis bv. Medievalis	strain=SCPM-O-B-6530		latest	Complete Genome	Major	Full	2019/10/24	ASM929598v1	SRCAMB	GCA_009295985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/295/985/GCF_009295985.1_ASM929598v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_009295985.1/GCF_009295985.1_ASM929598v1_genomic.fna.gz
GCF_001188675.1	PRJNA224116	SAMN02769799			na		1345701	632	Yersinia pestis 790	strain=790		latest	Chromosome	Major	Full	2015/07/30	ASM118867v1	Los Alamos National Laboratory	GCA_001188675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/675/GCF_001188675.1_ASM118867v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001188675.1/GCF_001188675.1_ASM118867v1_genomic.fna.gz
GCF_001188815.1	PRJNA224116	SAMN03941711			na		1345702	632	Yersinia pestis 2944	strain=2944		latest	Complete Genome	Major	Full	2015/07/30	ASM118881v1	Los Alamos National Laboratory	GCA_001188815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/815/GCF_001188815.1_ASM118881v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001188815.1/GCF_001188815.1_ASM118881v1_genomic.fna.gz
GCF_001188695.1	PRJNA224116	SAMN03782999			na		1345703	632	Yersinia pestis 1412	strain=1412		latest	Complete Genome	Major	Full	2015/07/30	ASM118869v1	Los Alamos National Laboratory	GCA_001188695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/695/GCF_001188695.1_ASM118869v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001188695.1/GCF_001188695.1_ASM118869v1_genomic.fna.gz
GCF_001188935.1	PRJNA224116	SAMN03783058			na		1345704	632	Yersinia pestis 1413	strain=1413		latest	Complete Genome	Major	Full	2015/07/30	ASM118893v1	Los Alamos National Laboratory	GCA_001188935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/935/GCF_001188935.1_ASM118893v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001188935.1/GCF_001188935.1_ASM118893v1_genomic.fna.gz
GCF_001188715.1	PRJNA224116	SAMN03783057			na		1345705	632	Yersinia pestis 1522	strain=1522		latest	Complete Genome	Major	Full	2015/07/30	ASM118871v1	Los Alamos National Laboratory	GCA_001188715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/715/GCF_001188715.1_ASM118871v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001188715.1/GCF_001188715.1_ASM118871v1_genomic.fna.gz
GCF_001188795.1	PRJNA224116	SAMN03943655			na		1345706	632	Yersinia pestis 3067	strain=3067		latest	Complete Genome	Major	Full	2015/07/30	ASM118879v1	Los Alamos National Laboratory	GCA_001188795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/795/GCF_001188795.1_ASM118879v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001188795.1/GCF_001188795.1_ASM118879v1_genomic.fna.gz
GCF_001188775.1	PRJNA224116	SAMN03943654			na		1345707	632	Yersinia pestis 3770	strain=3770		latest	Complete Genome	Major	Full	2015/07/30	ASM118877v1	Los Alamos National Laboratory	GCA_001188775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/775/GCF_001188775.1_ASM118877v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001188775.1/GCF_001188775.1_ASM118877v1_genomic.fna.gz
GCF_001188755.1	PRJNA224116	SAMN03943569			na		1345708	632	Yersinia pestis 8787	strain=8787		latest	Complete Genome	Major	Full	2015/07/30	ASM118875v1	Los Alamos National Laboratory	GCA_001188755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/755/GCF_001188755.1_ASM118875v1	./Yersinia_pestis/1-prepare_module/refseq/bacteria/GCF_001188755.1/GCF_001188755.1_ASM118875v1_genomic.fna.gz
