to_annotate	gsize	nb_conts	L90
Yersinia_pestis/1-prepare_module/tmp_files/GCF_009295965.1_ASM929596v1_genomic.fna_prepare-split5N.fna	4807288	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000970105.1_ASM97010v1_genomic.fna_prepare-split5N.fna	4786503	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001693595.1_ASM169359v1_genomic.fna_prepare-split5N.fna	4778555	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834885.1_ASM83488v1_genomic.fna_prepare-split5N.fna	4700481	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000009065.1_ASM906v1_genomic.fna_prepare-split5N.fna	4829855	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834335.1_ASM83433v1_genomic.fna_prepare-split5N.fna	4835409	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000186725.1_ASM18672v1_genomic.fna_prepare-split5N.fna	4709501	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000013825.1_ASM1382v1_genomic.fna_prepare-split5N.fna	4879836	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834825.1_ASM83482v1_genomic.fna_prepare-split5N.fna	4884396	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000022845.1_ASM2284v1_genomic.fna_prepare-split5N.fna	4725788	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001188815.1_ASM118881v1_genomic.fna_prepare-split5N.fna	4672740	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_009295985.1_ASM929598v1_genomic.fna_prepare-split5N.fna	4783760	5	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_009363195.1_ASM936319v1_genomic.fna_prepare-split5N.fna	4848320	5	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015190655.1_ASM1519065v1_genomic.fna_prepare-split5N.fna	4852443	5	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_009295945.1_ASM929594v1_genomic.fna_prepare-split5N.fna	4759144	5	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_003798205.1_ASM379820v1_genomic.fna_prepare-split5N.fna	4929654	5	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000007885.1_ASM788v1_genomic.fna_prepare-split5N.fna	4803217	5	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834905.1_ASM83490v1_genomic.fna_prepare-split5N.fna	4829759	5	1
