assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_009763745.1,PRJNA224116,SAMN12648254,,,na,,663,663,Vibrio alginolyticus,strain=2439-01,,latest,Complete Genome,Major,Full,2019/12/18,ASM976374v1,CDC,GCA_009763745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/763/745/GCF_009763745.1_ASM976374v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_009763745.1/GCF_009763745.1_ASM976374v1_genomic.fna.gz,VIBR.0621.00213,Vibrio/1-prepare_module/tmp_files/GCF_009763745.1_ASM976374v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_009763745.1_ASM976374v1_genomic.fna_prepare-split125N.fna,5226922,3,2,GCF_009763745.1_ASM976374v1_genomic.fna_prepare-split125N.fna,ASM976374v1,2439-01,Vibrio alginolyticus 2439-01
GCF_009763845.1,PRJNA224116,SAMN12648253,,,na,,663,663,Vibrio alginolyticus,strain=2010V-1102,,latest,Complete Genome,Major,Full,2019/12/18,ASM976384v1,CDC,GCA_009763845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/763/845/GCF_009763845.1_ASM976384v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_009763845.1/GCF_009763845.1_ASM976384v1_genomic.fna.gz,VIBR.0621.00214,Vibrio/1-prepare_module/tmp_files/GCF_009763845.1_ASM976384v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_009763845.1_ASM976384v1_genomic.fna_prepare-split125N.fna,5344305,3,2,GCF_009763845.1_ASM976384v1_genomic.fna_prepare-split125N.fna,ASM976384v1,2010V-1102,Vibrio alginolyticus 2010V-1102
GCF_011801435.1,PRJNA224116,SAMN12434441,,,na,,663,663,Vibrio alginolyticus,strain=FA2,,latest,Complete Genome,Major,Full,2020/03/31,ASM1180143v1,Shanghai Jiao Tong University,GCA_011801435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/801/435/GCF_011801435.1_ASM1180143v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_011801435.1/GCF_011801435.1_ASM1180143v1_genomic.fna.gz,VIBR.0621.00028,Vibrio/1-prepare_module/tmp_files/GCF_011801435.1_ASM1180143v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_011801435.1_ASM1180143v1_genomic.fna_prepare-split125N.fna,5246686,2,2,GCF_011801435.1_ASM1180143v1_genomic.fna_prepare-split125N.fna,ASM1180143v1,FA2,Vibrio alginolyticus FA2
GCF_012274965.1,PRJNA224116,SAMN12648293,,,na,,663,663,Vibrio alginolyticus,strain=2015AW-0011,,latest,Chromosome,Major,Full,2020/04/13,ASM1227496v1,CDC,GCA_012274965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/274/965/GCF_012274965.1_ASM1227496v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_012274965.1/GCF_012274965.1_ASM1227496v1_genomic.fna.gz,VIBR.0621.00030,Vibrio/1-prepare_module/tmp_files/GCF_012274965.1_ASM1227496v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_012274965.1_ASM1227496v1_genomic.fna_prepare-split125N.fna,5258575,2,2,GCF_012274965.1_ASM1227496v1_genomic.fna_prepare-split125N.fna,ASM1227496v1,2015AW-0011,Vibrio alginolyticus 2015AW-0011
GCF_013368735.1,PRJNA224116,SAMN15206675,,,na,,663,663,Vibrio alginolyticus,strain=GS_MYPK1,,latest,Complete Genome,Major,Full,2020/06/23,ASM1336873v1,GeneSEQ Sdn Bhd,GCA_013368735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/368/735/GCF_013368735.1_ASM1336873v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_013368735.1/GCF_013368735.1_ASM1336873v1_genomic.fna.gz,VIBR.0621.00299,Vibrio/1-prepare_module/tmp_files/GCF_013368735.1_ASM1336873v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_013368735.1_ASM1336873v1_genomic.fna_prepare-split125N.fna,5623485,5,2,GCF_013368735.1_ASM1336873v1_genomic.fna_prepare-split125N.fna,ASM1336873v1,GS_MYPK1,Vibrio alginolyticus GS_MYPK1
GCF_014274185.1,PRJNA224116,SAMN15829766,,,na,,663,663,Vibrio alginolyticus,strain=Vb1833,,latest,Complete Genome,Major,Full,2020/08/24,ASM1427418v1,City University of Hong Kong,GCA_014274185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/274/185/GCF_014274185.1_ASM1427418v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_014274185.1/GCF_014274185.1_ASM1427418v1_genomic.fna.gz,VIBR.0621.00019,Vibrio/1-prepare_module/tmp_files/GCF_014274185.1_ASM1427418v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_014274185.1_ASM1427418v1_genomic.fna_prepare-split125N.fna,5263785,2,2,GCF_014274185.1_ASM1427418v1_genomic.fna_prepare-split125N.fna,ASM1427418v1,Vb1833,Vibrio alginolyticus Vb1833
GCF_017161465.1,PRJNA224116,SAMN18035572,,,na,,663,663,Vibrio alginolyticus,strain=E06333,,latest,Chromosome,Major,Full,2021/03/03,ASM1716146v1,Chinese Academy of Sciences,GCA_017161465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/161/465/GCF_017161465.1_ASM1716146v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_017161465.1/GCF_017161465.1_ASM1716146v1_genomic.fna.gz,VIBR.0621.00032,Vibrio/1-prepare_module/tmp_files/GCF_017161465.1_ASM1716146v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_017161465.1_ASM1716146v1_genomic.fna_prepare-split125N.fna,5114391,2,2,GCF_017161465.1_ASM1716146v1_genomic.fna_prepare-split125N.fna,ASM1716146v1,E06333,Vibrio alginolyticus E06333
GCF_000765415.1,PRJNA224116,SAMN02741837,,,na,,666,666,Vibrio cholerae,strain=2012EL-2176,,latest,Complete Genome,Major,Full,2014/10/10,ASM76541v1,Centers for Disease Control and Prevention,GCA_000765415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/415/GCF_000765415.1_ASM76541v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_000765415.1/GCF_000765415.1_ASM76541v1_genomic.fna.gz,VIBR.0621.00215,Vibrio/1-prepare_module/tmp_files/GCF_000765415.1_ASM76541v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_000765415.1_ASM76541v1_genomic.fna_prepare-split125N.fna,4258023,3,2,GCF_000765415.1_ASM76541v1_genomic.fna_prepare-split125N.fna,ASM76541v1,2012EL-2176,Vibrio cholerae 2012EL-2176
GCF_000788715.2,PRJNA224116,SAMN03104885,,,na,,666,666,Vibrio cholerae,strain=2012Env-9,,latest,Complete Genome,Major,Full,2016/10/26,ASM78871v2,University of Florida,GCA_000788715.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/715/GCF_000788715.2_ASM78871v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_000788715.2/GCF_000788715.2_ASM78871v2_genomic.fna.gz,VIBR.0621.00035,Vibrio/1-prepare_module/tmp_files/GCF_000788715.2_ASM78871v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_000788715.2_ASM78871v2_genomic.fna_prepare-split125N.fna,4061813,2,2,GCF_000788715.2_ASM78871v2_genomic.fna_prepare-split125N.fna,ASM78871v2,2012Env-9,Vibrio cholerae 2012Env-9
GCF_000969235.1,PRJNA224116,SAMN03248305,,,na,,666,666,Vibrio cholerae,strain=1154-74,,latest,Complete Genome,Major,Full,2015/04/06,ASM96923v1,Los Alamos National Laboratory,GCA_000969235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/235/GCF_000969235.1_ASM96923v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_000969235.1/GCF_000969235.1_ASM96923v1_genomic.fna.gz,VIBR.0621.00002,Vibrio/1-prepare_module/tmp_files/GCF_000969235.1_ASM96923v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_000969235.1_ASM96923v1_genomic.fna_prepare-split125N.fna,3928357,1,1,GCF_000969235.1_ASM96923v1_genomic.fna_prepare-split125N.fna,ASM96923v1,1154-74,Vibrio cholerae 1154-74
GCF_000969265.1,PRJNA224116,SAMN03248306,,,na,,666,666,Vibrio cholerae,strain=10432-62,,latest,Complete Genome,Major,Full,2015/04/06,ASM96926v1,Los Alamos National Laboratory,GCA_000969265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/265/GCF_000969265.1_ASM96926v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_000969265.1/GCF_000969265.1_ASM96926v1_genomic.fna.gz,VIBR.0621.00003,Vibrio/1-prepare_module/tmp_files/GCF_000969265.1_ASM96926v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_000969265.1_ASM96926v1_genomic.fna_prepare-split125N.fna,4077462,1,1,GCF_000969265.1_ASM96926v1_genomic.fna_prepare-split125N.fna,ASM96926v1,10432-62,Vibrio cholerae 10432-62
GCF_001887415.1,PRJNA224116,SAMN04256440,,,na,,666,666,Vibrio cholerae,strain=E1320,,latest,Complete Genome,Major,Full,2016/11/30,ASM188741v1,Nankai University,GCA_001887415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/415/GCF_001887415.1_ASM188741v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001887415.1/GCF_001887415.1_ASM188741v1_genomic.fna.gz,VIBR.0621.00041,Vibrio/1-prepare_module/tmp_files/GCF_001887415.1_ASM188741v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001887415.1_ASM188741v1_genomic.fna_prepare-split125N.fna,4110440,2,2,GCF_001887415.1_ASM188741v1_genomic.fna_prepare-split125N.fna,ASM188741v1,E1320,Vibrio cholerae E1320
GCF_001887435.1,PRJNA224116,SAMN04256434,,,na,,666,666,Vibrio cholerae,strain=CRC711,,latest,Complete Genome,Major,Full,2016/11/30,ASM188743v1,Nankai University,GCA_001887435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/435/GCF_001887435.1_ASM188743v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001887435.1/GCF_001887435.1_ASM188743v1_genomic.fna.gz,VIBR.0621.00043,Vibrio/1-prepare_module/tmp_files/GCF_001887435.1_ASM188743v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001887435.1_ASM188743v1_genomic.fna_prepare-split125N.fna,4057520,2,2,GCF_001887435.1_ASM188743v1_genomic.fna_prepare-split125N.fna,ASM188743v1,CRC711,Vibrio cholerae CRC711
GCF_001887455.1,PRJNA224116,SAMN04256433,,,na,,666,666,Vibrio cholerae,strain=CRC1106,,latest,Complete Genome,Major,Full,2016/11/30,ASM188745v1,Nankai University,GCA_001887455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/455/GCF_001887455.1_ASM188745v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001887455.1/GCF_001887455.1_ASM188745v1_genomic.fna.gz,VIBR.0621.00007,Vibrio/1-prepare_module/tmp_files/GCF_001887455.1_ASM188745v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001887455.1_ASM188745v1_genomic.fna_prepare-split125N.fna,4099119,2,2,GCF_001887455.1_ASM188745v1_genomic.fna_prepare-split125N.fna,ASM188745v1,CRC1106,Vibrio cholerae CRC1106
GCF_001887495.1,PRJNA224116,SAMN04256439,,,na,,666,666,Vibrio cholerae,strain=E1162,,latest,Complete Genome,Major,Full,2016/11/30,ASM188749v1,Nankai University,GCA_001887495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/495/GCF_001887495.1_ASM188749v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001887495.1/GCF_001887495.1_ASM188749v1_genomic.fna.gz,VIBR.0621.00045,Vibrio/1-prepare_module/tmp_files/GCF_001887495.1_ASM188749v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001887495.1_ASM188749v1_genomic.fna_prepare-split125N.fna,4110872,2,2,GCF_001887495.1_ASM188749v1_genomic.fna_prepare-split125N.fna,ASM188749v1,E1162,Vibrio cholerae E1162
GCF_001887515.1,PRJNA224116,SAMN04256437,,,na,,666,666,Vibrio cholerae,strain=NCTC5395,,latest,Complete Genome,Major,Full,2016/11/30,ASM188751v1,Nankai University,GCA_001887515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/515/GCF_001887515.1_ASM188751v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001887515.1/GCF_001887515.1_ASM188751v1_genomic.fna.gz,VIBR.0621.00046,Vibrio/1-prepare_module/tmp_files/GCF_001887515.1_ASM188751v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001887515.1_ASM188751v1_genomic.fna_prepare-split125N.fna,4170245,2,2,GCF_001887515.1_ASM188751v1_genomic.fna_prepare-split125N.fna,ASM188751v1,NCTC5395,Vibrio cholerae NCTC5395
GCF_001887615.1,PRJNA224116,SAMN04256438,,,na,,666,666,Vibrio cholerae,strain=NCTC9420,,latest,Complete Genome,Major,Full,2016/11/30,ASM188761v1,Nankai University,GCA_001887615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/615/GCF_001887615.1_ASM188761v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001887615.1/GCF_001887615.1_ASM188761v1_genomic.fna.gz,VIBR.0621.00008,Vibrio/1-prepare_module/tmp_files/GCF_001887615.1_ASM188761v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001887615.1_ASM188761v1_genomic.fna_prepare-split125N.fna,4076583,2,2,GCF_001887615.1_ASM188761v1_genomic.fna_prepare-split125N.fna,ASM188761v1,NCTC9420,Vibrio cholerae NCTC9420
GCF_001887635.1,PRJNA224116,SAMN04256435,,,na,,666,666,Vibrio cholerae,strain=M2140,,latest,Complete Genome,Major,Full,2016/11/30,ASM188763v1,Nankai University,GCA_001887635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/635/GCF_001887635.1_ASM188763v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001887635.1/GCF_001887635.1_ASM188763v1_genomic.fna.gz,VIBR.0621.00005,Vibrio/1-prepare_module/tmp_files/GCF_001887635.1_ASM188763v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001887635.1_ASM188763v1_genomic.fna_prepare-split125N.fna,4014863,2,2,GCF_001887635.1_ASM188763v1_genomic.fna_prepare-split125N.fna,ASM188763v1,M2140,Vibrio cholerae M2140
GCF_001887655.1,PRJNA224116,SAMN04256431,,,na,,666,666,Vibrio cholerae,strain=E9120,,latest,Complete Genome,Major,Full,2016/11/30,ASM188765v1,Nankai University,GCA_001887655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/655/GCF_001887655.1_ASM188765v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001887655.1/GCF_001887655.1_ASM188765v1_genomic.fna.gz,VIBR.0621.00010,Vibrio/1-prepare_module/tmp_files/GCF_001887655.1_ASM188765v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001887655.1_ASM188765v1_genomic.fna_prepare-split125N.fna,4066727,2,2,GCF_001887655.1_ASM188765v1_genomic.fna_prepare-split125N.fna,ASM188765v1,E9120,Vibrio cholerae E9120
GCF_002073335.2,PRJNA224116,SAMN04875560,,,na,,666,666,Vibrio cholerae,strain=FDAARGOS_223,,latest,Complete Genome,Major,Full,2018/03/01,ASM207333v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_002073335.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/335/GCF_002073335.2_ASM207333v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_002073335.2/GCF_002073335.2_ASM207333v2_genomic.fna.gz,VIBR.0621.00011,Vibrio/1-prepare_module/tmp_files/GCF_002073335.2_ASM207333v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_002073335.2_ASM207333v2_genomic.fna_prepare-split125N.fna,4042269,2,2,GCF_002073335.2_ASM207333v2_genomic.fna_prepare-split125N.fna,ASM207333v2,FDAARGOS_223,Vibrio cholerae FDAARGOS_223
GCF_002313005.1,PRJNA224116,SAMN04045282,,,na,,666,666,Vibrio cholerae,strain=ICDC-VC661,,latest,Complete Genome,Major,Full,2017/09/19,ASM231300v1,"National Institute for Communicable Disease Control and Prevention, China CDC",GCA_002313005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/005/GCF_002313005.1_ASM231300v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_002313005.1/GCF_002313005.1_ASM231300v1_genomic.fna.gz,VIBR.0621.00209,Vibrio/1-prepare_module/tmp_files/GCF_002313005.1_ASM231300v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_002313005.1_ASM231300v1_genomic.fna_prepare-split125N.fna,4264715,3,2,GCF_002313005.1_ASM231300v1_genomic.fna_prepare-split125N.fna,ASM231300v1,ICDC-VC661,Vibrio cholerae ICDC-VC661
