orf_name,sim_pp1,family,orf_L,orf_R,orf_bp,aas,ori
Gen_a5228db3_70_02264,100% ISSfl10_aa1,IS3 ssgr IS3,2245996,2245694,303,100,-
Gen_a5228db3_70_02268,99.66% IS2_aa2,IS3 ssgr IS2,2249168,2248263,906,301,-
Gen_a5228db3_70_02269,100% ISEc27_aa1,IS3 ssgr IS2,2249491,2249126,366,121,-
Gen_a5228db3_70_02275,81.94% ISPa38_aa1,Tn3,2254998,2255438,441,146,+
Gen_a5228db3_70_02319,98.99% ISSfl4_aa1,IS110,2302584,2303780,1197,398,+
Gen_a5228db3_70_02338,98.89% ISSd1_aa2,IS3 ssgr IS3,2323971,2323153,819,272,-
Gen_a5228db3_70_02339,100% ISSfl10_aa1,IS3 ssgr IS3,2324309,2324007,303,100,-
Gen_a5228db3_70_02390,96.66% ISEc30_aa1,IS1,2379313,2379585,273,90,+
Gen_a5228db3_70_02391,98.47% ISEc30_aa2,IS1,2379612,2380007,396,131,+
Gen_a5228db3_70_02475,92.30% IS4_aa1,IS4 ssgr IS4,2461368,2461973,606,201,+
Gen_a5228db3_70_02476,99% IS911_aa1,IS3 ssgr IS3,2461954,2462256,303,100,+
Gen_a5228db3_70_02477,99.52% IS911_aa2,IS3 ssgr IS3,2462469,2463122,654,217,+
Gen_a5228db3_70_02488,98.80% IS1X2_aa2,IS1,2474495,2474998,504,167,+
Gen_a5228db3_70_02524,67.18% ISVsa17_aa1,ISNCY ssgr ISPlu15,2507445,2508335,891,296,+
Gen_a5228db3_70_02557,98.80% IS1X2_aa2,IS1,2543211,2542708,504,167,-
Gen_a5228db3_70_02581,68.15% ISPlu15_aa1,ISNCY ssgr ISPlu15,2565438,2564488,951,316,-
Gen_a5228db3_70_02592,99.66% IS2_aa2,IS3 ssgr IS2,2579253,2578348,906,301,-
Gen_a5228db3_70_02593,100% ISEc27_aa1,IS3 ssgr IS2,2579621,2579211,411,136,-
Gen_a5228db3_70_02602,99% IS911_aa1,IS3 ssgr IS3,2591669,2591971,303,100,+
Gen_a5228db3_70_02603,99.52% IS911_aa2,IS3 ssgr IS3,2592184,2592837,654,217,+
Gen_a5228db3_70_02659,98.80% IS1X2_aa2,IS1,2651135,2651638,504,167,+
Gen_a5228db3_70_02709,99.02% IS629_aa2,IS3 ssgr IS51,2701856,2701236,621,206,-
Gen_a5228db3_70_02710,94.44% IS1203_aa1,IS3 ssgr IS51,2702445,2702119,327,108,-
Gen_a5228db3_70_02712,98.20% IS1X2_aa2,IS1,2703647,2703144,504,167,-
Gen_a5228db3_70_02721,98.55% IS4_aa1,IS4 ssgr IS4,2711586,2710753,834,277,-
Gen_a5228db3_70_02722,78.57% IS4_aa1,IS4 ssgr IS4,2712080,2711700,381,126,-
Gen_a5228db3_70_02726,99.40% IS1X2_aa2,IS1,2715317,2715820,504,167,+
Gen_a5228db3_70_02728,99.40% IS1X2_aa2,IS1,2716787,2717290,504,167,+
Gen_a5228db3_70_02739,98.80% IS1X2_aa2,IS1,2732149,2731646,504,167,-
Gen_a5228db3_70_02742,98.89% IS600_aa3,IS3 ssgr IS3,2733819,2733001,819,272,-
Gen_a5228db3_70_02743,100% ISSfl10_aa1,IS3 ssgr IS3,2734157,2733855,303,100,-
Gen_a5228db3_70_02748,99.40% IS1X2_aa2,IS1,2738661,2739164,504,167,+
Gen_a5228db3_70_02770,98.80% IS1X2_aa2,IS1,2757507,2758010,504,167,+
Gen_a5228db3_70_02796,98.80% IS1X2_aa2,IS1,2788848,2788345,504,167,-
Gen_a5228db3_70_02836,98.80% IS1X2_aa2,IS1,2828131,2828634,504,167,+
Gen_a5228db3_70_02845,100% ISSfl3_aa1,IS66,2836462,2837136,675,224,+
Gen_a5228db3_70_02846,98.59% ISSfl3_aa2,IS66,2837133,2837483,351,116,+
Gen_a5228db3_70_02847,94.46% ISSfl3_aa3,IS66,2837480,2838433,954,317,+
Gen_a5228db3_70_02848,100% ISEc27_aa1,IS3 ssgr IS2,2838475,2838840,366,121,+
Gen_a5228db3_70_02849,100% IS2_aa2,IS3 ssgr IS2,2838798,2839703,906,301,+
Gen_a5228db3_70_02850,100% ISSfl10_aa1,IS3 ssgr IS3,2840068,2840370,303,100,+
Gen_a5228db3_70_02851,98.52% IS600_aa3,IS3 ssgr IS3,2840406,2841224,819,272,+
Gen_a5228db3_70_02852,100% ISSfl3_aa3,IS66,2841307,2841684,378,125,+
Gen_a5228db3_70_02854,98.27% IS911_aa2,IS3 ssgr IS3,2842493,2842119,375,124,-
Gen_a5228db3_70_02855,99.24% ISSfl3_aa3,IS66,2844140,2842539,1602,533,-
Gen_a5228db3_70_02856,94.44% IS1203_aa1,IS3 ssgr IS51,2844372,2844698,327,108,+
Gen_a5228db3_70_02857,99.02% IS629_aa2,IS3 ssgr IS51,2844961,2845581,621,206,+
Gen_a5228db3_70_02858,100% ISSfl3_aa2,IS66,2845796,2845584,213,70,-
Gen_a5228db3_70_02859,100% ISSfl3_aa1,IS66,2846467,2845793,675,224,-
Gen_a5228db3_70_02863,99.51% IS629_aa2,IS3 ssgr IS51,2848818,2848198,621,206,-
Gen_a5228db3_70_02864,94.44% IS1203_aa1,IS3 ssgr IS51,2849407,2849081,327,108,-
Gen_a5228db3_70_02865,100% ISSfl10_aa1,IS3 ssgr IS3,2849650,2849952,303,100,+
Gen_a5228db3_70_02866,98.89% IS600_aa3,IS3 ssgr IS3,2849988,2850806,819,272,+
Gen_a5228db3_70_02882,98.89% IS600_aa3,IS3 ssgr IS3,2862643,2861825,819,272,-
Gen_a5228db3_70_02883,98% ISSfl10_aa1,IS3 ssgr IS3,2862981,2862679,303,100,-
Gen_a5228db3_70_02884,99% IS911_aa1,IS3 ssgr IS3,2863067,2863369,303,100,+
Gen_a5228db3_70_02885,100% IS911_aa2,IS3 ssgr IS3,2863582,2863821,240,79,+
Gen_a5228db3_70_02887,99.13% IS911_aa2,IS3 ssgr IS3,2866131,2866505,375,124,+
Gen_a5228db3_70_02905,100% ISSfl3_aa1,IS66,2875327,2876001,675,224,+
Gen_a5228db3_70_02906,98.59% ISSfl3_aa2,IS66,2875998,2876348,351,116,+
Gen_a5228db3_70_02907,100% ISSfl3_aa3,IS66,2876345,2876869,525,174,+
Gen_a5228db3_70_02909,99.40% IS1X2_aa2,IS1,2877092,2877595,504,167,+
Gen_a5228db3_70_02910,100% ISSfl3_aa3,IS66,2877761,2877943,183,60,+
Gen_a5228db3_70_02911,100% ISSfl10_aa1,IS3 ssgr IS3,2878000,2878302,303,100,+
Gen_a5228db3_70_02912,98.89% IS600_aa3,IS3 ssgr IS3,2878338,2879156,819,272,+
Gen_a5228db3_70_02920,99.40% IS1X2_aa2,IS1,2885075,2884572,504,167,-
Gen_a5228db3_70_02921,97.92% IS600_aa3,IS3 ssgr IS3,2885189,2886184,996,331,+
Gen_a5228db3_70_02935,98.80% IS1X2_aa2,IS1,2897655,2897152,504,167,-
Gen_a5228db3_70_02936,100% ISEc27_aa1,IS3 ssgr IS2,2898750,2899115,366,121,+
Gen_a5228db3_70_02937,99.00% IS2_aa2,IS3 ssgr IS2,2899073,2899978,906,301,+
Gen_a5228db3_70_02939,95.65% ISEhe3_aa1,IS3 ssgr IS51,2900817,2901095,279,92,+
Gen_a5228db3_70_02940,98.14% ISEhe3_aa2,IS3 ssgr IS51,2901152,2901964,813,270,+
Gen_a5228db3_70_02974,93.93% IS609_aa1,IS200/IS605,2927102,2926878,225,74,-
Gen_a5228db3_70_02975,97.01% IS609_aa2,IS200/IS605,2927572,2928378,807,268,+
Gen_a5228db3_70_03014,98.80% IS1X2_aa2,IS1,2958123,2957620,504,167,-
Gen_a5228db3_70_03028,99.26% ISSd1_aa2,IS3 ssgr IS3,2971353,2970535,819,272,-
Gen_a5228db3_70_03030,99% IS911_aa1,IS3 ssgr IS3,2972279,2972581,303,100,+
Gen_a5228db3_70_03031,99.52% IS911_aa2,IS3 ssgr IS3,2972794,2973447,654,217,+
Gen_a5228db3_70_03037,92.59% IS1203_aa1,IS3 ssgr IS51,2977683,2978009,327,108,+
Gen_a5228db3_70_03038,100% IS629_aa2,IS3 ssgr IS51,2978009,2978362,354,117,+
Gen_a5228db3_70_03040,100% IS629_aa2,IS3 ssgr IS51,2980714,2981148,435,144,+
Gen_a5228db3_70_03052,99% IS911_aa1,IS3 ssgr IS3,2992195,2992497,303,100,+
Gen_a5228db3_70_03053,99.52% IS911_aa2,IS3 ssgr IS3,2992710,2993363,654,217,+
Gen_a5228db3_70_03062,99.26% IS600_aa3,IS3 ssgr IS3,2997562,2996744,819,272,-
Gen_a5228db3_70_03070,98.99% ISSfl4_aa1,IS110,3001531,3000335,1197,398,-
Gen_a5228db3_70_03123,98.64% IS4_aa1,IS4 ssgr IS4,3052884,3054212,1329,442,+
Gen_a5228db3_70_03161,100% ISSfl10_aa1,IS3 ssgr IS3,3094840,3095142,303,100,+
Gen_a5228db3_70_03162,99.26% IS600_aa3,IS3 ssgr IS3,3095178,3095996,819,272,+
Gen_a5228db3_70_03200,100% IS2_aa2,IS3 ssgr IS2,3132718,3131813,906,301,-
Gen_a5228db3_70_03201,100% ISEc27_aa1,IS3 ssgr IS2,3133041,3132676,366,121,-
Gen_a5228db3_70_03203,100% IS1X2_aa3,IS1,3134438,3134229,210,69,-
Gen_a5228db3_70_03204,100% IS1X1_aa2,IS1,3134698,3134471,228,75,-
