orf_name,sim_pp1,family,orf_L,orf_R,orf_bp,aas,ori
Gen_e42edad5_23_00739,99.07% IS629_aa1,IS3 ssgr IS51,799415,799741,327,108,+
Gen_e42edad5_23_00740,100% IS629_aa2,IS3 ssgr IS51,799741,800628,888,295,+
Gen_e42edad5_23_00812,100% IS4_aa1,IS4 ssgr IS4,866778,868106,1329,442,+
Gen_e42edad5_23_01023,100% ISEc27_aa1,IS3 ssgr IS2,1095728,1096093,366,121,+
Gen_e42edad5_23_01024,99.33% IS2_aa2,IS3 ssgr IS2,1096051,1096956,906,301,+
Gen_e42edad5_23_01091,100% ISEc27_aa1,IS3 ssgr IS2,1160255,1160620,366,121,+
Gen_e42edad5_23_01092,99.33% IS2_aa2,IS3 ssgr IS2,1160578,1161483,906,301,+
Gen_e42edad5_23_01095,100% IS3_aa3,IS3 ssgr IS3,1166077,1165211,867,288,-
Gen_e42edad5_23_01096,100% ISEc17_aa1,IS3 ssgr IS3,1166373,1166074,300,99,-
Gen_e42edad5_23_01286,94.65% ISCro3_aa1,IS4,1351103,1350513,591,196,-
Gen_e42edad5_23_01287,98.33% ISCro3_aa1,IS4,1351409,1351224,186,61,-
Gen_e42edad5_23_01478,99.07% IS629_aa1,IS3 ssgr IS51,1531080,1531406,327,108,+
Gen_e42edad5_23_01479,100% IS629_aa2,IS3 ssgr IS51,1531406,1532293,888,295,+
Gen_e42edad5_23_01522,98.94% IS609_aa1,IS200/IS605,1583921,1583634,288,95,-
Gen_e42edad5_23_01523,97.38% IS609_aa2,IS200/IS605,1583989,1585137,1149,382,+
Gen_e42edad5_23_01536,100% ISEc27_aa1,IS3 ssgr IS2,1597462,1597827,366,121,+
Gen_e42edad5_23_01537,99.33% IS2_aa2,IS3 ssgr IS2,1597785,1598690,906,301,+
Gen_e42edad5_23_01552,98.38% ISEc26_aa1,ISAs1,1616626,1617372,747,248,+
Gen_e42edad5_23_01553,100% ISEc5_aa1,ISAs1,1617856,1618992,1137,378,+
Gen_e42edad5_23_01598,99.66% IS629_aa2,IS3 ssgr IS51,1674855,1673968,888,295,-
Gen_e42edad5_23_01599,99.07% IS3411_aa1,IS3 ssgr IS51,1675181,1674855,327,108,-
Gen_e42edad5_23_01602,100% IS1A_aa1,IS1,1677586,1677861,276,91,+
Gen_e42edad5_23_01603,100% IS1R_aa3,IS1,1677906,1678283,378,125,+
Gen_e42edad5_23_01624,99.07% IS629_aa1,IS3 ssgr IS51,1692363,1692689,327,108,+
Gen_e42edad5_23_01625,100% IS629_aa2,IS3 ssgr IS51,1692689,1693576,888,295,+
Gen_e42edad5_23_01685,100% ISEc27_aa1,IS3 ssgr IS2,1757641,1758006,366,121,+
Gen_e42edad5_23_01686,99.33% IS2_aa2,IS3 ssgr IS2,1757964,1758869,906,301,+
Gen_e42edad5_23_01753,100% IS629_aa2,IS3 ssgr IS51,1828549,1827662,888,295,-
Gen_e42edad5_23_01754,99.07% IS3411_aa1,IS3 ssgr IS51,1828875,1828549,327,108,-
Gen_e42edad5_23_02013,97.40% IS609_aa2,IS200/IS605,2086116,2085847,270,89,-
Gen_e42edad5_23_02014,93.54% IS609_aa1,IS200/IS605,2086175,2086723,549,182,+
Gen_e42edad5_23_02048,100% ISEc27_aa1,IS3 ssgr IS2,2111244,2111609,366,121,+
Gen_e42edad5_23_02049,99.33% IS2_aa2,IS3 ssgr IS2,2111567,2112472,906,301,+
Gen_e42edad5_23_02051,98.87% ISSfl10_aa1,IS3 ssgr IS3,2112882,2113232,351,116,+
Gen_e42edad5_23_02052,100% IS30D_aa1,IS30,2113418,2113152,267,88,-
Gen_e42edad5_23_02053,100% IS629_aa2,IS3 ssgr IS51,2114411,2113524,888,295,-
Gen_e42edad5_23_02054,99.07% IS629_aa1,IS3 ssgr IS51,2114737,2114411,327,108,-
Gen_e42edad5_23_02055,100% IS30D_aa1,IS30,2115438,2114743,696,231,-
Gen_e42edad5_23_02056,99.63% ISSd1_aa2,IS3 ssgr IS3,2115578,2116396,819,272,+
Gen_e42edad5_23_02096,100% IS5D_aa1,IS5 ssgr IS5,2173991,2173011,981,326,-
Gen_e42edad5_23_02410,75.59% ISVsa17_aa1,ISNCY ssgr ISPlu15,2512329,2513096,768,255,+
Gen_e42edad5_23_02475,67.81% ISVsa17_aa1,ISNCY ssgr ISPlu15,2578963,2578073,891,296,-
Gen_e42edad5_23_02547,100% IS4_aa1,IS4 ssgr IS4,2660826,2659498,1329,442,-
Gen_e42edad5_23_02572,100% IS4_aa1,IS4 ssgr IS4,2683016,2681688,1329,442,-
Gen_e42edad5_23_02800,99.77% IS4_aa1,IS4 ssgr IS4,2917806,2919134,1329,442,+
Gen_e42edad5_23_03011,100% IS4_aa1,IS4 ssgr IS4,3131578,3132906,1329,442,+
Gen_e42edad5_23_03039,100% ISEc27_aa1,IS3 ssgr IS2,3158178,3158543,366,121,+
Gen_e42edad5_23_03040,99.33% IS2_aa2,IS3 ssgr IS2,3158501,3159406,906,301,+
Gen_e42edad5_23_03055,99.73% IS421_aa1,IS4 ssgr IS231,3167486,3168598,1113,370,+
Gen_e42edad5_23_03088,53.84% ISMno24_aa2,IS91,3210710,3209814,897,298,-
Gen_e42edad5_23_03163,100% IS1A_aa1,IS1,3283131,3283406,276,91,+
Gen_e42edad5_23_03164,100% IS1R_aa3,IS1,3283451,3283828,378,125,+
Gen_e42edad5_23_03179,98.66% ISSso4_aa1,IS21,3300402,3297748,2655,884,-
Gen_e42edad5_23_03180,61.15% ISLpn6_aa1,IS4 ssgr IS50,3301371,3300613,759,252,-
Gen_e42edad5_23_03189,99.07% IS3411_aa1,IS3 ssgr IS51,3310443,3310769,327,108,+
Gen_e42edad5_23_03190,99.66% IS629_aa2,IS3 ssgr IS51,3310769,3311656,888,295,+
Gen_e42edad5_23_03206,99.07% IS3411_aa1,IS3 ssgr IS51,3326727,3327053,327,108,+
Gen_e42edad5_23_03207,100% IS629_aa2,IS3 ssgr IS51,3327053,3327940,888,295,+
Gen_e42edad5_23_03215,99.59% ISEc10_aa1,IS21,3337272,3338771,1500,499,+
Gen_e42edad5_23_03216,99.60% ISEc10_aa2,IS21,3338768,3339523,756,251,+
Gen_e42edad5_23_03227,100% IS1A_aa1,IS1,3346494,3346769,276,91,+
Gen_e42edad5_23_03228,100% IS1S_aa3,IS1,3346833,3347099,267,88,+
Gen_e42edad5_23_03229,0% newcandidate,New_Family,3348066,3347566,501,167,-
Gen_e42edad5_23_03230,68.65% ISNieu2_aa1,IS3 ssgr IS3,3349383,3349132,252,83,-
Gen_e42edad5_23_03231,100% IS1S_aa3,IS1,3350090,3349824,267,88,-
Gen_e42edad5_23_03232,100% IS1A_aa1,IS1,3350429,3350154,276,91,-
Gen_e42edad5_23_03235,98.12% IS629_aa3,IS3 ssgr IS51,3353750,3352950,801,266,-
Gen_e42edad5_23_03236,97.22% IS1203_aa1,IS3 ssgr IS51,3354076,3353750,327,108,-
Gen_e42edad5_23_03237,95.16% ISEc53_aa2,ISL3,3355562,3354816,747,248,-
Gen_e42edad5_23_03239,45.78% TnAs1_aa2,Tn3,3356416,3356976,561,186,+
Gen_e42edad5_23_03240,58.16% ISMpo10_aa2,Tn3,3357016,3357444,429,142,+
Gen_e42edad5_23_03241,100% ISEc27_aa1,IS3 ssgr IS2,3358153,3358518,366,121,+
Gen_e42edad5_23_03242,97.34% IS2_aa2,IS3 ssgr IS2,3358476,3359381,906,301,+
Gen_e42edad5_23_03249,86.36% ISEc45_aa1,IS110 ssgr IS1111,3365362,3365063,300,99,-
Gen_e42edad5_23_03252,75.29% ISBmu11_aa1,IS3 ssgr IS150,3368424,3367390,1035,344,-
Gen_e42edad5_23_03253,63.87% ISBmu11_aa1,IS3 ssgr IS150,3368922,3368461,462,153,-
Gen_e42edad5_23_03255,99.07% IS3411_aa1,IS3 ssgr IS51,3369767,3370093,327,108,+
Gen_e42edad5_23_03256,100% IS629_aa2,IS3 ssgr IS51,3370093,3370980,888,295,+
Gen_e42edad5_23_03265,97.67% IS2_aa2,IS3 ssgr IS2,3386428,3385523,906,301,-
Gen_e42edad5_23_03266,90.65% ISEc27_aa3,IS3 ssgr IS2,3386750,3386421,330,109,-
Gen_e42edad5_23_03267,96% ISEc45_aa1,IS110 ssgr IS1111,3387058,3387600,543,180,+
Gen_e42edad5_23_03268,100% IS629_aa2,IS3 ssgr IS51,3388490,3387603,888,295,-
Gen_e42edad5_23_03269,99.07% IS3411_aa1,IS3 ssgr IS51,3388816,3388490,327,108,-
Gen_e42edad5_23_03545,98.14% IS3411_aa1,IS3 ssgr IS51,3677747,3678073,327,108,+
Gen_e42edad5_23_03546,100% IS629_aa2,IS3 ssgr IS51,3678073,3678960,888,295,+
Gen_e42edad5_23_03548,100% ISEc27_aa1,IS3 ssgr IS2,3679241,3679606,366,121,+
Gen_e42edad5_23_03549,99.33% IS2_aa2,IS3 ssgr IS2,3679564,3680469,906,301,+
Gen_e42edad5_23_03553,52.17% ISSm4_aa2,ISL3,3682943,3684070,1128,375,+
Gen_e42edad5_23_03569,100% IS4_aa1,IS4 ssgr IS4,3698505,3699833,1329,442,+
Gen_e42edad5_23_03741,66.56% ISVsa17_aa1,ISNCY ssgr ISPlu15,3859731,3860609,879,292,+
Gen_e42edad5_23_03812,100% ISEc1_aa1,ISAs1,3940166,3941302,1137,378,+
Gen_e42edad5_23_03819,100% ISEc23_aa3,IS66,3953734,3952121,1614,537,-
Gen_e42edad5_23_03820,98.90% IS3411_aa1,IS3 ssgr IS51,3953747,3954022,276,91,+
Gen_e42edad5_23_03821,100% IS629_aa2,IS3 ssgr IS51,3954022,3954909,888,295,+
Gen_e42edad5_23_03824,99.33% IS2_aa2,IS3 ssgr IS2,3959374,3958469,906,301,-
Gen_e42edad5_23_03825,100% ISEc27_aa1,IS3 ssgr IS2,3959697,3959332,366,121,-
Gen_e42edad5_23_03898,100% IS150_aa1,IS3 ssgr IS150,4048546,4049067,522,173,+
Gen_e42edad5_23_03899,99.64% IS150_aa2,IS3 ssgr IS150,4049064,4049915,852,283,+
Gen_e42edad5_23_04060,49.39% IS643_aa2,IS21,4221730,4220327,1404,467,-
Gen_e42edad5_23_04075,99.07% IS629_aa1,IS3 ssgr IS51,4236649,4236975,327,108,+
Gen_e42edad5_23_04076,100% IS629_aa2,IS3 ssgr IS51,4236975,4237862,888,295,+
Gen_e42edad5_23_04088,100% IS629_aa2,IS3 ssgr IS51,4251289,4250402,888,295,-
Gen_e42edad5_23_04089,99.07% IS629_aa1,IS3 ssgr IS51,4251615,4251289,327,108,-
Gen_e42edad5_23_04108,100% IS4_aa1,IS4 ssgr IS4,4272521,4271193,1329,442,-
Gen_e42edad5_23_04169,45% ISMno23_aa1,IS91,4337725,4338621,897,298,+
Gen_e42edad5_23_04173,100% IS4_aa1,IS4 ssgr IS4,4342255,4343583,1329,442,+
Gen_e42edad5_23_04498,99.07% IS3411_aa1,IS3 ssgr IS51,4704781,4705107,327,108,+
Gen_e42edad5_23_04499,100% IS629_aa2,IS3 ssgr IS51,4705107,4705994,888,295,+
Gen_e42edad5_23_04501,98.80% IS911_aa1,IS3 ssgr IS3,4706556,4706858,303,100,+
Gen_e42edad5_23_04511,97.10% IS1X2_aa3,IS1,4716966,4717169,204,67,+
Gen_e42edad5_23_04655,100% IS4_aa1,IS4 ssgr IS4,4864945,4863617,1329,442,-
Gen_e42edad5_23_04660,98.83% IS911_aa1,IS3 ssgr IS3,4868711,4868983,273,90,+
Gen_e42edad5_23_04661,99.04% IS911_aa2,IS3 ssgr IS3,4869225,4869878,654,217,+
Gen_e42edad5_23_04665,99.63% ISSd1_aa2,IS3 ssgr IS3,4873258,4872440,819,272,-
Gen_e42edad5_23_04666,100% IS629_aa2,IS3 ssgr IS51,4874469,4873582,888,295,-
Gen_e42edad5_23_04667,99.07% IS3411_aa1,IS3 ssgr IS51,4874795,4874469,327,108,-
Gen_e42edad5_23_04671,65.29% ISVsa17_aa1,ISNCY ssgr ISPlu15,4879291,4878371,921,306,-
Gen_e42edad5_23_04699,45.57% ISShvi3_aa1,IS91,4906253,4905657,597,198,-
Gen_e42edad5_23_04700,44.52% ISShvi3_aa1,IS91,4907333,4906731,603,200,-
Gen_e42edad5_23_04724,100% IS629_aa2,IS3 ssgr IS51,4932919,4932032,888,295,-
Gen_e42edad5_23_04725,99.07% IS629_aa1,IS3 ssgr IS51,4933245,4932919,327,108,-
Gen_e42edad5_23_04731,43.01% ISSm4_aa1,ISL3,4942688,4941099,1590,529,-
Gen_e42edad5_23_04743,49.39% ISSme2_aa2,IS21,4960625,4959888,738,245,-
