id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
32,635h–637t,1276,0,0,0,0.0005950485999999999,4,False
33,995h–997t,1677,0,0,0,0.0005909274,3,False
34,461h–8t,38049,0,0,0,0.0005655449999999999,4,False
35,734h–767t,1583,0,0,0,0.0005197848000000001,4,False
36,754t–792t,1680,0,0,0,0.0004208552,3,False
37,282t–419t,2316,0,0,0,0.00038548940000000006,3,False
38,753h–790h,2144,0,0,0,0.00035130640000000004,3,False
39,198h–199t,2741,0,0,0,0.0003250855,2,False
40,1066h–1067t,1388,0,0,0,0.0003130586,2,False
41,410h–412t,4080,0,0,0,0.00030870119999999994,3,False
42,1133h–915t,4602,0,0,0,0.0002712452,3,False
43,946h–949t,22646,0,0,0,0.0002483289,2,False
44,1057t–969t,2700,0,0,0,0.0002255664,2,False
45,54h–58t,12529,0,0,0,0.000161295,2,False
46,301h–418h,3955,0,0,0,0.000157705,2,False
47,997h–998t,2357,0,0,0,0.0001562415,2,False
48,1026h–1027t,1665,0,0,0,0.000133221,2,False
49,925h–926t,1233,0,0,0,0.0001078822,2,False
50,286h–289t,5561,0,0,0,0.0001078822,2,False
51,431h–435t,8383,0,0,0,0.00010375050000000001,2,False
52,859h–862t,2970,0,0,0,7.807809999999999e-05,2,False
53,1120h–1122t,1630,0,0,0,7.48653e-05,2,False
54,914h–916h,4310,0,0,0,5.86597e-05,2,False
55,173h–174t,1774,0,0,0,4.88749e-05,2,False
56,1032h–1034t,2624,0,0,0,4.88749e-05,2,False
57,864h–866t,1638,0,0,0,1.10716e-05,2,False
58,954h–955t,1188,0,0,0,0,1,True
59,937h–939t,3577,0,0,0,0,1,True
60,935h–936t,667,0,0,0,0,1,True
61,912h–913t,2949,0,0,0,0,1,True
62,908h–909t,2405,0,0,0,0,0,True
63,907h–908t,649,0,0,0,0,1,True
64,892h–894t,4369,0,0,0,0,1,True
65,878h–890t,53156,0,0,0,0,1,True
66,873h–876t,10548,0,0,0,0,1,True
67,857h–858t,1,0,0,0,0,0,True
68,856h–857t,1641,0,0,0,0,0,True
69,848h–850t,4516,0,0,0,0,1,True
70,805h–806t,329,0,0,0,0,0,True
71,795h–796t,1,0,0,0,0,0,True
72,794h–795t,315,0,0,0,0,0,True
73,781h–782t,2873,0,0,0,0,1,True
74,671h–672t,1,0,0,0,0,0,True
75,65h–67t,4024,0,0,0,0,0,True
76,652h–653t,1,0,0,0,0,0,True
77,634h–635t,1679,0,0,0,0,0,True
78,606h–607t,1,0,0,0,0,0,True
79,566h–567t,53,0,0,0,0,1,True
80,549h–551t,2464,0,0,0,0,1,True
81,547h–549t,3124,0,0,0,0,1,True
82,505h–506t,3793,0,0,0,0,1,True
83,47h–48t,881,0,0,0,0,0,True
84,448h–449t,1282,0,0,0,0,0,True
85,36h–37t,1383,0,0,0,0,0,True
86,368h–369t,985,0,0,0,0,0,True
87,330h–331t,628,0,0,0,0,1,True
88,32h–33t,1063,0,0,0,0,0,True
89,329h–330t,1,0,0,0,0,0,True
90,246h–252t,12484,0,0,0,0,1,True
91,244h–246t,1716,0,0,0,0,1,True
92,236h–237t,1,0,0,0,0,0,True
93,223h–224t,306,0,0,0,0,0,True
94,218h–219t,3136,0,0,0,0,0,True
95,213h–216t,7260,0,0,0,0,0,True
96,199h–201t,2007,0,0,0,0,1,True
97,193h–195t,1236,0,0,0,0,1,True
98,17h–19t,2329,0,0,0,0,1,True
99,175h–178t,2047,0,0,0,0,1,True
100,171h–172t,1,0,0,0,0,0,True
101,170h–171t,1,0,0,0,0,0,True
102,13h–14t,8723,0,0,0,0,0,True
103,129h–130t,1242,0,0,0,0,0,True
104,126h–127t,1558,0,0,0,0,0,True
105,121h–123t,2637,0,0,0,0,1,True
106,120h–121t,4190,0,0,0,0,0,True
107,1135t–917t,1168,0,0,0,0,1,True
108,1135h–1136t,458,0,0,0,0,0,True
109,1122h–1123t,2152,0,0,0,0,1,True
110,1030h–1031t,321,0,0,0,0,0,True
111,1029h–1030t,1,0,0,0,0,0,True
112,1003h–1004t,31026,0,0,0,0,1,True
