id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
94,224h–225t,1,0,0,0,0,0,True
95,222h–223t,1012,0,0,0,0,0,True
96,21h–22t,3962,0,0,0,0,0,True
97,216h–217t,204,0,0,0,0,1,True
98,213h–214t,584,0,0,0,0,1,True
99,20h–21t,1,0,0,0,0,0,True
100,196h–197t,5317,0,0,0,0,0,True
101,194h–195t,6232,0,0,0,0,1,True
102,186h–187t,1020,0,0,0,0,1,True
103,181h–182t,1353,0,0,0,0,0,True
104,180h–181t,804,0,0,0,0,0,True
105,179h–180t,256,0,0,0,0,0,True
106,178h–179t,170,0,0,0,0,0,True
107,160h–161t,1278,0,0,0,0,1,True
108,157h–158t,3395,0,0,0,0,1,True
109,146h–147t,139,0,0,0,0,1,True
110,141h–142t,820,0,0,0,0,1,True
111,140h–141t,1,0,0,0,0,0,True
112,13t–4h,12981,0,0,0,0,1,True
113,139h–140t,2886,0,0,0,0,1,True
114,138h–139t,180,0,0,0,0,0,True
115,137h–138t,650,0,0,0,0,0,True
116,136h–137t,3395,0,0,0,0,1,True
117,123h–124t,1160,0,0,0,0,0,True
118,122h–123t,217,0,0,0,0,0,True
119,120h–121t,1092,0,0,0,0,0,True
120,119h–120t,2949,0,0,0,0,0,True
121,115h–116t,1532,0,0,0,0,1,True
122,111h–112t,344,0,0,0,0,0,True
123,110h–111t,6084,0,0,0,0,1,True
124,106h–107t,6800,0,0,0,0,0,True
125,105h–106t,697,0,0,0,0,1,True
126,104h–105t,484,0,0,0,0,0,True
