id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
31,263h–264h,19378,0,0,0,0.016953172,2,False
32,157h–158t,12198,0,0,0,0.014550368800000001,3,False
33,35h–36t,11771,0,0,0,0.013948014099999996,2,False
34,384h–385t,14882,0,0,0,0.013574595399999998,2,False
35,259h–260t,91772,0,0,0,0.013428949399999996,2,False
36,277h–278t,17444,0,0,0,0.013342642699999999,2,False
37,6h–7t,15120,0,0,0,0.0129235099,2,False
38,266h–267t,51637,0,0,0,0.012831150599999999,2,False
39,450t–451t,4391,0,0,0,0.012164548599999998,2,False
40,25t–26t,2446,0,0,0,0.008167535,2,False
41,21t–457h,434,0,0,0,0.008167535,2,False
42,22h–23t,7490,0,0,0,0.005188991800000002,2,False
43,418h–419t,18523,0,0,0,0.0049833672,2,False
44,4h–5t,23626,0,0,0,0.0046697278,2,False
45,396h–399t,21354,0,0,0,0.0014053647,2,False
46,285h–286t,7190,0,0,0,4.585599999999999e-05,2,False
47,21h–22t,6639,0,0,0,2.1473200000000003e-05,3,False
48,29h–31t,22986,0,0,0,8.4359e-06,2,False
49,8h–9t,12129,0,0,0,0,1,True
50,86h–87t,11022,0,0,0,0,0,True
51,85h–86t,6281,0,0,0,0,0,True
52,84h–85t,18149,0,0,0,0,1,True
53,82h–83t,546,0,0,0,0,0,True
54,81h–82t,4488,0,0,0,0,0,True
55,78h–79t,2001,0,0,0,0,0,True
56,77h–78t,4866,0,0,0,0,0,True
57,72h–74t,12199,0,0,0,0,1,True
58,61h–62t,2324,0,0,0,0,1,True
59,5h–6t,5858,0,0,0,0,0,True
60,57h–59t,35886,0,0,0,0,1,True
61,56h–57t,25118,0,0,0,0,0,True
62,53h–54t,2582,0,0,0,0,1,True
63,528h–76t,19235,0,0,0,0,1,True
64,527t–75h,10224,0,0,0,0,0,True
65,49h–50t,3932,0,0,0,0,0,True
66,495h–496t,23656,0,0,0,0,1,True
67,493h–494t,1224,0,0,0,0,0,True
68,491h–492t,7433,0,0,0,0,0,True
69,48h–49t,1642,0,0,0,0,0,True
70,488h–489t,10983,0,0,0,0,0,True
71,487h–488t,10539,0,0,0,0,0,True
72,483h–484t,1669,0,0,0,0,1,True
73,47h–48t,30887,0,0,0,0,1,True
74,478h–479t,543,0,0,0,0,1,True
75,458h–459t,9634,0,0,0,0,1,True
76,456h–457t,1,0,0,0,0,0,True
77,455h–456t,2025,0,0,0,0,0,True
78,449h–450h,340,0,0,0,0,1,True
79,448h–449t,4775,0,0,0,0,1,True
80,447h–448t,8475,0,0,0,0,1,True
81,446h–447t,1893,0,0,0,0,1,True
82,442h–443t,242,0,0,0,0,1,True
83,440h–441t,3329,0,0,0,0,1,True
84,43h–44t,4801,0,0,0,0,0,True
85,439h–440t,6347,0,0,0,0,0,True
86,435h–436t,2981,0,0,0,0,1,True
87,432h–433t,7662,0,0,0,0,1,True
88,429h–431t,34068,0,0,0,0,1,True
89,424h–425t,2512,0,0,0,0,1,True
90,422h–424t,28504,0,0,0,0,1,True
91,420h–422t,52131,0,0,0,0,1,True
92,41h–42t,3948,0,0,0,0,1,True
93,419h–420t,3477,0,0,0,0,0,True
94,417h–418t,6515,0,0,0,0,1,True
95,416h–417t,3828,0,0,0,0,0,True
96,415h–416t,550,0,0,0,0,0,True
97,404h–405t,6341,0,0,0,0,1,True
98,403h–404t,2447,0,0,0,0,1,True
99,39h–40t,1,0,0,0,0,1,True
100,394h–395t,4334,0,0,0,0,1,True
101,390h–391t,5937,0,0,0,0,0,True
102,389h–390t,14073,0,0,0,0,0,True
103,387h–388t,1600,0,0,0,0,1,True
104,377h–378t,2007,0,0,0,0,1,True
105,375h–376t,8307,0,0,0,0,1,True
106,374h–375t,2046,0,0,0,0,0,True
107,370h–371t,6174,0,0,0,0,1,True
108,354h–355t,2472,0,0,0,0,0,True
109,353h–354t,2569,0,0,0,0,1,True
110,351h–352t,4388,0,0,0,0,0,True
111,347h–348t,12837,0,0,0,0,1,True
112,343h–344t,920,0,0,0,0,0,True
113,342h–343t,1618,0,0,0,0,1,True
114,341h–342t,964,0,0,0,0,0,True
115,335h–337t,20791,0,0,0,0,1,True
116,334h–335t,1164,0,0,0,0,0,True
117,322h–323t,982,0,0,0,0,1,True
118,312h–313t,562,0,0,0,0,1,True
119,307h–308t,3377,0,0,0,0,0,True
120,306h–307t,19935,0,0,0,0,0,True
121,298h–300t,31141,0,0,0,0,1,True
122,297h–298t,19143,0,0,0,0,1,True
123,295h–296t,9222,0,0,0,0,1,True
124,294h–295t,553,0,0,0,0,0,True
125,293h–294t,4631,0,0,0,0,1,True
126,291h–292t,4070,0,0,0,0,1,True
127,286h–287t,8971,0,0,0,0,1,True
128,283h–284t,1587,0,0,0,0,0,True
129,280h–281t,3713,0,0,0,0,0,True
130,278h–279t,8492,0,0,0,0,1,True
131,276h–277t,46420,0,0,0,0,1,True
132,274h–275t,7416,0,0,0,0,0,True
133,273h–274t,4556,0,0,0,0,0,True
134,272h–273t,8676,0,0,0,0,1,True
135,268h–272t,29491,0,0,0,0,0,True
136,267h–268t,16040,0,0,0,0,1,True
137,264t–265t,5991,0,0,0,0,1,True
138,258h–259t,24141,0,0,0,0,1,True
139,257h–258t,4144,0,0,0,0,1,True
140,253h–254t,6949,0,0,0,0,0,True
141,249h–250t,9419,0,0,0,0,0,True
142,248h–249t,7249,0,0,0,0,1,True
143,247h–248t,82,0,0,0,0,0,True
144,246h–247t,6,0,0,0,0,1,True
145,243h–244t,5873,0,0,0,0,0,True
146,241h–242t,1478,0,0,0,0,0,True
147,239h–240t,4168,0,0,0,0,0,True
148,238h–239t,3817,0,0,0,0,0,True
149,237h–238t,11592,0,0,0,0,0,True
150,236h–237t,38396,0,0,0,0,0,True
151,230h–236t,85938,0,0,0,0,1,True
152,229h–230t,548,0,0,0,0,0,True
153,227h–228t,17259,0,0,0,0,0,True
154,226h–227t,5516,0,0,0,0,0,True
155,225h–226t,5079,0,0,0,0,0,True
156,222h–223t,10560,0,0,0,0,1,True
157,215h–216t,14360,0,0,0,0,1,True
158,210h–211t,9630,0,0,0,0,0,True
159,209h–210t,4566,0,0,0,0,0,True
160,203h–205t,14547,0,0,0,0,1,True
161,196h–197t,11284,0,0,0,0,1,True
162,191h–192t,2054,0,0,0,0,1,True
163,190h–191t,8137,0,0,0,0,1,True
164,189h–190t,1848,0,0,0,0,0,True
165,186h–187t,5138,0,0,0,0,0,True
166,184h–185t,12506,0,0,0,0,0,True
167,183h–184t,17685,0,0,0,0,1,True
168,182h–183t,2936,0,0,0,0,0,True
169,16h–17t,9591,0,0,0,0,0,True
170,169h–170t,7512,0,0,0,0,1,True
171,168h–169t,189,0,0,0,0,0,True
172,166h–167t,21535,0,0,0,0,0,True
173,164h–166t,8543,0,0,0,0,0,True
174,162h–163t,38,0,0,0,0,0,True
175,158h–159t,11633,0,0,0,0,1,True
176,156h–157t,17345,0,0,0,0,0,True
177,14h–15t,1,0,0,0,0,1,True
178,140h–141t,4412,0,0,0,0,0,True
179,139h–140t,5329,0,0,0,0,1,True
180,138h–139t,436,0,0,0,0,1,True
181,129h–130t,56,0,0,0,0,1,True
182,120h–121t,3177,0,0,0,0,1,True
183,117h–118t,4836,0,0,0,0,0,True
184,116t–543h,2063,0,0,0,0,0,True
185,115h–540t,3125,0,0,0,0,0,True
186,107h–108t,2,0,0,0,0,0,True
