orf_name,sim_pp1,family,orf_L,orf_R,orf_bp,aas,ori
Gen_e42edad5_67_00520,99.23% IS1N_aa2,IS1,472497,472892,396,131,+
Gen_e42edad5_67_00530,99.66% IS2_aa2,IS3 ssgr IS2,482669,481764,906,301,-
Gen_e42edad5_67_00531,100% ISEc27_aa1,IS3 ssgr IS2,482992,482627,366,121,-
Gen_e42edad5_67_00542,97.72% IS2_aa2,IS3 ssgr IS2,493072,492398,675,224,-
Gen_e42edad5_67_00543,100% ISEc27_aa1,IS3 ssgr IS2,493591,493226,366,121,-
Gen_e42edad5_67_00571,99% ISSd1_aa1,IS3 ssgr IS3,521209,521511,303,100,+
Gen_e42edad5_67_00572,99.63% ISSd1_aa2,IS3 ssgr IS3,521547,522365,819,272,+
Gen_e42edad5_67_00575,100% IS1N_aa1,IS1,523516,523788,273,90,+
Gen_e42edad5_67_00576,100% IS1N_aa2,IS1,523815,524210,396,131,+
Gen_e42edad5_67_00603,100% IS911_aa1,IS3 ssgr IS3,547792,548094,303,100,+
Gen_e42edad5_67_00604,99.04% IS911_aa2,IS3 ssgr IS3,548307,548960,654,217,+
Gen_e42edad5_67_00608,100% IS1N_aa2,IS1,551807,551571,237,78,-
Gen_e42edad5_67_00609,100% IS1N_aa1,IS1,552285,552013,273,90,-
Gen_e42edad5_67_00619,100% IS600_aa2,IS3 ssgr IS3,556305,556081,225,74,-
Gen_e42edad5_67_00620,97.63% ISSd1_aa2,IS3 ssgr IS3,556913,556386,528,175,-
Gen_e42edad5_67_00621,99% ISSfl10_aa1,IS3 ssgr IS3,557251,556949,303,100,-
Gen_e42edad5_67_00622,98% IS911_aa1,IS3 ssgr IS3,557347,557649,303,100,+
Gen_e42edad5_67_00623,99.04% IS911_aa2,IS3 ssgr IS3,557862,558515,654,217,+
Gen_e42edad5_67_00628,99% ISSfl10_aa1,IS3 ssgr IS3,560013,560315,303,100,+
Gen_e42edad5_67_00629,98.95% ISSd1_aa2,IS3 ssgr IS3,560351,561268,918,305,+
Gen_e42edad5_67_00652,100% IS1N_aa2,IS1,582091,582486,396,131,+
Gen_e42edad5_67_00675,100% IS1N_aa2,IS1,602702,602307,396,131,-
Gen_e42edad5_67_00676,100% IS1N_aa1,IS1,603001,602729,273,90,-
Gen_e42edad5_67_00677,100% ISEc1_aa1,ISAs1,603207,603710,504,167,+
Gen_e42edad5_67_00678,100% IS1N_aa2,IS1,604102,603707,396,131,-
Gen_e42edad5_67_00679,98.88% IS1N_aa1,IS1,604401,604129,273,90,-
Gen_e42edad5_67_00693,100% IS1N_aa2,IS1,615868,616263,396,131,+
Gen_e42edad5_67_00716,100% IS1N_aa1,IS1,641282,641554,273,90,+
Gen_e42edad5_67_00717,100% IS1N_aa2,IS1,641760,641975,216,71,+
Gen_e42edad5_67_00736,56.68% TnShfr1_aa1,Tn3,656604,655663,942,313,-
Gen_e42edad5_67_00738,98.88% IS1N_aa1,IS1,657364,657636,273,90,+
Gen_e42edad5_67_00739,100% IS1N_aa2,IS1,657842,658057,216,71,+
Gen_e42edad5_67_00755,98.89% ISSd1_aa2,IS3 ssgr IS3,672544,671726,819,272,-
Gen_e42edad5_67_00756,99% ISSfl10_aa1,IS3 ssgr IS3,672882,672580,303,100,-
Gen_e42edad5_67_00757,99.23% IS1N_aa2,IS1,673348,672953,396,131,-
Gen_e42edad5_67_00758,97.77% IS1N_aa1,IS1,673647,673375,273,90,-
Gen_e42edad5_67_00759,98.78% IS911_aa2,IS3 ssgr IS3,674467,673946,522,173,-
Gen_e42edad5_67_00761,100% IS911_aa1,IS3 ssgr IS3,675115,674813,303,100,-
Gen_e42edad5_67_00762,100% IS911_aa2,IS3 ssgr IS3,675528,675172,357,118,-
Gen_e42edad5_67_00763,100% IS911_aa1,IS3 ssgr IS3,676043,675741,303,100,-
Gen_e42edad5_67_00764,99% ISSfl10_aa1,IS3 ssgr IS3,676139,676441,303,100,+
Gen_e42edad5_67_00765,99.30% ISSd1_aa2,IS3 ssgr IS3,676477,677478,1002,333,+
Gen_e42edad5_67_00770,99.30% ISSd1_aa2,IS3 ssgr IS3,681276,680338,939,312,-
Gen_e42edad5_67_00771,99% ISSfl10_aa1,IS3 ssgr IS3,681614,681312,303,100,-
Gen_e42edad5_67_00772,99.66% IS2_aa2,IS3 ssgr IS2,682616,681711,906,301,-
Gen_e42edad5_67_00773,100% ISEc27_aa1,IS3 ssgr IS2,682939,682574,366,121,-
Gen_e42edad5_67_00806,100% IS1N_aa2,IS1,714103,713708,396,131,-
Gen_e42edad5_67_00807,100% IS1N_aa1,IS1,714402,714130,273,90,-
Gen_e42edad5_67_00811,99.26% ISSd1_aa2,IS3 ssgr IS3,716868,716050,819,272,-
Gen_e42edad5_67_00812,100% ISSfl10_aa1,IS3 ssgr IS3,717206,716904,303,100,-
Gen_e42edad5_67_00828,100% IS1R_aa3,IS1,731889,731401,489,162,-
Gen_e42edad5_67_00834,99.23% IS1N_aa2,IS1,736727,736332,396,131,-
Gen_e42edad5_67_00839,99.09% IS4_aa1,IS4 ssgr IS4,740075,741403,1329,442,+
Gen_e42edad5_67_00847,100% IS1N_aa2,IS1,750377,749982,396,131,-
Gen_e42edad5_67_00848,100% IS1N_aa1,IS1,750676,750404,273,90,-
Gen_e42edad5_67_00850,100% IS1N_aa1,IS1,751302,751574,273,90,+
Gen_e42edad5_67_00851,100% IS1N_aa2,IS1,751601,751996,396,131,+
Gen_e42edad5_67_00862,93.05% IS1N_aa1,IS1,762995,762669,327,108,-
Gen_e42edad5_67_00864,99.23% IS1N_aa2,IS1,764109,763714,396,131,-
Gen_e42edad5_67_00865,98.88% IS1N_aa1,IS1,764408,764136,273,90,-
Gen_e42edad5_67_00866,100% ISEc27_aa1,IS3 ssgr IS2,764468,764833,366,121,+
Gen_e42edad5_67_00867,99.66% IS2_aa2,IS3 ssgr IS2,764791,765696,906,301,+
Gen_e42edad5_67_00883,100% ISSd1_aa1,IS3 ssgr IS3,780984,781286,303,100,+
Gen_e42edad5_67_00884,98.52% ISSd1_aa2,IS3 ssgr IS3,781322,782140,819,272,+
Gen_e42edad5_67_00887,100% IS1N_aa2,IS1,783633,783238,396,131,-
Gen_e42edad5_67_00888,98.88% IS1N_aa1,IS1,783932,783660,273,90,-
Gen_e42edad5_67_00894,100% IS911_aa1,IS3 ssgr IS3,788515,788817,303,100,+
Gen_e42edad5_67_00895,99.52% IS911_aa2,IS3 ssgr IS3,789030,789683,654,217,+
Gen_e42edad5_67_00896,99.26% ISSd1_aa2,IS3 ssgr IS3,789965,790783,819,272,+
Gen_e42edad5_67_00900,99% ISSfl10_aa1,IS3 ssgr IS3,792549,792851,303,100,+
Gen_e42edad5_67_00901,100% ISSd1_aa2,IS3 ssgr IS3,792887,793795,909,302,+
Gen_e42edad5_67_00910,99.23% IS1N_aa2,IS1,809577,809182,396,131,-
Gen_e42edad5_67_00911,96.66% IS1N_aa1,IS1,809876,809604,273,90,-
Gen_e42edad5_67_00920,98.95% ISSd1_aa2,IS3 ssgr IS3,819500,818619,882,293,-
Gen_e42edad5_67_00921,99% ISSfl10_aa1,IS3 ssgr IS3,819838,819536,303,100,-
Gen_e42edad5_67_00941,100% IS1N_aa2,IS1,834484,834089,396,131,-
Gen_e42edad5_67_00942,100% IS1N_aa1,IS1,834783,834511,273,90,-
Gen_e42edad5_67_00966,100% IS1N_aa2,IS1,860803,860588,216,71,-
Gen_e42edad5_67_00967,96.49% IS600_aa2,IS3 ssgr IS3,861177,861503,327,108,+
Gen_e42edad5_67_00969,100% IS1N_aa1,IS1,862481,862753,273,90,+
Gen_e42edad5_67_00970,100% IS1N_aa2,IS1,862959,863174,216,71,+
Gen_e42edad5_67_00989,99% ISSfl10_aa1,IS3 ssgr IS3,882087,882389,303,100,+
Gen_e42edad5_67_00990,98.95% ISSd1_aa2,IS3 ssgr IS3,882425,883315,891,296,+
Gen_e42edad5_67_01022,100% IS1N_aa2,IS1,913725,913330,396,131,-
Gen_e42edad5_67_01023,98.88% IS1N_aa1,IS1,914024,913752,273,90,-
Gen_e42edad5_67_01038,100% IS1N_aa1,IS1,925232,925504,273,90,+
Gen_e42edad5_67_01039,100% IS1N_aa2,IS1,925531,925815,285,94,+
Gen_e42edad5_67_01064,100% IS1N_aa2,IS1,945732,945448,285,94,-
Gen_e42edad5_67_01065,100% IS1N_aa1,IS1,946031,945759,273,90,-
Gen_e42edad5_67_01070,100% IS1N_aa1,IS1,948272,948544,273,90,+
Gen_e42edad5_67_01071,100% IS1N_aa2,IS1,948571,948966,396,131,+
Gen_e42edad5_67_01089,100% ISSd1_aa2,IS3 ssgr IS3,960476,961423,948,315,+
Gen_e42edad5_67_01090,99.66% IS2_aa2,IS3 ssgr IS2,962162,961257,906,301,-
Gen_e42edad5_67_01091,100% ISEc27_aa1,IS3 ssgr IS2,962485,962120,366,121,-
Gen_e42edad5_67_01092,98.47% IS1N_aa2,IS1,963592,963197,396,131,-
Gen_e42edad5_67_01093,100% IS1N_aa1,IS1,963891,963619,273,90,-
Gen_e42edad5_67_01099,99.39% IS911_aa2,IS3 ssgr IS3,974776,974255,522,173,-
Gen_e42edad5_67_01101,100% IS911_aa1,IS3 ssgr IS3,975424,975122,303,100,-
Gen_e42edad5_67_01102,100% IS1N_aa2,IS1,976452,976057,396,131,-
Gen_e42edad5_67_01103,100% IS1N_aa1,IS1,976751,976479,273,90,-
Gen_e42edad5_67_01107,100% IS1N_aa2,IS1,980271,979876,396,131,-
Gen_e42edad5_67_01108,100% IS1N_aa1,IS1,980570,980298,273,90,-
Gen_e42edad5_67_01111,99.23% IS1N_aa2,IS1,982089,981694,396,131,-
Gen_e42edad5_67_01112,100% IS1N_aa1,IS1,982388,982116,273,90,-
Gen_e42edad5_67_01126,100% IS1N_aa1,IS1,991693,991965,273,90,+
Gen_e42edad5_67_01127,100% IS1N_aa2,IS1,991992,992387,396,131,+
Gen_e42edad5_67_01129,99.23% IS1N_aa2,IS1,993888,993493,396,131,-
Gen_e42edad5_67_01130,100% IS1N_aa1,IS1,994187,993915,273,90,-
Gen_e42edad5_67_01135,100% IS1N_aa1,IS1,997133,997405,273,90,+
Gen_e42edad5_67_01136,100% IS1N_aa2,IS1,997432,997827,396,131,+
Gen_e42edad5_67_01139,98.95% ISSd1_aa2,IS3 ssgr IS3,1000214,999324,891,296,-
Gen_e42edad5_67_01140,97% ISSfl10_aa1,IS3 ssgr IS3,1000552,1000250,303,100,-
Gen_e42edad5_67_01146,99% ISSd1_aa1,IS3 ssgr IS3,1002853,1003155,303,100,+
Gen_e42edad5_67_01147,98.16% ISSd1_aa2,IS3 ssgr IS3,1003191,1004009,819,272,+
Gen_e42edad5_67_01149,100% IS1N_aa2,IS1,1004660,1004265,396,131,-
Gen_e42edad5_67_01150,100% IS1N_aa1,IS1,1004959,1004687,273,90,-
Gen_e42edad5_67_01158,99.66% IS2_aa2,IS3 ssgr IS2,1009727,1008822,906,301,-
Gen_e42edad5_67_01159,100% ISEc27_aa1,IS3 ssgr IS2,1010050,1009685,366,121,-
Gen_e42edad5_67_01163,100% IS1N_aa2,IS1,1011639,1011244,396,131,-
Gen_e42edad5_67_01164,98.88% IS1N_aa1,IS1,1011938,1011666,273,90,-
Gen_e42edad5_67_01165,100% IS1N_aa2,IS1,1012478,1012083,396,131,-
Gen_e42edad5_67_01166,100% IS1N_aa1,IS1,1012777,1012505,273,90,-
Gen_e42edad5_67_01187,100% IS1N_aa1,IS1,1028108,1028380,273,90,+
Gen_e42edad5_67_01188,100% IS1N_aa2,IS1,1028407,1028802,396,131,+
Gen_e42edad5_67_01202,100% IS1N_aa2,IS1,1037488,1037093,396,131,-
Gen_e42edad5_67_01203,98.88% IS1N_aa1,IS1,1037787,1037515,273,90,-
Gen_e42edad5_67_01206,100% IS1N_aa2,IS1,1039807,1039412,396,131,-
Gen_e42edad5_67_01212,99% ISSfl10_aa1,IS3 ssgr IS3,1044340,1044642,303,100,+
Gen_e42edad5_67_01213,98.89% ISSd1_aa2,IS3 ssgr IS3,1044678,1045496,819,272,+
Gen_e42edad5_67_01247,99.24% ISSfl4_aa1,IS110,1074275,1075471,1197,398,+
Gen_e42edad5_67_01249,100% IS911_aa1,IS3 ssgr IS3,1077771,1078073,303,100,+
Gen_e42edad5_67_01251,99.37% IS911_aa2,IS3 ssgr IS3,1078437,1078940,504,167,+
Gen_e42edad5_67_01253,99.66% IS2_aa2,IS3 ssgr IS2,1080808,1079903,906,301,-
Gen_e42edad5_67_01254,100% ISEc27_aa1,IS3 ssgr IS2,1081131,1080766,366,121,-
Gen_e42edad5_67_01255,99.23% IS1N_aa2,IS1,1082255,1081860,396,131,-
Gen_e42edad5_67_01264,100% IS1N_aa2,IS1,1089111,1088896,216,71,-
Gen_e42edad5_67_01265,97.77% IS1N_aa1,IS1,1089589,1089317,273,90,-
Gen_e42edad5_67_01267,100% IS1N_aa2,IS1,1090439,1090044,396,131,-
Gen_e42edad5_67_01268,100% IS1N_aa1,IS1,1090738,1090466,273,90,-
Gen_e42edad5_67_01270,100% IS1N_aa2,IS1,1091740,1091345,396,131,-
Gen_e42edad5_67_01271,98.88% IS1N_aa1,IS1,1092039,1091767,273,90,-
Gen_e42edad5_67_01278,100% IS1N_aa2,IS1,1099440,1099045,396,131,-
Gen_e42edad5_67_01279,100% IS1N_aa1,IS1,1099739,1099467,273,90,-
Gen_e42edad5_67_01280,99% ISSd1_aa1,IS3 ssgr IS3,1099853,1100155,303,100,+
Gen_e42edad5_67_01281,99.63% IS600_aa3,IS3 ssgr IS3,1100191,1101009,819,272,+
Gen_e42edad5_67_01290,98.56% IS911_aa2,IS3 ssgr IS3,1107681,1107028,654,217,-
Gen_e42edad5_67_01291,100% IS911_aa1,IS3 ssgr IS3,1108196,1107894,303,100,-
Gen_e42edad5_67_01292,99.65% ISSd1_aa2,IS3 ssgr IS3,1109068,1108193,876,291,-
Gen_e42edad5_67_01293,100% ISSd1_aa1,IS3 ssgr IS3,1109406,1109104,303,100,-
Gen_e42edad5_67_01295,100% IS1N_aa1,IS1,1110728,1111000,273,90,+
Gen_e42edad5_67_01296,99.23% IS1N_aa2,IS1,1111027,1111422,396,131,+
Gen_e42edad5_67_01298,100% IS1N_aa2,IS1,1113204,1112809,396,131,-
Gen_e42edad5_67_01303,100% IS1N_aa2,IS1,1119227,1118832,396,131,-
Gen_e42edad5_67_01304,98.88% IS1N_aa1,IS1,1119526,1119254,273,90,-
Gen_e42edad5_67_01310,100% IS1N_aa1,IS1,1123372,1123644,273,90,+
Gen_e42edad5_67_01311,100% IS1N_aa2,IS1,1123671,1124066,396,131,+
Gen_e42edad5_67_01312,100% IS1N_aa1,IS1,1124223,1124495,273,90,+
Gen_e42edad5_67_01313,99.23% IS1N_aa2,IS1,1124522,1124917,396,131,+
Gen_e42edad5_67_01334,100% IS1N_aa2,IS1,1145309,1145704,396,131,+
Gen_e42edad5_67_01340,100% IS1N_aa2,IS1,1149324,1149109,216,71,-
Gen_e42edad5_67_01341,100% IS1N_aa1,IS1,1149805,1149533,273,90,-
Gen_e42edad5_67_01349,98.47% IS1N_aa2,IS1,1158239,1157844,396,131,-
Gen_e42edad5_67_01350,97.77% IS1N_aa1,IS1,1158538,1158266,273,90,-
Gen_e42edad5_67_01370,97.77% IS1N_aa1,IS1,1175829,1176101,273,90,+
Gen_e42edad5_67_01371,99.23% IS1N_aa2,IS1,1176128,1176523,396,131,+
Gen_e42edad5_67_01391,98.47% IS1N_aa2,IS1,1196350,1195955,396,131,-
Gen_e42edad5_67_01392,100% IS1N_aa1,IS1,1196649,1196377,273,90,-
Gen_e42edad5_67_01393,98.38% IS4_aa1,IS4 ssgr IS4,1197059,1198174,1116,371,+
Gen_e42edad5_67_01395,98.88% IS1N_aa1,IS1,1202289,1202561,273,90,+
Gen_e42edad5_67_01396,100% IS1N_aa2,IS1,1202588,1202983,396,131,+
Gen_e42edad5_67_01399,100% IS1N_aa2,IS1,1204461,1204066,396,131,-
Gen_e42edad5_67_01400,100% IS1N_aa1,IS1,1204760,1204488,273,90,-
Gen_e42edad5_67_01413,100% ISEc27_aa1,IS3 ssgr IS2,1216727,1217092,366,121,+
Gen_e42edad5_67_01414,98.63% IS2_aa2,IS3 ssgr IS2,1217050,1217928,879,292,+
Gen_e42edad5_67_01415,63.44% ISSba14_aa1,Tn3,1218133,1218684,552,183,+
Gen_e42edad5_67_01416,100% IS911_aa1,IS3 ssgr IS3,1218765,1219067,303,100,+
Gen_e42edad5_67_01417,99.39% IS911_aa2,IS3 ssgr IS3,1219415,1219936,522,173,+
Gen_e42edad5_67_01424,100% IS600_aa2,IS3 ssgr IS3,1224545,1224357,189,62,-
Gen_e42edad5_67_01427,100% IS1N_aa1,IS1,1225496,1225768,273,90,+
Gen_e42edad5_67_01428,100% IS1N_aa2,IS1,1225795,1226142,348,115,+
Gen_e42edad5_67_01429,100% ISSfl10_aa1,IS3 ssgr IS3,1226204,1226506,303,100,+
Gen_e42edad5_67_01430,98.89% ISSd1_aa2,IS3 ssgr IS3,1226542,1227360,819,272,+
Gen_e42edad5_67_01452,99.30% ISSd1_aa2,IS3 ssgr IS3,1250057,1249161,897,298,-
Gen_e42edad5_67_01453,100% ISSfl10_aa1,IS3 ssgr IS3,1250395,1250093,303,100,-
Gen_e42edad5_67_01471,100% IS1N_aa2,IS1,1265761,1265366,396,131,-
Gen_e42edad5_67_01472,100% IS1N_aa1,IS1,1266060,1265788,273,90,-
Gen_e42edad5_67_01473,100% IS1N_aa2,IS1,1266641,1266246,396,131,-
Gen_e42edad5_67_01474,100% IS1N_aa1,IS1,1266940,1266668,273,90,-
Gen_e42edad5_67_01480,98.99% ISEc20_aa1,IS110,1274179,1272983,1197,398,-
Gen_e42edad5_67_01493,99% ISSfl10_aa1,IS3 ssgr IS3,1282475,1282777,303,100,+
Gen_e42edad5_67_01494,100% ISSd1_aa3,IS3 ssgr IS3,1282813,1283229,417,138,+
Gen_e42edad5_67_01495,96.96% ISSd1_aa2,IS3 ssgr IS3,1283168,1283692,525,174,+
Gen_e42edad5_67_01502,99.52% IS911_aa2,IS3 ssgr IS3,1289812,1289159,654,217,-
Gen_e42edad5_67_01511,100% IS1N_aa2,IS1,1298694,1298299,396,131,-
Gen_e42edad5_67_01513,100% IS1N_aa1,IS1,1299405,1299677,273,90,+
Gen_e42edad5_67_01514,100% IS1N_aa2,IS1,1299704,1300099,396,131,+
Gen_e42edad5_67_01522,99.23% IS1N_aa2,IS1,1306927,1306532,396,131,-
Gen_e42edad5_67_01523,100% IS1N_aa1,IS1,1307226,1306954,273,90,-
Gen_e42edad5_67_01526,98.88% IS1N_aa1,IS1,1309446,1309718,273,90,+
Gen_e42edad5_67_01527,100% IS1N_aa2,IS1,1309745,1310140,396,131,+
Gen_e42edad5_67_01530,98% ISSfl10_aa1,IS3 ssgr IS3,1311754,1312056,303,100,+
Gen_e42edad5_67_01531,99.27% ISSd1_aa2,IS3 ssgr IS3,1312092,1313003,912,303,+
Gen_e42edad5_67_01538,99.57% ISSd1_aa2,IS3 ssgr IS3,1318502,1317789,714,237,-
Gen_e42edad5_67_01540,100% IS1N_aa1,IS1,1319801,1320073,273,90,+
Gen_e42edad5_67_01541,100% IS1N_aa2,IS1,1320100,1320495,396,131,+
Gen_e42edad5_67_01551,100% IS1N_aa1,IS1,1325914,1326186,273,90,+
Gen_e42edad5_67_01552,100% IS1N_aa2,IS1,1326213,1326608,396,131,+
Gen_e42edad5_67_01553,100% ISSfl10_aa1,IS3 ssgr IS3,1326985,1327287,303,100,+
Gen_e42edad5_67_01554,98.89% IS600_aa3,IS3 ssgr IS3,1327323,1328141,819,272,+
Gen_e42edad5_67_01555,100% IS1N_aa2,IS1,1328930,1328535,396,131,-
Gen_e42edad5_67_01556,100% IS1N_aa1,IS1,1329229,1328957,273,90,-
Gen_e42edad5_67_01559,100% ISEc27_aa1,IS3 ssgr IS2,1329900,1330265,366,121,+
Gen_e42edad5_67_01560,99.33% IS2_aa2,IS3 ssgr IS2,1330223,1331128,906,301,+
Gen_e42edad5_67_01563,98.89% IS600_aa3,IS3 ssgr IS3,1332411,1331593,819,272,-
Gen_e42edad5_67_01564,100% ISSfl10_aa1,IS3 ssgr IS3,1332749,1332447,303,100,-
Gen_e42edad5_67_01573,98.52% ISSd1_aa2,IS3 ssgr IS3,1340801,1339983,819,272,-
Gen_e42edad5_67_01582,100% IS1N_aa1,IS1,1350245,1350517,273,90,+
Gen_e42edad5_67_01583,100% IS1N_aa2,IS1,1350544,1350939,396,131,+
Gen_e42edad5_67_01587,100% IS1N_aa2,IS1,1353716,1353321,396,131,-
Gen_e42edad5_67_01588,100% IS1N_aa1,IS1,1354015,1353743,273,90,-
Gen_e42edad5_67_01592,100% IS1N_aa2,IS1,1356258,1356043,216,71,-
Gen_e42edad5_67_01593,100% IS1N_aa1,IS1,1356736,1356464,273,90,-
Gen_e42edad5_67_01596,99.63% ISSd1_aa2,IS3 ssgr IS3,1358859,1358041,819,272,-
Gen_e42edad5_67_01597,100% ISSfl10_aa1,IS3 ssgr IS3,1359197,1358895,303,100,-
Gen_e42edad5_67_01600,100% IS1N_aa2,IS1,1361174,1360779,396,131,-
Gen_e42edad5_67_01601,97.77% IS1N_aa1,IS1,1361473,1361201,273,90,-
Gen_e42edad5_67_01617,100% IS1N_aa1,IS1,1374314,1374586,273,90,+
Gen_e42edad5_67_01618,97.91% IS1N_aa2,IS1,1374605,1375006,402,133,+
