assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_003640605.1	PRJNA224116	SAMN04230441			na		1314	1314	Streptococcus pyogenes	strain=SASM4-Duke		latest	Complete Genome	Major	Full	2018/10/12	ASM364060v1	Baylor College of Medicine	GCA_003640605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/605/GCF_003640605.1_ASM364060v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_003640605.1/GCF_003640605.1_ASM364060v1_genomic.fna.gz
GCF_003698205.1	PRJNA224116	SAMN09284928			na		1314	1314	Streptococcus pyogenes	strain=ABC020055975		latest	Complete Genome	Major	Full	2018/10/30	ASM369820v1	UTHSC/McGovern Medical School	GCA_003698205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/698/205/GCF_003698205.1_ASM369820v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_003698205.1/GCF_003698205.1_ASM369820v1_genomic.fna.gz
GCF_003812645.1	PRJNA224116	SAMN10163229			na		1314	1314	Streptococcus pyogenes	strain=FDAARGOS_534		latest	Complete Genome	Major	Full	2018/11/21	ASM381264v1	US Food and Drug Administration	GCA_003812645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/645/GCF_003812645.1_ASM381264v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_003812645.1/GCF_003812645.1_ASM381264v1_genomic.fna.gz
GCF_003812725.1	PRJNA224116	SAMN10163208			na		1314	1314	Streptococcus pyogenes	strain=FDAARGOS_514		latest	Complete Genome	Major	Full	2018/11/21	ASM381272v1	US Food and Drug Administration	GCA_003812725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/725/GCF_003812725.1_ASM381272v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_003812725.1/GCF_003812725.1_ASM381272v1_genomic.fna.gz
GCF_003814365.1	PRJNA224116	SAMN10416086			na		1314	1314	Streptococcus pyogenes	strain=Duke-Large		latest	Complete Genome	Major	Full	2018/11/23	ASM381436v1	UTHSC/McGovern Medical School	GCA_003814365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/814/365/GCF_003814365.1_ASM381436v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_003814365.1/GCF_003814365.1_ASM381436v1_genomic.fna.gz
GCF_003814385.1	PRJNA224116	SAMN10416088			na		1314	1314	Streptococcus pyogenes	strain=RLGH		latest	Complete Genome	Major	Full	2018/11/23	ASM381438v1	UTHSC/McGovern Medical School	GCA_003814385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/814/385/GCF_003814385.1_ASM381438v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_003814385.1/GCF_003814385.1_ASM381438v1_genomic.fna.gz
GCF_004010855.1	PRJNA224116	SAMN08555909			na		1314	1314	Streptococcus pyogenes	strain=MGAS27961		latest	Complete Genome	Major	Full	2019/01/10	ASM401085v1	Houston Methodist Research Institute	GCA_004010855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/855/GCF_004010855.1_ASM401085v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004010855.1/GCF_004010855.1_ASM401085v1_genomic.fna.gz
GCF_004010875.1	PRJNA224116	SAMN08556030			na		1314	1314	Streptococcus pyogenes	strain=MGAS28085		latest	Complete Genome	Major	Full	2019/01/10	ASM401087v1	Houston Methodist Research Institute	GCA_004010875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/875/GCF_004010875.1_ASM401087v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004010875.1/GCF_004010875.1_ASM401087v1_genomic.fna.gz
GCF_004028355.1	PRJNA224116	SAMN08915690			na	assembly from type material	1314	1314	Streptococcus pyogenes	strain=CCUG 4207		latest	Complete Genome	Major	Full	2019/01/17	ASM402835v1	TAILORED-Treatment project	GCA_004028355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/355/GCF_004028355.1_ASM402835v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004028355.1/GCF_004028355.1_ASM402835v1_genomic.fna.gz
GCF_004123995.1	PRJNA224116	SAMN10172638			na		1314	1314	Streptococcus pyogenes	strain=TSPY155		latest	Complete Genome	Major	Full	2019/01/31	ASM412399v1	UTHSC/McGovern Medical School	GCA_004123995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/123/995/GCF_004123995.1_ASM412399v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004123995.1/GCF_004123995.1_ASM412399v1_genomic.fna.gz
GCF_004124015.1	PRJNA224116	SAMN10172691			na		1314	1314	Streptococcus pyogenes	strain=TSPY556		latest	Complete Genome	Major	Full	2019/01/31	ASM412401v1	UTHSC/McGovern Medical School	GCA_004124015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/015/GCF_004124015.1_ASM412401v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004124015.1/GCF_004124015.1_ASM412401v1_genomic.fna.gz
GCF_004124075.1	PRJNA224116	SAMN10172674			na		1314	1314	Streptococcus pyogenes	strain=TSPY453		latest	Complete Genome	Major	Full	2019/01/31	ASM412407v1	UTHSC/McGovern Medical School	GCA_004124075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/075/GCF_004124075.1_ASM412407v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004124075.1/GCF_004124075.1_ASM412407v1_genomic.fna.gz
GCF_004124115.1	PRJNA224116	SAMN10172651			na		1314	1314	Streptococcus pyogenes	strain=TSPY208		latest	Complete Genome	Major	Full	2019/01/31	ASM412411v1	UTHSC/McGovern Medical School	GCA_004124115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/115/GCF_004124115.1_ASM412411v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004124115.1/GCF_004124115.1_ASM412411v1_genomic.fna.gz
GCF_004124135.1	PRJNA224116	SAMN10172669			na		1314	1314	Streptococcus pyogenes	strain=TSPY165		latest	Complete Genome	Major	Full	2019/01/31	ASM412413v1	UTHSC/McGovern Medical School	GCA_004124135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/135/GCF_004124135.1_ASM412413v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004124135.1/GCF_004124135.1_ASM412413v1_genomic.fna.gz
GCF_004135875.1	PRJNA224116	SAMN10397505			na		1314	1314	Streptococcus pyogenes	strain=M75		latest	Complete Genome	Major	Full	2019/02/04	ASM413587v1	University of Melbourne	GCA_004135875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/875/GCF_004135875.1_ASM413587v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004135875.1/GCF_004135875.1_ASM413587v1_genomic.fna.gz
GCF_004153945.1	PRJNA224116	SAMN08555653			na		1314	1314	Streptococcus pyogenes	strain=MGAS8347		latest	Complete Genome	Major	Full	2019/02/11	ASM415394v1	Houston Methodist Research Institute	GCA_004153945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/153/945/GCF_004153945.1_ASM415394v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004153945.1/GCF_004153945.1_ASM415394v1_genomic.fna.gz
