to_annotate	gsize	nb_conts	L90
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163865.1_ASM516386v1_genomic.fna_prepare-split125N.fna	1887700	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164025.1_ASM516402v1_genomic.fna_prepare-split125N.fna	1806344	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164585.1_ASM516458v1_genomic.fna_prepare-split125N.fna	1834762	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164305.1_ASM516430v1_genomic.fna_prepare-split125N.fna	1806314	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164705.1_ASM516470v1_genomic.fna_prepare-split125N.fna	1835714	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164885.1_ASM516488v1_genomic.fna_prepare-split125N.fna	1764969	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165045.1_ASM516504v1_genomic.fna_prepare-split125N.fna	1758778	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165265.1_ASM516526v1_genomic.fna_prepare-split125N.fna	1839531	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165385.1_ASM516538v1_genomic.fna_prepare-split125N.fna	1797172	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014191695.1_ASM1419169v1_genomic.fna_prepare-split125N.fna	1900555	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005222545.1_ASM522254v1_genomic.fna_prepare-split125N.fna	1747924	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_006364235.1_ASM636423v1_genomic.fna_prepare-split125N.fna	1914862	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_006740645.1_ASM674064v2_genomic.fna_prepare-split125N.fna	1778005	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009664495.1_ASM966449v1_genomic.fna_prepare-split125N.fna	1746807	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009738475.1_ASM973847v1_genomic.fna_prepare-split125N.fna	1741943	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009738495.1_ASM973849v1_genomic.fna_prepare-split125N.fna	1742165	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009832845.1_ASM983284v1_genomic.fna_prepare-split125N.fna	2010300	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_011290565.1_ASM1129056v1_genomic.fna_prepare-split125N.fna	1832686	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_012572265.1_ASM1257226v1_genomic.fna_prepare-split125N.fna	1835779	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_013306985.1_ASM1330698v1_genomic.fna_prepare-split125N.fna	1890399	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014191835.1_ASM1419183v1_genomic.fna_prepare-split125N.fna	1853362	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014192005.1_ASM1419200v1_genomic.fna_prepare-split125N.fna	1854597	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014192175.1_ASM1419217v1_genomic.fna_prepare-split125N.fna	1747400	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014218015.1_ASM1421801v1_genomic.fna_prepare-split125N.fna	1918725	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495925.1_ASM1449592v1_genomic.fna_prepare-split125N.fna	1865571	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495945.1_ASM1449594v1_genomic.fna_prepare-split125N.fna	1932413	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495965.1_ASM1449596v1_genomic.fna_prepare-split125N.fna	1909430	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495985.1_ASM1449598v1_genomic.fna_prepare-split125N.fna	1859391	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016126835.1_ASM1612683v1_genomic.fna_prepare-split125N.fna	1862424	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549335.1_ASM1654933v1_genomic.fna_prepare-split125N.fna	1897111	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549355.1_ASM1654935v1_genomic.fna_prepare-split125N.fna	1897124	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549375.1_ASM1654937v1_genomic.fna_prepare-split125N.fna	1897129	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_017132795.1_ASM1713279v1_genomic.fna_prepare-split125N.fna	1831274	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474455.1_42017_D01_genomic.fna_prepare-split125N.fna	1906873	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474645.1_41767_A01_genomic.fna_prepare-split125N.fna	1921448	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474745.1_41800_E02_genomic.fna_prepare-split125N.fna	1808384	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474765.1_41800_G01_genomic.fna_prepare-split125N.fna	1862643	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474775.1_41800_G02_genomic.fna_prepare-split125N.fna	1744145	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474795.1_41767_B01_genomic.fna_prepare-split125N.fna	1921169	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474815.1_41800_F01_genomic.fna_prepare-split125N.fna	1797476	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474825.1_41800_B02_genomic.fna_prepare-split125N.fna	1756406	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474835.1_41800_H02_genomic.fna_prepare-split125N.fna	1808407	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474845.1_41906_C02_genomic.fna_prepare-split125N.fna	1848740	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474855.1_41825_E01_genomic.fna_prepare-split125N.fna	1864452	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474865.1_41906_D02_genomic.fna_prepare-split125N.fna	1768863	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474885.1_41851_E01_genomic.fna_prepare-split125N.fna	1875632	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474895.1_42042_C02_genomic.fna_prepare-split125N.fna	1845052	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474925.1_41885_G01_genomic.fna_prepare-split125N.fna	1851237	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474915.1_41851_G01_genomic.fna_prepare-split125N.fna	1793034	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474935.1_41851_F01_genomic.fna_prepare-split125N.fna	1805495	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474945.1_42017_E01_genomic.fna_prepare-split125N.fna	1786462	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474955.1_41800_H01_genomic.fna_prepare-split125N.fna	1921449	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474965.1_41825_D01_genomic.fna_prepare-split125N.fna	1796043	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474975.1_41906_B02_genomic.fna_prepare-split125N.fna	1857727	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474995.1_41906_H01_genomic.fna_prepare-split125N.fna	1838787	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475005.1_41906_F02_genomic.fna_prepare-split125N.fna	1827653	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475035.1_41965_F01_genomic.fna_prepare-split125N.fna	1746380	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475075.1_42290_F02_genomic.fna_prepare-split125N.fna	1898595	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475085.1_42206_C01_genomic.fna_prepare-split125N.fna	1915789	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475105.1_41975_C01_genomic.fna_prepare-split125N.fna	1766320	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475115.1_42197_A01_genomic.fna_prepare-split125N.fna	1891095	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475135.1_41906_H02_genomic.fna_prepare-split125N.fna	1752074	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475155.1_41975_A01_genomic.fna_prepare-split125N.fna	1751353	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475165.1_42731_D01_genomic.fna_prepare-split125N.fna	1931144	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475175.1_42912_A02_genomic.fna_prepare-split125N.fna	1906305	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475335.1_42912_D01_genomic.fna_prepare-split125N.fna	1829590	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475425.1_43908_F01_genomic.fna_prepare-split125N.fna	1764453	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475455.1_44451_G01_genomic.fna_prepare-split125N.fna	1908146	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475465.1_42969_C01_genomic.fna_prepare-split125N.fna	1811249	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475475.1_44503_G02_genomic.fna_prepare-split125N.fna	1847336	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475485.1_42969_E01_genomic.fna_prepare-split125N.fna	1863040	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475495.1_44626_H01_genomic.fna_prepare-split125N.fna	1934623	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475565.1_42912_A01_genomic.fna_prepare-split125N.fna	1785401	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475525.1_44738_D02_genomic.fna_prepare-split125N.fna	1846983	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475615.1_44451_E01_genomic.fna_prepare-split125N.fna	1822334	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475645.1_44927_B01_genomic.fna_prepare-split125N.fna	1795272	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475705.1_44858_B01_genomic.fna_prepare-split125N.fna	1808803	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475765.1_46931_G01_genomic.fna_prepare-split125N.fna	1913208	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475785.1_46514_A03_genomic.fna_prepare-split125N.fna	1789295	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475795.1_46514_A02_genomic.fna_prepare-split125N.fna	1790372	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475865.1_46338_A02_genomic.fna_prepare-split125N.fna	1785880	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475875.1_47297_B01_genomic.fna_prepare-split125N.fna	1819726	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475925.1_46514_A01_genomic.fna_prepare-split125N.fna	1756874	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475955.1_45889_E01_genomic.fna_prepare-split125N.fna	1834863	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900475985.1_47297_C01_genomic.fna_prepare-split125N.fna	1891258	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900476015.1_50279_C02_genomic.fna_prepare-split125N.fna	1796907	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900608505.1_Chr_1_genomic.fna_prepare-split125N.fna	1877450	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619585.1_5448_genomic.fna_prepare-split125N.fna	1829838	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619595.1_SP444_genomic.fna_prepare-split125N.fna	1823047	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619605.1_HKU419_genomic.fna_prepare-split125N.fna	1943295	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619615.1_PS003_genomic.fna_prepare-split125N.fna	1909563	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900619625.1_PS006_genomic.fna_prepare-split125N.fna	1854706	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900636485.1_42290_G02_genomic.fna_prepare-split125N.fna	1900813	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900636725.1_43908_B01_genomic.fna_prepare-split125N.fna	1834173	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_901472475.1_35891_A01_genomic.fna_prepare-split125N.fna	1858171	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_901482645.1_42017_F01_genomic.fna_prepare-split125N.fna	1819777	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000006785.2_ASM678v2_genomic.fna_prepare-split125N.fna	1852433	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000009385.1_ASM938v1_genomic.fna_prepare-split125N.fna	1841271	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000007285.1_ASM728v1_genomic.fna_prepare-split125N.fna	1895017	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011285.1_ASM1128v1_genomic.fna_prepare-split125N.fna	1894275	1	1
