orf_name,sim_pp1,family,orf_L,orf_R,orf_bp,aas,ori
Gen_e7ad1d51_21_00763,98.91% ISEc1_aa1,ISAs1,759572,759294,279,92,-
Gen_e7ad1d51_21_00785,100% ISEc27_aa1,IS3 ssgr IS2,784363,784728,366,121,+
Gen_e7ad1d51_21_00786,100% IS2_aa2,IS3 ssgr IS2,784686,785591,906,301,+
Gen_e7ad1d51_21_00825,99.54% IS4_aa1,IS4 ssgr IS4,819662,820990,1329,442,+
Gen_e7ad1d51_21_00877,100% IS630_aa1,IS630,879172,880203,1032,343,+
Gen_e7ad1d51_21_00878,99.23% ISEc27_aa1,IS3 ssgr IS2,880184,880618,435,144,+
Gen_e7ad1d51_21_00879,100% IS2_aa2,IS3 ssgr IS2,880576,881481,906,301,+
Gen_e7ad1d51_21_00885,100% IS2_aa2,IS3 ssgr IS2,884887,883982,906,301,-
Gen_e7ad1d51_21_00886,100% ISEc27_aa1,IS3 ssgr IS2,885210,884845,366,121,-
Gen_e7ad1d51_21_00891,70.76% ISPlu15_aa1,ISNCY ssgr ISPlu15,889653,888700,954,317,-
Gen_e7ad1d51_21_00987,99.63% ISSd1_aa2,IS3 ssgr IS3,999148,998330,819,272,-
Gen_e7ad1d51_21_00988,100% ISSfl10_aa1,IS3 ssgr IS3,999486,999184,303,100,-
Gen_e7ad1d51_21_01013,100% ISSso6_aa1,IS110 ssgr IS1111,1025250,1025639,390,129,+
Gen_e7ad1d51_21_01014,100% IS21_aa2,IS21,1026446,1025649,798,265,-
Gen_e7ad1d51_21_01015,98.97% IS21_aa1,IS21,1027618,1026446,1173,390,-
Gen_e7ad1d51_21_01016,98.15% ISSso6_aa1,IS110 ssgr IS1111,1027684,1028511,828,275,+
Gen_e7ad1d51_21_01073,99.37% IS1S_aa2,IS1,1082406,1083035,630,209,+
Gen_e7ad1d51_21_01080,49.39% ISSme2_aa2,IS21,1086758,1087495,738,245,+
Gen_e7ad1d51_21_01097,100% IS600_aa1,IS3 ssgr IS3,1104484,1104786,303,100,+
Gen_e7ad1d51_21_01098,99.63% IS600_aa3,IS3 ssgr IS3,1104822,1105640,819,272,+
Gen_e7ad1d51_21_01106,98.99% ISEc20_aa1,IS110,1113638,1114834,1197,398,+
Gen_e7ad1d51_21_01116,100% IS630_aa1,IS630,1124623,1123592,1032,343,-
Gen_e7ad1d51_21_01123,100% ISEc27_aa3,IS3 ssgr IS2,1130252,1130581,330,109,+
Gen_e7ad1d51_21_01124,100% IS2_aa2,IS3 ssgr IS2,1130559,1131479,921,306,+
Gen_e7ad1d51_21_01126,100% IS1X2_aa3,IS1,1132774,1132565,210,69,-
Gen_e7ad1d51_21_01134,99.04% IS911_aa2,IS3 ssgr IS3,1142268,1141615,654,217,-
Gen_e7ad1d51_21_01135,99% IS911_aa1,IS3 ssgr IS3,1142783,1142481,303,100,-
Gen_e7ad1d51_21_01136,100% IS600_aa1,IS3 ssgr IS3,1143061,1143363,303,100,+
Gen_e7ad1d51_21_01137,99.63% IS600_aa3,IS3 ssgr IS3,1143399,1144217,819,272,+
Gen_e7ad1d51_21_01153,100% IS21_aa2,IS21,1162797,1162117,681,226,-
Gen_e7ad1d51_21_01155,99.23% IS21_aa1,IS21,1164085,1162913,1173,390,-
Gen_e7ad1d51_21_01156,99.2% IS1S_aa3,IS1,1164224,1164601,378,125,+
Gen_e7ad1d51_21_01285,99.27% IS4_aa1,IS4 ssgr IS4,1287985,1287152,834,277,-
Gen_e7ad1d51_21_01286,100% IS4_aa1,IS4 ssgr IS4,1288323,1287964,360,119,-
Gen_e7ad1d51_21_01288,99.63% IS600_aa3,IS3 ssgr IS3,1289399,1288581,819,272,-
Gen_e7ad1d51_21_01289,100% ISSfl10_aa1,IS3 ssgr IS3,1289737,1289435,303,100,-
Gen_e7ad1d51_21_01292,100% ISEc27_aa1,IS3 ssgr IS2,1291380,1291745,366,121,+
Gen_e7ad1d51_21_01293,100% IS2_aa2,IS3 ssgr IS2,1291703,1292608,906,301,+
Gen_e7ad1d51_21_01295,100% IS600_aa1,IS3 ssgr IS3,1293567,1293869,303,100,+
Gen_e7ad1d51_21_01296,99.63% IS600_aa3,IS3 ssgr IS3,1293905,1294723,819,272,+
Gen_e7ad1d51_21_01311,99.66% IS2_aa2,IS3 ssgr IS2,1308973,1308068,906,301,-
Gen_e7ad1d51_21_01312,100% ISEc27_aa1,IS3 ssgr IS2,1309296,1308931,366,121,-
Gen_e7ad1d51_21_01394,100% ISSso6_aa1,IS110 ssgr IS1111,1395537,1396664,1128,375,+
Gen_e7ad1d51_21_01397,100% ISSso1_aa1,IS110 ssgr IS1111,1397880,1398899,1020,339,+
Gen_e7ad1d51_21_01510,97.77% IS1H_aa1,IS1,1525133,1525405,273,90,+
Gen_e7ad1d51_21_01514,100% IS21_aa2,IS21,1528021,1527224,798,265,-
Gen_e7ad1d51_21_01515,99.23% IS21_aa1,IS21,1529193,1528021,1173,390,-
Gen_e7ad1d51_21_01582,99.32% IS4_aa1,IS4 ssgr IS4,1591061,1592389,1329,442,+
Gen_e7ad1d51_21_01584,99.32% IS4_aa1,IS4 ssgr IS4,1594773,1593445,1329,442,-
Gen_e7ad1d51_21_01628,99.66% IS2_aa2,IS3 ssgr IS2,1641579,1640674,906,301,-
Gen_e7ad1d51_21_01629,100% ISEc27_aa1,IS3 ssgr IS2,1641902,1641537,366,121,-
Gen_e7ad1d51_21_01649,99.05% IS4_aa1,IS4 ssgr IS4,1660385,1659747,639,212,-
Gen_e7ad1d51_21_01650,99.54% IS4_aa1,IS4 ssgr IS4,1661074,1660382,693,230,-
Gen_e7ad1d51_21_01655,45% ISMno23_aa1,IS91,1666497,1665601,897,298,-
Gen_e7ad1d51_21_01691,100% ISEc27_aa1,IS3 ssgr IS2,1701118,1701483,366,121,+
Gen_e7ad1d51_21_01692,100% IS2_aa2,IS3 ssgr IS2,1701441,1702346,906,301,+
Gen_e7ad1d51_21_01704,98.97% IS21_aa1,IS21,1714727,1715899,1173,390,+
Gen_e7ad1d51_21_01705,100% IS21_aa2,IS21,1715899,1716696,798,265,+
Gen_e7ad1d51_21_01723,99.32% IS4_aa1,IS4 ssgr IS4,1735754,1734426,1329,442,-
Gen_e7ad1d51_21_01727,97.53% ISSso6_aa1,IS110 ssgr IS1111,1738969,1739526,558,185,+
Gen_e7ad1d51_21_01728,93.47% ISSso6_aa1,IS110 ssgr IS1111,1739649,1740056,408,135,+
Gen_e7ad1d51_21_01739,99% IS911_aa1,IS3 ssgr IS3,1751365,1751667,303,100,+
Gen_e7ad1d51_21_01740,99.04% IS911_aa2,IS3 ssgr IS3,1751880,1752533,654,217,+
Gen_e7ad1d51_21_01746,99.32% IS4_aa1,IS4 ssgr IS4,1757284,1755956,1329,442,-
Gen_e7ad1d51_21_01748,64.91% ISMno24_aa2,IS91,1758648,1758322,327,108,-
Gen_e7ad1d51_21_01749,48.31% ISTha3_aa2,IS91,1759299,1758763,537,178,-
Gen_e7ad1d51_21_01780,99.32% IS4_aa1,IS4 ssgr IS4,1790903,1792231,1329,442,+
Gen_e7ad1d51_21_01824,100% IS600_aa1,IS3 ssgr IS3,1840813,1841115,303,100,+
Gen_e7ad1d51_21_01825,99.26% IS600_aa3,IS3 ssgr IS3,1841152,1841970,819,272,+
Gen_e7ad1d51_21_01837,99.63% IS600_aa3,IS3 ssgr IS3,1852099,1851281,819,272,-
Gen_e7ad1d51_21_01838,100% IS600_aa1,IS3 ssgr IS3,1852437,1852135,303,100,-
Gen_e7ad1d51_21_01839,99.16% ISEc27_aa1,IS3 ssgr IS2,1852721,1853152,432,143,+
Gen_e7ad1d51_21_01840,100% IS2_aa2,IS3 ssgr IS2,1853157,1853948,792,263,+
Gen_e7ad1d51_21_01852,99.80% ISSso4_aa1,IS21,1868989,1870524,1536,511,+
Gen_e7ad1d51_21_01853,89.24% ISSso4_aa2,IS21,1870541,1871215,675,224,+
Gen_e7ad1d51_21_01916,99.05% IS4_aa1,IS4 ssgr IS4,1938491,1937853,639,212,-
Gen_e7ad1d51_21_01917,100% IS4_aa1,IS4 ssgr IS4,1939180,1938488,693,230,-
Gen_e7ad1d51_21_01924,100% IS2_aa2,IS3 ssgr IS2,1946583,1946203,381,126,-
Gen_e7ad1d51_21_01925,99.62% IS21_aa2,IS21,1947455,1946658,798,265,-
Gen_e7ad1d51_21_01926,99.23% IS21_aa1,IS21,1948627,1947455,1173,390,-
Gen_e7ad1d51_21_02001,99.54% IS4_aa1,IS4 ssgr IS4,2032244,2030916,1329,442,-
Gen_e7ad1d51_21_02017,49.39% IS643_aa2,IS21,2046903,2048306,1404,467,+
Gen_e7ad1d51_21_02040,96.59% IS609_aa2,IS200/IS605,2070265,2071413,1149,382,+
Gen_e7ad1d51_21_02061,92.64% IS1203_aa3,IS3 ssgr IS51,2090658,2090452,207,68,-
Gen_e7ad1d51_21_02062,97.5% IS629_aa3,IS3 ssgr IS51,2090919,2090674,246,81,-
Gen_e7ad1d51_21_02064,92.30% IS1203_aa1,IS3 ssgr IS51,2091433,2091158,276,91,-
Gen_e7ad1d51_21_02065,80.53% ISBmu5_aa2,IS3 ssgr IS150,2091844,2092293,450,149,+
Gen_e7ad1d51_21_02066,99% IS911_aa1,IS3 ssgr IS3,2092564,2092866,303,100,+
Gen_e7ad1d51_21_02067,99.04% IS911_aa2,IS3 ssgr IS3,2093079,2093732,654,217,+
Gen_e7ad1d51_21_02076,59.75% ISLpn6_aa1,IS4 ssgr IS50,2106198,2105695,504,167,-
Gen_e7ad1d51_21_02078,99.65% ISSso6_aa1,IS110 ssgr IS1111,2106789,2107673,885,294,+
Gen_e7ad1d51_21_02079,99.26% IS600_aa3,IS3 ssgr IS3,2108532,2107714,819,272,-
Gen_e7ad1d51_21_02080,100% IS600_aa1,IS3 ssgr IS3,2108870,2108568,303,100,-
Gen_e7ad1d51_21_02082,94.53% IS629_aa2,IS3 ssgr IS51,2110075,2109689,387,128,-
Gen_e7ad1d51_21_02083,100% IS629_aa2,IS3 ssgr IS51,2110572,2110219,354,117,-
Gen_e7ad1d51_21_02084,100% IS629_aa1,IS3 ssgr IS51,2110898,2110572,327,108,-
Gen_e7ad1d51_21_02085,100% ISEc27_aa1,IS3 ssgr IS2,2111146,2111511,366,121,+
Gen_e7ad1d51_21_02086,98.83% IS2_aa2,IS3 ssgr IS2,2111469,2112002,534,177,+
Gen_e7ad1d51_21_02087,99.23% IS21_aa1,IS21,2112084,2113256,1173,390,+
Gen_e7ad1d51_21_02088,100% IS21_aa2,IS21,2113256,2114053,798,265,+
Gen_e7ad1d51_21_02090,100% IS600_aa1,IS3 ssgr IS3,2115117,2115419,303,100,+
Gen_e7ad1d51_21_02091,99.63% IS600_aa3,IS3 ssgr IS3,2115455,2116273,819,272,+
Gen_e7ad1d51_21_02092,100% ISEc27_aa1,IS3 ssgr IS2,2116509,2116874,366,121,+
Gen_e7ad1d51_21_02093,100% IS2_aa2,IS3 ssgr IS2,2116832,2117737,906,301,+
Gen_e7ad1d51_21_02112,99.54% IS4_aa1,IS4 ssgr IS4,2137695,2138387,693,230,+
Gen_e7ad1d51_21_02113,99.05% IS4_aa1,IS4 ssgr IS4,2138384,2139022,639,212,+
Gen_e7ad1d51_21_02138,46.92% ISVsa17_aa1,ISNCY ssgr ISPlu15,2164369,2164055,315,104,-
Gen_e7ad1d51_21_02140,80% ISVsa17_aa1,ISNCY ssgr ISPlu15,2165710,2165066,645,214,-
Gen_e7ad1d51_21_02221,99.23% IS21_aa1,IS21,2242309,2243481,1173,390,+
Gen_e7ad1d51_21_02222,100% IS21_aa2,IS21,2243481,2244278,798,265,+
Gen_e7ad1d51_21_02310,99.32% IS4_aa1,IS4 ssgr IS4,2315213,2316541,1329,442,+
Gen_e7ad1d51_21_02327,51.14% ISSm4_aa2,ISL3,2331678,2331199,480,159,-
Gen_e7ad1d51_21_02370,100% IS21_aa2,IS21,2374493,2374050,444,147,-
Gen_e7ad1d51_21_02371,100% IS21_aa2,IS21,2374729,2374502,228,75,-
Gen_e7ad1d51_21_02373,98.97% IS21_aa1,IS21,2376017,2374845,1173,390,-
Gen_e7ad1d51_21_02401,100% IS2_aa2,IS3 ssgr IS2,2404147,2403242,906,301,-
Gen_e7ad1d51_21_02402,100% ISEc27_aa1,IS3 ssgr IS2,2404470,2404105,366,121,-
Gen_e7ad1d51_21_02406,99.26% ISSd1_aa2,IS3 ssgr IS3,2409675,2408857,819,272,-
Gen_e7ad1d51_21_02407,100% ISSfl10_aa1,IS3 ssgr IS3,2410013,2409711,303,100,-
Gen_e7ad1d51_21_02442,92.73% IS630_aa1,IS630,2442501,2443229,729,242,+
Gen_e7ad1d51_21_02462,98.42% ISSso6_aa1,IS110 ssgr IS1111,2463929,2465017,1089,362,+
Gen_e7ad1d51_21_02467,100% ISSso1_aa1,IS110 ssgr IS1111,2469795,2470814,1020,339,+
Gen_e7ad1d51_21_02479,100% IS630_aa1,IS630,2487663,2486632,1032,343,-
Gen_e7ad1d51_21_02484,99.54% IS4_aa1,IS4 ssgr IS4,2492186,2493514,1329,442,+
Gen_e7ad1d51_21_02493,71.83% IS4_aa1,IS4 ssgr IS4,2501114,2501329,216,71,+
Gen_e7ad1d51_21_02494,100% IS21_aa2,IS21,2502086,2501289,798,265,-
Gen_e7ad1d51_21_02495,99.37% IS21_aa1,IS21,2502565,2502086,480,159,-
Gen_e7ad1d51_21_02496,98.61% IS21_aa1,IS21,2503257,2502559,699,232,-
Gen_e7ad1d51_21_02497,99.01% IS4_aa1,IS4 ssgr IS4,2503298,2504575,1278,425,+
Gen_e7ad1d51_21_02518,99.41% IS630_aa1,IS630,2527938,2528969,1032,343,+
Gen_e7ad1d51_21_02523,100% ISEc27_aa1,IS3 ssgr IS2,2531903,2532268,366,121,+
Gen_e7ad1d51_21_02524,100% IS2_aa2,IS3 ssgr IS2,2532226,2533131,906,301,+
Gen_e7ad1d51_21_02577,100% IS630_aa1,IS630,2583081,2584112,1032,343,+
Gen_e7ad1d51_21_02595,100% IS630_aa1,IS630,2599616,2600647,1032,343,+
Gen_e7ad1d51_21_02663,53.84% ISMno24_aa2,IS91,2664227,2665123,897,298,+
Gen_e7ad1d51_21_02671,100% IS630_aa1,IS630,2673123,2674154,1032,343,+
Gen_e7ad1d51_21_02680,100% IS600_aa1,IS3 ssgr IS3,2683811,2684113,303,100,+
Gen_e7ad1d51_21_02681,99.63% IS600_aa3,IS3 ssgr IS3,2684149,2684967,819,272,+
Gen_e7ad1d51_21_02682,96.17% IS4_aa1,IS4 ssgr IS4,2685072,2685587,516,171,+
Gen_e7ad1d51_21_02683,98.91% IS4_aa1,IS4 ssgr IS4,2685566,2686399,834,277,+
Gen_e7ad1d51_21_02701,99.66% IS2_aa2,IS3 ssgr IS2,2707481,2706576,906,301,-
Gen_e7ad1d51_21_02702,100% ISEc27_aa1,IS3 ssgr IS2,2707804,2707439,366,121,-
Gen_e7ad1d51_21_02726,98.94% IS4_aa1,IS4 ssgr IS4,2730537,2729965,573,190,-
Gen_e7ad1d51_21_02727,98.39% IS4_aa1,IS4 ssgr IS4,2731292,2730534,759,252,-
Gen_e7ad1d51_21_02728,100% IS600_aa1,IS3 ssgr IS3,2731418,2731720,303,100,+
Gen_e7ad1d51_21_02729,99.63% IS600_aa3,IS3 ssgr IS3,2731756,2732574,819,272,+
Gen_e7ad1d51_21_02787,99.54% IS4_aa1,IS4 ssgr IS4,2798770,2797442,1329,442,-
Gen_e7ad1d51_21_02790,99.63% ISSd1_aa2,IS3 ssgr IS3,2801457,2800639,819,272,-
Gen_e7ad1d51_21_02791,100% ISSfl10_aa1,IS3 ssgr IS3,2801795,2801493,303,100,-
Gen_e7ad1d51_21_02815,99.63% IS600_aa3,IS3 ssgr IS3,2826351,2825533,819,272,-
Gen_e7ad1d51_21_02816,100% ISSfl10_aa1,IS3 ssgr IS3,2826689,2826387,303,100,-
Gen_e7ad1d51_21_02821,98.99% ISEc20_aa1,IS110,2830271,2829075,1197,398,-
Gen_e7ad1d51_21_02917,98.99% ISEc20_aa1,IS110,2915052,2913856,1197,398,-
Gen_e7ad1d51_21_02936,100% ISEc27_aa1,IS3 ssgr IS2,2934205,2934570,366,121,+
Gen_e7ad1d51_21_02937,99.00% IS2_aa2,IS3 ssgr IS2,2934528,2935433,906,301,+
Gen_e7ad1d51_21_02955,96.17% IS4_aa1,IS4 ssgr IS4,2945496,2946011,516,171,+
Gen_e7ad1d51_21_02956,96.31% IS4_aa1,IS4 ssgr IS4,2945990,2946619,630,209,+
Gen_e7ad1d51_21_02957,100% IS2_aa2,IS3 ssgr IS2,2947449,2946544,906,301,-
Gen_e7ad1d51_21_02958,100% ISEc27_aa1,IS3 ssgr IS2,2947772,2947407,366,121,-
Gen_e7ad1d51_21_02959,100% IS4_aa1,IS4 ssgr IS4,2947899,2948159,261,86,+
Gen_e7ad1d51_21_02973,100% IS21_aa2,IS21,2960464,2959667,798,265,-
Gen_e7ad1d51_21_02974,99.23% IS21_aa1,IS21,2961636,2960464,1173,390,-
Gen_e7ad1d51_21_02976,100% ISSfl10_aa1,IS3 ssgr IS3,2961917,2962120,204,67,+
Gen_e7ad1d51_21_02977,100% IS600_aa1,IS3 ssgr IS3,2962172,2962474,303,100,+
Gen_e7ad1d51_21_02978,99.26% IS600_aa3,IS3 ssgr IS3,2962510,2963328,819,272,+
Gen_e7ad1d51_21_02986,99.32% IS4_aa1,IS4 ssgr IS4,2971033,2969705,1329,442,-
Gen_e7ad1d51_21_03010,98.89% IS600_aa3,IS3 ssgr IS3,2989047,2988229,819,272,-
Gen_e7ad1d51_21_03011,100% ISSfl10_aa1,IS3 ssgr IS3,2989385,2989083,303,100,-
Gen_e7ad1d51_21_03013,99.27% IS4_aa1,IS4 ssgr IS4,2990746,2989913,834,277,-
Gen_e7ad1d51_21_03014,96.81% IS4_aa1,IS4 ssgr IS4,2991240,2990725,516,171,-
Gen_e7ad1d51_21_03035,99.26% IS600_aa3,IS3 ssgr IS3,3017912,3017094,819,272,-
Gen_e7ad1d51_21_03036,100% IS600_aa1,IS3 ssgr IS3,3018250,3017948,303,100,-
Gen_e7ad1d51_21_03052,97.72% ISEc37_aa1,IS91,3032350,3031163,1188,395,-
Gen_e7ad1d51_21_03055,99.23% IS21_aa1,IS21,3032791,3033963,1173,390,+
Gen_e7ad1d51_21_03056,100% IS21_aa2,IS21,3033963,3034760,798,265,+
Gen_e7ad1d51_21_03057,97.22% IS1203_aa1,IS3 ssgr IS51,3035141,3035467,327,108,+
Gen_e7ad1d51_21_03058,98.98% IS629_aa2,IS3 ssgr IS51,3035467,3036354,888,295,+
Gen_e7ad1d51_21_03067,99.63% IS600_aa3,IS3 ssgr IS3,3043125,3042307,819,272,-
Gen_e7ad1d51_21_03068,100% ISSfl10_aa1,IS3 ssgr IS3,3043463,3043161,303,100,-
Gen_e7ad1d51_21_03069,100% ISSso6_aa1,IS110 ssgr IS1111,3043594,3044721,1128,375,+
Gen_e7ad1d51_21_03071,100% ISEc8_aa1,IS66,3045849,3046229,381,126,+
Gen_e7ad1d51_21_03072,98.26% ISEc8_aa2,IS66,3046226,3046573,348,115,+
Gen_e7ad1d51_21_03073,96.87% ISEc8_aa3,IS66,3046623,3048161,1539,512,+
Gen_e7ad1d51_21_03080,100% IS2_aa2,IS3 ssgr IS2,3056865,3055960,906,301,-
Gen_e7ad1d51_21_03081,99.17% IS2_aa1,IS3 ssgr IS2,3057188,3056823,366,121,-
Gen_e7ad1d51_21_03086,100% IS629_aa1,IS3 ssgr IS51,3060180,3060506,327,108,+
Gen_e7ad1d51_21_03087,99.66% IS629_aa2,IS3 ssgr IS51,3060506,3061393,888,295,+
Gen_e7ad1d51_21_03088,100% ISSso6_aa1,IS110 ssgr IS1111,3061768,3062895,1128,375,+
Gen_e7ad1d51_21_03089,100% IS600_aa1,IS3 ssgr IS3,3063492,3063794,303,100,+
Gen_e7ad1d51_21_03090,99.26% IS600_aa3,IS3 ssgr IS3,3063830,3064648,819,272,+
Gen_e7ad1d51_21_03091,98.26% ISEc8_aa2,IS66,3064887,3065234,348,115,+
Gen_e7ad1d51_21_03092,100% ISEc22_aa3,IS66,3065284,3065742,459,152,+
Gen_e7ad1d51_21_03097,82.44% ISPa38_aa1,Tn3,3070038,3070436,399,132,+
Gen_e7ad1d51_21_03173,98.99% ISEc20_aa1,IS110,3157571,3156375,1197,398,-
Gen_e7ad1d51_21_03244,99.32% IS4_aa1,IS4 ssgr IS4,3229451,3228123,1329,442,-
Gen_e7ad1d51_21_03301,99.32% IS4_aa1,IS4 ssgr IS4,3286612,3285284,1329,442,-
Gen_e7ad1d51_21_03302,99% IS911_aa1,IS3 ssgr IS3,3287176,3287478,303,100,+
Gen_e7ad1d51_21_03303,99.04% IS911_aa2,IS3 ssgr IS3,3287691,3288344,654,217,+
Gen_e7ad1d51_21_03311,100% IS21_aa2,IS21,3294378,3293581,798,265,-
Gen_e7ad1d51_21_03312,98.97% IS21_aa1,IS21,3295550,3294378,1173,390,-
Gen_e7ad1d51_21_03328,99.16% ISEc27_aa1,IS3 ssgr IS2,3304186,3304617,432,143,+
Gen_e7ad1d51_21_03329,100% IS2_aa2,IS3 ssgr IS2,3304622,3305413,792,263,+
Gen_e7ad1d51_21_03357,99.14% ISEc48_aa2,IS3 ssgr IS2,3332481,3332128,354,117,-
Gen_e7ad1d51_21_03358,79.10% ISEhe3_aa1,IS3 ssgr IS51,3332644,3332859,216,71,+
Gen_e7ad1d51_21_03367,98.74% ISEc20_aa1,IS110,3339616,3338420,1197,398,-
Gen_e7ad1d51_21_03407,62.60% ISVsa17_aa1,ISNCY ssgr ISPlu15,3380309,3380929,621,206,+
Gen_e7ad1d51_21_03467,68.12% ISVsa17_aa1,ISNCY ssgr ISPlu15,3441634,3440732,903,300,-
