orf_name,sim_pp1,family,orf_L,orf_R,orf_bp,aas,ori
Gen_e42edad5_17_00258,98.89% IS600_aa3,IS3 ssgr IS3,272084,272902,819,272,+
Gen_e42edad5_17_00266,99% IS911_aa1,IS3 ssgr IS3,277150,277452,303,100,+
Gen_e42edad5_17_00267,97.22% IS1203_aa1,IS3 ssgr IS51,277652,277978,327,108,+
Gen_e42edad5_17_00268,98.64% IS629_aa2,IS3 ssgr IS51,277978,278865,888,295,+
Gen_e42edad5_17_00271,99% ISSd1_aa1,IS3 ssgr IS3,279878,280180,303,100,+
Gen_e42edad5_17_00272,100% IS2_aa2,IS3 ssgr IS2,281181,280276,906,301,-
Gen_e42edad5_17_00273,100% ISEc27_aa1,IS3 ssgr IS2,281504,281139,366,121,-
Gen_e42edad5_17_00274,97.91% ISSd1_aa3,IS3 ssgr IS3,281657,282388,732,243,+
Gen_e42edad5_17_00275,100% IS1X2_aa2,IS1,282999,283502,504,167,+
Gen_e42edad5_17_00279,100% IS1X2_aa2,IS1,287306,287809,504,167,+
Gen_e42edad5_17_00286,100% IS1X2_aa2,IS1,293316,292813,504,167,-
Gen_e42edad5_17_00287,100% ISEc27_aa1,IS3 ssgr IS2,293846,294211,366,121,+
Gen_e42edad5_17_00288,100% IS2_aa2,IS3 ssgr IS2,294169,295074,906,301,+
Gen_e42edad5_17_00289,98.08% IS911_aa2,IS3 ssgr IS3,295756,295103,654,217,-
Gen_e42edad5_17_00290,99% IS911_aa1,IS3 ssgr IS3,296271,295969,303,100,-
Gen_e42edad5_17_00367,100% ISSso1_aa1,IS110 ssgr IS1111,373865,374884,1020,339,+
Gen_e42edad5_17_00376,100% IS1X2_aa2,IS1,381988,382491,504,167,+
Gen_e42edad5_17_00378,100% IS2_aa2,IS3 ssgr IS2,384926,384021,906,301,-
Gen_e42edad5_17_00379,100% ISEc27_aa1,IS3 ssgr IS2,385249,384884,366,121,-
Gen_e42edad5_17_00380,100% ISSd1_aa1,IS3 ssgr IS3,385406,385708,303,100,+
Gen_e42edad5_17_00381,98.52% IS600_aa3,IS3 ssgr IS3,385744,386562,819,272,+
Gen_e42edad5_17_00404,100% IS1X2_aa2,IS1,411737,412240,504,167,+
Gen_e42edad5_17_00427,97.22% IS1203_aa1,IS3 ssgr IS51,435609,435935,327,108,+
Gen_e42edad5_17_00428,98.64% IS629_aa2,IS3 ssgr IS51,435935,436822,888,295,+
Gen_e42edad5_17_00429,97.79% IS1X2_aa3,IS1,436788,437258,471,156,+
Gen_e42edad5_17_00431,89.34% ISErsp1_aa1,IS481,439003,438632,372,123,-
Gen_e42edad5_17_00433,100% IS1X2_aa2,IS1,440677,441180,504,167,+
Gen_e42edad5_17_00440,100% IS1X2_aa2,IS1,445827,446330,504,167,+
Gen_e42edad5_17_00455,99.66% IS2_aa2,IS3 ssgr IS2,457600,456695,906,301,-
Gen_e42edad5_17_00456,100% ISEc27_aa1,IS3 ssgr IS2,457923,457558,366,121,-
Gen_e42edad5_17_00458,100% IS1X2_aa2,IS1,459334,458831,504,167,-
Gen_e42edad5_17_00461,100% ISSd1_aa1,IS3 ssgr IS3,460210,460497,288,95,+
Gen_e42edad5_17_00462,98.18% ISSd1_aa3,IS3 ssgr IS3,460547,461383,837,278,+
Gen_e42edad5_17_00465,100% IS1X2_aa2,IS1,462876,462373,504,167,-
Gen_e42edad5_17_00499,99.40% IS1X2_aa2,IS1,501474,500971,504,167,-
Gen_e42edad5_17_00501,100% IS1X2_aa2,IS1,502777,502274,504,167,-
Gen_e42edad5_17_00502,100% IS2_aa2,IS3 ssgr IS2,503965,503060,906,301,-
Gen_e42edad5_17_00503,100% ISEc27_aa1,IS3 ssgr IS2,504288,503923,366,121,-
Gen_e42edad5_17_00548,99.04% IS911_aa2,IS3 ssgr IS3,546028,545375,654,217,-
Gen_e42edad5_17_00549,99% IS911_aa1,IS3 ssgr IS3,546543,546241,303,100,-
Gen_e42edad5_17_00558,100% IS1X2_aa2,IS1,555185,555688,504,167,+
Gen_e42edad5_17_00603,100% ISEc27_aa1,IS3 ssgr IS2,601172,601537,366,121,+
Gen_e42edad5_17_00604,99.66% IS2_aa2,IS3 ssgr IS2,601495,602400,906,301,+
Gen_e42edad5_17_00605,100% IS1X2_aa3,IS1,602385,602837,453,150,+
Gen_e42edad5_17_00616,100% IS1X2_aa2,IS1,613525,613022,504,167,-
Gen_e42edad5_17_00631,100% IS1X2_aa2,IS1,630779,630276,504,167,-
Gen_e42edad5_17_00652,56.68% TnShfr1_aa1,Tn3,645643,644702,942,313,-
Gen_e42edad5_17_00667,98.08% IS911_aa2,IS3 ssgr IS3,660755,660102,654,217,-
Gen_e42edad5_17_00668,97.22% IS1203_aa1,IS3 ssgr IS51,660994,661320,327,108,+
Gen_e42edad5_17_00669,98.64% IS629_aa2,IS3 ssgr IS51,661320,662207,888,295,+
Gen_e42edad5_17_00670,97% IS911_aa1,IS3 ssgr IS3,662583,662281,303,100,-
Gen_e42edad5_17_00671,100% IS1X2_aa2,IS1,663512,663009,504,167,-
Gen_e42edad5_17_00672,98.89% IS600_aa3,IS3 ssgr IS3,664877,664059,819,272,-
Gen_e42edad5_17_00673,100% ISSd1_aa1,IS3 ssgr IS3,665214,664927,288,95,-
Gen_e42edad5_17_00679,99.40% IS1X2_aa2,IS1,666601,667104,504,167,+
Gen_e42edad5_17_00680,97.19% IS911_aa2,IS3 ssgr IS3,667637,667098,540,179,-
Gen_e42edad5_17_00681,99% IS911_aa1,IS3 ssgr IS3,668152,667850,303,100,-
Gen_e42edad5_17_00686,99.26% IS600_aa3,IS3 ssgr IS3,670676,669858,819,272,-
Gen_e42edad5_17_00687,100% ISSd1_aa1,IS3 ssgr IS3,671014,670712,303,100,-
Gen_e42edad5_17_00689,100% ISSd1_aa1,IS3 ssgr IS3,672422,672724,303,100,+
Gen_e42edad5_17_00690,99.26% IS600_aa3,IS3 ssgr IS3,672760,673578,819,272,+
Gen_e42edad5_17_00695,93.61% IS682_aa1,IS66,677122,677541,420,139,+
Gen_e42edad5_17_00696,99.13% IS682_aa2,IS66,677538,677888,351,116,+
Gen_e42edad5_17_00697,96.46% ISEc43_aa3,IS66,677919,679511,1593,530,+
Gen_e42edad5_17_00698,99.2% IS2_aa2,IS3 ssgr IS2,680286,679498,789,262,-
Gen_e42edad5_17_00699,100% ISEc27_aa1,IS3 ssgr IS2,680609,680244,366,121,-
Gen_e42edad5_17_00704,99.26% IS600_aa3,IS3 ssgr IS3,684075,683257,819,272,-
Gen_e42edad5_17_00705,100% ISSd1_aa1,IS3 ssgr IS3,684412,684125,288,95,-
Gen_e42edad5_17_00713,100% IS1X2_aa2,IS1,691505,692008,504,167,+
Gen_e42edad5_17_00732,100% IS1X2_aa2,IS1,709779,710282,504,167,+
Gen_e42edad5_17_00753,99.32% IS4_aa1,IS4 ssgr IS4,731761,730433,1329,442,-
Gen_e42edad5_17_00758,98.99% ISEc20_aa1,IS110,737372,736176,1197,398,-
Gen_e42edad5_17_00785,100% IS1X2_aa2,IS1,766078,766581,504,167,+
Gen_e42edad5_17_00790,99.66% IS2_aa2,IS3 ssgr IS2,771371,770466,906,301,-
Gen_e42edad5_17_00791,100% ISEc27_aa1,IS3 ssgr IS2,771694,771329,366,121,-
Gen_e42edad5_17_00804,97.60% IS911_aa2,IS3 ssgr IS3,781953,781300,654,217,-
Gen_e42edad5_17_00805,98% IS911_aa1,IS3 ssgr IS3,782468,782166,303,100,-
Gen_e42edad5_17_00807,98.64% IS629_aa2,IS3 ssgr IS51,784526,783639,888,295,-
Gen_e42edad5_17_00808,97.22% IS1203_aa1,IS3 ssgr IS51,784852,784526,327,108,-
Gen_e42edad5_17_00809,100% IS1X2_aa2,IS1,785422,784919,504,167,-
Gen_e42edad5_17_00815,98% IS911_aa1,IS3 ssgr IS3,787086,787388,303,100,+
Gen_e42edad5_17_00816,97.60% IS911_aa2,IS3 ssgr IS3,787601,788254,654,217,+
Gen_e42edad5_17_00838,100% IS1X2_aa2,IS1,803830,804333,504,167,+
Gen_e42edad5_17_00840,74.17% ISPa38_aa1,Tn3,805276,805842,567,188,+
Gen_e42edad5_17_00898,97.22% IS1203_aa1,IS3 ssgr IS51,869048,869374,327,108,+
Gen_e42edad5_17_00899,98.64% IS629_aa2,IS3 ssgr IS51,869374,870261,888,295,+
Gen_e42edad5_17_00904,98.08% IS911_aa2,IS3 ssgr IS3,872974,872321,654,217,-
Gen_e42edad5_17_00905,98% IS911_aa1,IS3 ssgr IS3,873489,873187,303,100,-
Gen_e42edad5_17_00906,100% ISEc27_aa1,IS3 ssgr IS2,873549,873782,234,77,+
Gen_e42edad5_17_00907,99.33% IS2_aa2,IS3 ssgr IS2,873740,874645,906,301,+
Gen_e42edad5_17_00910,99.66% IS2_aa2,IS3 ssgr IS2,877394,876489,906,301,-
Gen_e42edad5_17_00911,100% ISEc27_aa1,IS3 ssgr IS2,877717,877352,366,121,-
Gen_e42edad5_17_00922,100% IS1X2_aa2,IS1,885964,885461,504,167,-
Gen_e42edad5_17_00924,100% IS1X2_aa2,IS1,886955,887458,504,167,+
Gen_e42edad5_17_00938,100% ISSd1_aa1,IS3 ssgr IS3,901068,901355,288,95,+
Gen_e42edad5_17_00939,99.26% IS600_aa3,IS3 ssgr IS3,901405,902223,819,272,+
Gen_e42edad5_17_00943,100% IS1X2_aa2,IS1,904079,903576,504,167,-
Gen_e42edad5_17_00961,100% IS1X2_aa3,IS1,921983,921690,294,97,-
Gen_e42edad5_17_00968,99% IS911_aa1,IS3 ssgr IS3,928576,928878,303,100,+
Gen_e42edad5_17_00969,99.43% IS911_aa2,IS3 ssgr IS3,929091,929624,534,177,+
Gen_e42edad5_17_00970,100% IS1X2_aa2,IS1,929869,930372,504,167,+
Gen_e42edad5_17_00972,100% ISSd1_aa1,IS3 ssgr IS3,931176,931478,303,100,+
Gen_e42edad5_17_00973,98.54% ISSd1_aa3,IS3 ssgr IS3,931514,932350,837,278,+
Gen_e42edad5_17_00977,99.07% IS629_aa1,IS3 ssgr IS51,936216,936542,327,108,+
Gen_e42edad5_17_00978,100% IS629_aa2,IS3 ssgr IS51,936805,937425,621,206,+
Gen_e42edad5_17_00979,99% IS911_aa1,IS3 ssgr IS3,937580,937882,303,100,+
Gen_e42edad5_17_00980,98.08% IS911_aa2,IS3 ssgr IS3,938095,938748,654,217,+
Gen_e42edad5_17_01074,100% ISEc27_aa1,IS3 ssgr IS2,1043166,1043531,366,121,+
Gen_e42edad5_17_01075,99.66% IS2_aa2,IS3 ssgr IS2,1043489,1044394,906,301,+
Gen_e42edad5_17_01079,99% IS911_aa1,IS3 ssgr IS3,1046898,1047200,303,100,+
Gen_e42edad5_17_01080,97.60% IS911_aa2,IS3 ssgr IS3,1047413,1048066,654,217,+
Gen_e42edad5_17_01083,100% IS1X2_aa3,IS1,1049633,1049424,210,69,-
Gen_e42edad5_17_01084,98.64% IS629_aa2,IS3 ssgr IS51,1050565,1049678,888,295,-
Gen_e42edad5_17_01085,97.22% IS1203_aa1,IS3 ssgr IS51,1050891,1050565,327,108,-
Gen_e42edad5_17_01095,100% IS1X2_aa2,IS1,1057502,1058005,504,167,+
Gen_e42edad5_17_01104,100% IS1X2_aa2,IS1,1062460,1061957,504,167,-
Gen_e42edad5_17_01109,98.89% IS600_aa3,IS3 ssgr IS3,1066023,1065205,819,272,-
Gen_e42edad5_17_01110,99% ISSd1_aa1,IS3 ssgr IS3,1066361,1066059,303,100,-
Gen_e42edad5_17_01121,99.40% IS1X2_aa2,IS1,1073874,1074377,504,167,+
Gen_e42edad5_17_01123,99.04% IS911_aa2,IS3 ssgr IS3,1075522,1074869,654,217,-
Gen_e42edad5_17_01124,97.22% IS1203_aa1,IS3 ssgr IS51,1075906,1076232,327,108,+
Gen_e42edad5_17_01125,98.64% IS629_aa2,IS3 ssgr IS51,1076232,1077119,888,295,+
Gen_e42edad5_17_01126,96.82% IS911_aa1,IS3 ssgr IS3,1077350,1077159,192,63,-
Gen_e42edad5_17_01135,100% IS1X2_aa2,IS1,1085145,1084642,504,167,-
Gen_e42edad5_17_01137,100% ISEc27_aa1,IS3 ssgr IS2,1086040,1086405,366,121,+
Gen_e42edad5_17_01138,100% IS2_aa2,IS3 ssgr IS2,1086363,1086869,507,168,+
Gen_e42edad5_17_01139,98% IS911_aa1,IS3 ssgr IS3,1086850,1087152,303,100,+
Gen_e42edad5_17_01140,99.04% IS911_aa2,IS3 ssgr IS3,1087365,1088018,654,217,+
Gen_e42edad5_17_01167,99% IS911_aa1,IS3 ssgr IS3,1106248,1106550,303,100,+
Gen_e42edad5_17_01168,98.08% IS911_aa2,IS3 ssgr IS3,1106763,1107416,654,217,+
Gen_e42edad5_17_01173,99.40% IS1X2_aa2,IS1,1111360,1111863,504,167,+
Gen_e42edad5_17_01174,81.14% IS609_aa1,IS200/IS605,1112411,1112106,306,101,-
Gen_e42edad5_17_01175,96.85% IS609_aa2,IS200/IS605,1112542,1113690,1149,382,+
Gen_e42edad5_17_01216,99% IS911_aa1,IS3 ssgr IS3,1143700,1144002,303,100,+
Gen_e42edad5_17_01217,96% IS911_aa3,IS3 ssgr IS3,1144215,1144517,303,100,+
Gen_e42edad5_17_01219,100% IS1X2_aa2,IS1,1144762,1145265,504,167,+
Gen_e42edad5_17_01220,99.09% IS911_aa2,IS3 ssgr IS3,1145285,1145644,360,119,+
Gen_e42edad5_17_01237,100% IS1X2_aa2,IS1,1160253,1160756,504,167,+
Gen_e42edad5_17_01243,98% IS911_aa1,IS3 ssgr IS3,1164668,1164970,303,100,+
Gen_e42edad5_17_01244,97.60% IS911_aa2,IS3 ssgr IS3,1165183,1165836,654,217,+
Gen_e42edad5_17_01253,97.22% IS1203_aa1,IS3 ssgr IS51,1171499,1171825,327,108,+
Gen_e42edad5_17_01254,98.64% IS629_aa2,IS3 ssgr IS51,1171825,1172712,888,295,+
Gen_e42edad5_17_01270,98% IS911_aa1,IS3 ssgr IS3,1184163,1184465,303,100,+
Gen_e42edad5_17_01271,98.08% IS911_aa2,IS3 ssgr IS3,1184678,1185331,654,217,+
Gen_e42edad5_17_01273,100% IS1X2_aa2,IS1,1186898,1187401,504,167,+
Gen_e42edad5_17_01278,99.81% ISEc49_aa3,IS66,1190545,1188944,1602,533,-
Gen_e42edad5_17_01279,99.23% ISEc49_aa2,IS66,1190944,1190552,393,130,-
Gen_e42edad5_17_01280,100% ISEc49_aa1,IS66,1191260,1190931,330,109,-
Gen_e42edad5_17_01293,98.49% ISEc20_aa1,IS110,1206443,1205247,1197,398,-
Gen_e42edad5_17_01299,99% IS911_aa1,IS3 ssgr IS3,1211019,1211321,303,100,+
Gen_e42edad5_17_01300,98.08% IS911_aa2,IS3 ssgr IS3,1211534,1212187,654,217,+
Gen_e42edad5_17_01301,99.23% IS1X2_aa3,IS1,1212669,1212274,396,131,-
Gen_e42edad5_17_01302,100% IS2_aa2,IS3 ssgr IS2,1213585,1212680,906,301,-
Gen_e42edad5_17_01303,100% ISEc27_aa1,IS3 ssgr IS2,1213908,1213543,366,121,-
Gen_e42edad5_17_01314,100% IS1X2_aa2,IS1,1223343,1223846,504,167,+
Gen_e42edad5_17_01315,99.40% IS1X2_aa2,IS1,1224629,1224126,504,167,-
Gen_e42edad5_17_01321,100% IS1X2_aa2,IS1,1227681,1227178,504,167,-
Gen_e42edad5_17_01334,98.18% ISSd1_aa3,IS3 ssgr IS3,1240374,1239538,837,278,-
Gen_e42edad5_17_01335,100% ISSd1_aa1,IS3 ssgr IS3,1240712,1240410,303,100,-
Gen_e42edad5_17_01337,97.22% IS1203_aa1,IS3 ssgr IS51,1241844,1242170,327,108,+
Gen_e42edad5_17_01338,98.64% IS629_aa2,IS3 ssgr IS51,1242170,1243057,888,295,+
Gen_e42edad5_17_01347,98.64% IS629_aa2,IS3 ssgr IS51,1248540,1247653,888,295,-
Gen_e42edad5_17_01348,97.22% IS1203_aa1,IS3 ssgr IS51,1248866,1248540,327,108,-
Gen_e42edad5_17_01349,99.26% IS600_aa3,IS3 ssgr IS3,1249201,1250019,819,272,+
Gen_e42edad5_17_01350,99.35% IS1X2_aa2,IS1,1250594,1250118,477,158,-
Gen_e42edad5_17_01351,96.46% ISEc43_aa3,IS66,1252206,1250614,1593,530,-
Gen_e42edad5_17_01352,99.13% IS682_aa2,IS66,1252587,1252237,351,116,-
Gen_e42edad5_17_01353,94.32% IS682_aa1,IS66,1253003,1252584,420,139,-
Gen_e42edad5_17_01356,99.26% ISSd1_aa3,IS3 ssgr IS3,1254350,1253532,819,272,-
Gen_e42edad5_17_01357,98.83% ISSd1_aa1,IS3 ssgr IS3,1254687,1254400,288,95,-
Gen_e42edad5_17_01362,100% IS1X2_aa2,IS1,1257425,1257928,504,167,+
Gen_e42edad5_17_01363,98.52% IS600_aa3,IS3 ssgr IS3,1258196,1259014,819,272,+
Gen_e42edad5_17_01374,99.32% IS4_aa1,IS4 ssgr IS4,1270942,1272270,1329,442,+
Gen_e42edad5_17_01379,99.40% IS1X2_aa2,IS1,1276227,1276730,504,167,+
Gen_e42edad5_17_01380,98.64% IS629_aa2,IS3 ssgr IS51,1277903,1277016,888,295,-
Gen_e42edad5_17_01381,97.22% IS1203_aa1,IS3 ssgr IS51,1278229,1277903,327,108,-
Gen_e42edad5_17_01391,98.42% ISSso6_aa1,IS110 ssgr IS1111,1286013,1287101,1089,362,+
Gen_e42edad5_17_01393,99.26% IS600_aa3,IS3 ssgr IS3,1289115,1288297,819,272,-
Gen_e42edad5_17_01394,100% ISSd1_aa1,IS3 ssgr IS3,1289453,1289151,303,100,-
Gen_e42edad5_17_01400,98.80% IS1X2_aa2,IS1,1294708,1294205,504,167,-
Gen_e42edad5_17_01403,98.80% IS1X2_aa2,IS1,1295874,1296377,504,167,+
Gen_e42edad5_17_01415,99.09% IS4_aa1,IS4 ssgr IS4,1311109,1309781,1329,442,-
Gen_e42edad5_17_01418,100% IS1X2_aa2,IS1,1311817,1312320,504,167,+
Gen_e42edad5_17_01424,99.40% IS1X2_aa2,IS1,1314437,1313934,504,167,-
Gen_e42edad5_17_01438,99.09% IS4_aa1,IS4 ssgr IS4,1328241,1329569,1329,442,+
Gen_e42edad5_17_01449,100% IS1X2_aa2,IS1,1340480,1339977,504,167,-
Gen_e42edad5_17_01463,100% IS1X2_aa2,IS1,1351256,1350753,504,167,-
Gen_e42edad5_17_01477,100% IS1X2_aa2,IS1,1364692,1364189,504,167,-
Gen_e42edad5_17_01479,97.22% IS1203_aa1,IS3 ssgr IS51,1365226,1365552,327,108,+
Gen_e42edad5_17_01480,98.64% IS629_aa2,IS3 ssgr IS51,1365552,1366439,888,295,+
Gen_e42edad5_17_01485,100% IS1X2_aa2,IS1,1367655,1368158,504,167,+
Gen_e42edad5_17_01495,100% IS1X2_aa2,IS1,1376139,1375636,504,167,-
Gen_e42edad5_17_01507,100% ISEc27_aa1,IS3 ssgr IS2,1386929,1387294,366,121,+
Gen_e42edad5_17_01508,100% IS2_aa2,IS3 ssgr IS2,1387252,1387617,366,121,+
Gen_e42edad5_17_01509,100% IS2_aa2,IS3 ssgr IS2,1387614,1388156,543,180,+
Gen_e42edad5_17_01519,76.11% ISPa38_aa1,Tn3,1399345,1398746,600,199,-
Gen_e42edad5_17_01543,98.56% IS911_aa2,IS3 ssgr IS3,1417306,1416653,654,217,-
Gen_e42edad5_17_01544,99% IS911_aa1,IS3 ssgr IS3,1417821,1417519,303,100,-
Gen_e42edad5_17_01545,95.45% IS2_aa2,IS3 ssgr IS2,1417881,1418147,267,88,+
Gen_e42edad5_17_01548,98.64% IS629_aa2,IS3 ssgr IS51,1419496,1418609,888,295,-
Gen_e42edad5_17_01549,97.22% IS1203_aa1,IS3 ssgr IS51,1419822,1419496,327,108,-
Gen_e42edad5_17_01562,100% ISEc27_aa1,IS3 ssgr IS2,1429022,1429387,366,121,+
Gen_e42edad5_17_01563,100% IS2_aa2,IS3 ssgr IS2,1429345,1430250,906,301,+
Gen_e42edad5_17_01566,100% IS1X2_aa2,IS1,1433260,1433763,504,167,+
Gen_e42edad5_17_01595,100% IS1X2_aa2,IS1,1461676,1462179,504,167,+
Gen_e42edad5_17_01617,100% IS1X2_aa2,IS1,1483133,1482630,504,167,-
Gen_e42edad5_17_01620,97.22% IS1203_aa1,IS3 ssgr IS51,1484310,1484636,327,108,+
Gen_e42edad5_17_01621,98.64% IS629_aa2,IS3 ssgr IS51,1484636,1485523,888,295,+
Gen_e42edad5_17_01660,99.32% IS4_aa1,IS4 ssgr IS4,1520727,1522055,1329,442,+
Gen_e42edad5_17_01689,99.40% IS1X2_aa2,IS1,1550747,1551250,504,167,+
Gen_e42edad5_17_01696,99.17% IS2_aa1,IS3 ssgr IS2,1557416,1557781,366,121,+
Gen_e42edad5_17_01697,99.66% IS2_aa2,IS3 ssgr IS2,1557739,1558647,909,302,+
Gen_e42edad5_17_01706,100% ISSd1_aa1,IS3 ssgr IS3,1566628,1566425,204,67,-
Gen_e42edad5_17_01742,99.40% IS1X2_aa2,IS1,1608519,1609022,504,167,+
Gen_e42edad5_17_01743,100% ISEc27_aa1,IS3 ssgr IS2,1609354,1609719,366,121,+
Gen_e42edad5_17_01744,100% IS2_aa2,IS3 ssgr IS2,1609677,1610582,906,301,+
Gen_e42edad5_17_01747,100% IS1X2_aa2,IS1,1611930,1611427,504,167,-
Gen_e42edad5_17_01753,100% IS1X2_aa2,IS1,1618491,1618994,504,167,+
Gen_e42edad5_17_01759,99.17% IS2_aa1,IS3 ssgr IS2,1622647,1623012,366,121,+
Gen_e42edad5_17_01760,99.66% IS2_aa2,IS3 ssgr IS2,1622970,1623875,906,301,+
Gen_e42edad5_17_01761,91.89% ISKPn14_aa3,IS1,1623850,1624086,237,78,+
Gen_e42edad5_17_01762,100% ISSfl10_aa1,IS3 ssgr IS3,1624088,1624369,282,93,+
Gen_e42edad5_17_01763,99.26% IS600_aa3,IS3 ssgr IS3,1624405,1625223,819,272,+
Gen_e42edad5_17_01764,100% IS1X2_aa2,IS1,1626269,1625766,504,167,-
Gen_e42edad5_17_01771,100% IS1X2_aa2,IS1,1633374,1632871,504,167,-
Gen_e42edad5_17_01790,94.32% IS682_aa1,IS66,1649964,1650383,420,139,+
Gen_e42edad5_17_01791,99.13% IS682_aa2,IS66,1650380,1650730,351,116,+
Gen_e42edad5_17_01792,93.40% ISEc23_aa3,IS66,1650761,1651288,528,175,+
Gen_e42edad5_17_01793,97.88% ISEc43_aa3,IS66,1651358,1652353,996,331,+
Gen_e42edad5_17_01794,96.66% IS911_aa2,IS3 ssgr IS3,1652407,1652613,207,68,+
Gen_e42edad5_17_01809,98.56% IS911_aa2,IS3 ssgr IS3,1665020,1664367,654,217,-
Gen_e42edad5_17_01810,99% IS911_aa1,IS3 ssgr IS3,1665535,1665233,303,100,-
Gen_e42edad5_17_01812,97.22% IS1203_aa1,IS3 ssgr IS51,1666706,1667032,327,108,+
Gen_e42edad5_17_01813,98.64% IS629_aa2,IS3 ssgr IS51,1667032,1667919,888,295,+
Gen_e42edad5_17_01814,99.15% IS600_aa3,IS3 ssgr IS3,1667986,1668699,714,237,+
Gen_e42edad5_17_01819,96.87% IS609_aa2,IS200/IS605,1673431,1673141,291,96,-
Gen_e42edad5_17_01820,96.87% IS609_aa2,IS200/IS605,1674183,1673464,720,239,-
Gen_e42edad5_17_01821,99.07% IS629_aa1,IS3 ssgr IS51,1674332,1674658,327,108,+
Gen_e42edad5_17_01822,98.64% IS629_aa2,IS3 ssgr IS51,1674658,1675545,888,295,+
Gen_e42edad5_17_01825,99.40% IS1X2_aa2,IS1,1677063,1676560,504,167,-
Gen_e42edad5_17_01840,100% IS1X2_aa2,IS1,1688537,1688034,504,167,-
Gen_e42edad5_17_01845,98.56% IS911_aa2,IS3 ssgr IS3,1690652,1689999,654,217,-
Gen_e42edad5_17_01846,99% IS911_aa1,IS3 ssgr IS3,1691167,1690865,303,100,-
Gen_e42edad5_17_01855,100% IS1X2_aa2,IS1,1703172,1702669,504,167,-
Gen_e42edad5_17_01856,98.55% ISEc52_aa1,IS3 ssgr IS3,1703440,1703649,210,69,+
Gen_e42edad5_17_01857,99.04% IS911_aa2,IS3 ssgr IS3,1703862,1704515,654,217,+
Gen_e42edad5_17_01859,100% IS1X2_aa2,IS1,1705228,1705731,504,167,+
Gen_e42edad5_17_01873,100% ISSfl3_aa3,IS66,1721660,1721097,564,187,-
Gen_e42edad5_17_01874,98.64% IS629_aa2,IS3 ssgr IS51,1722806,1721919,888,295,-
Gen_e42edad5_17_01875,97.22% IS1203_aa1,IS3 ssgr IS51,1723132,1722806,327,108,-
Gen_e42edad5_17_01880,98% IS911_aa1,IS3 ssgr IS3,1725496,1725798,303,100,+
Gen_e42edad5_17_01881,97.60% IS911_aa2,IS3 ssgr IS3,1726011,1726664,654,217,+
Gen_e42edad5_17_01882,100% IS1X2_aa2,IS1,1727139,1727642,504,167,+
Gen_e42edad5_17_01884,98.54% ISSd1_aa3,IS3 ssgr IS3,1729212,1728376,837,278,-
Gen_e42edad5_17_01885,98.64% IS629_aa2,IS3 ssgr IS51,1730453,1729566,888,295,-
Gen_e42edad5_17_01886,97.22% IS1203_aa1,IS3 ssgr IS51,1730779,1730453,327,108,-
Gen_e42edad5_17_01904,99.40% IS1X2_aa2,IS1,1747416,1746913,504,167,-
Gen_e42edad5_17_01908,100% IS2_aa2,IS3 ssgr IS2,1752672,1751767,906,301,-
