Seq_id	Size	Description
136	3030702	LIMO.0521.00232
137	2994702	LIMO.0521.00055
138	2894716	LIMO.0521.00213
139	2946104	LIMO.0521.00250
140	2935404	LIMO.0521.00205
141	2901393	LIMO.0521.00133
142	2886896	LIMO.0521.00132
143	2897335	LIMO.0521.00052
144	3043096	LIMO.0521.00092
145	2903106	LIMO.0521.00152
146	2908244	LIMO.0521.00143
147	2870277	LIMO.0521.00178
148	2915525	LIMO.0521.00103
149	2957228	LIMO.0521.00148
150	3062686	LIMO.0521.00236
151	2972172	LIMO.0521.00160
152	3010591	LIMO.0521.00257
153	2966146	LIMO.0521.00255
154	2929632	LIMO.0521.00037
155	2976958	LIMO.0521.00158
156	2975049	LIMO.0521.00196
157	2944528	LIMO.0521.00145
158	3032269	LIMO.0521.00167
159	2972553	LIMO.0521.00018
160	2950780	LIMO.0521.00008
161	2982685	LIMO.0521.00041
162	2918121	LIMO.0521.00046
163	2976291	LIMO.0521.00223
164	2894611	LIMO.0521.00066
165	2900890	LIMO.0521.00142
166	2911417	LIMO.0521.00079
167	2864614	LIMO.0521.00137
168	2995602	LIMO.0521.00125
169	2936689	LIMO.0521.00254
170	2942234	LIMO.0521.00176
171	2907486	LIMO.0521.00051
172	2864671	LIMO.0521.00124
173	2999324	LIMO.0521.00185
174	2965327	LIMO.0521.00193
175	2999324	LIMO.0521.00191
176	2908004	LIMO.0521.00180
177	2910922	LIMO.0521.00177
178	2999324	LIMO.0521.00190
179	3030581	LIMO.0521.00233
180	3000271	LIMO.0521.00182
181	2987514	LIMO.0521.00212
182	2958870	LIMO.0521.00007
183	3032207	LIMO.0521.00183
184	2952843	LIMO.0521.00090
185	3034314	LIMO.0521.00144
186	2944522	LIMO.0521.00146
187	2987385	LIMO.0521.00064
188	3034113	LIMO.0521.00138
189	2939665	LIMO.0521.00105
190	2943154	LIMO.0521.00005
191	2998938	LIMO.0521.00136
192	2891720	LIMO.0521.00118
193	2953716	LIMO.0521.00214
194	2913696	LIMO.0521.00141
195	2904228	LIMO.0521.00017
196	2871334	LIMO.0521.00130
197	2953956	LIMO.0521.00248
198	3094299	LIMO.0521.00219
199	2885142	LIMO.0521.00128
200	2976205	LIMO.0521.00153
201	2999052	LIMO.0521.00156
202	3032622	LIMO.0521.00187
203	2905187	LIMO.0521.00147
204	3000464	LIMO.0521.00151
205	2973801	LIMO.0521.00149
206	3016037	LIMO.0521.00058
207	3004977	LIMO.0521.00244
208	2912151	LIMO.0521.00050
209	2874431	LIMO.0521.00150
210	2978983	LIMO.0521.00238
211	2992699	LIMO.0521.00251
212	2840185	LIMO.0521.00165
213	3015182	LIMO.0521.00237
214	2986603	LIMO.0521.00242
215	2999246	LIMO.0521.00184
216	2974111	LIMO.0521.00231
217	3057759	LIMO.0521.00229
218	3086212	LIMO.0521.00228
219	3010323	LIMO.0521.00235
220	2897190	LIMO.0521.00047
221	2950820	LIMO.0521.00163
222	2972810	LIMO.0521.00256
223	2904662	LIMO.0521.00012
224	2947293	LIMO.0521.00019
225	2951919	LIMO.0521.00252
226	3039887	LIMO.0521.00258
227	2905531	LIMO.0521.00054
228	2989648	LIMO.0521.00023
229	2996364	LIMO.0521.00259
230	2913927	LIMO.0521.00022
231	2975862	LIMO.0521.00206
232	2994628	LIMO.0521.00247
233	2972694	LIMO.0521.00208
234	2950700	LIMO.0521.00044
235	2971543	LIMO.0521.00172
236	2931764	LIMO.0521.00245
237	2908728	LIMO.0521.00249
238	2865505	LIMO.0521.00120
239	2974437	LIMO.0521.00198
240	3007601	LIMO.0521.00204
241	2967523	LIMO.0521.00192
242	2953695	LIMO.0521.00215
243	2904500	LIMO.0521.00021
244	2843236	LIMO.0521.00171
245	2973090	LIMO.0521.00203
246	2942168	LIMO.0521.00210
247	2950948	LIMO.0521.00082
248	3021762	LIMO.0521.00197
249	2975432	LIMO.0521.00202
250	2945228	LIMO.0521.00134
251	2974392	LIMO.0521.00201
252	2930183	LIMO.0521.00199
253	2944998	LIMO.0521.00224
254	2951235	LIMO.0521.00209
255	3086176	LIMO.0521.00226
256	3030421	LIMO.0521.00234
257	3086245	LIMO.0521.00227
258	3002491	LIMO.0521.00060
259	2952599	LIMO.0521.00225
--------------------------------------------------------------------------------
Block #351
Seq_id	Strand	Start	End	Length
207	+	2728283	2731903	3620
214	+	1791464	1795084	3620
220	+	2637974	2641594	3620
--------------------------------------------------------------------------------
Block #350
Seq_id	Strand	Start	End	Length
204	+	2478912	2489676	10764
207	+	2515188	2525952	10764
228	+	2465682	2475804	10122
--------------------------------------------------------------------------------
Block #349
Seq_id	Strand	Start	End	Length
159	+	2705388	2715361	9973
162	+	2650046	2660019	9973
177	+	2643193	2653166	9973
--------------------------------------------------------------------------------
Block #348
Seq_id	Strand	Start	End	Length
159	+	316892	321200	4308
162	+	321751	326059	4308
177	+	316045	320353	4308
--------------------------------------------------------------------------------
Block #347
Seq_id	Strand	Start	End	Length
159	+	310939	315663	4724
162	+	315798	320522	4724
177	+	310094	314816	4722
--------------------------------------------------------------------------------
Block #346
Seq_id	Strand	Start	End	Length
157	+	1131498	1152769	21271
186	+	1131497	1152768	21271
--------------------------------------------------------------------------------
Block #345
Seq_id	Strand	Start	End	Length
155	+	2150649	2159468	8819
214	-	2842786	2834174	8612
--------------------------------------------------------------------------------
Block #344
Seq_id	Strand	Start	End	Length
147	+	1104795	1114681	9886
182	-	2374203	2364317	9886
--------------------------------------------------------------------------------
Block #343
Seq_id	Strand	Start	End	Length
137	+	25154	31416	6262
137	+	745070	751332	6262
--------------------------------------------------------------------------------
Block #342
Seq_id	Strand	Start	End	Length
120	+	863697	880943	17246
192	+	830379	847150	16771
--------------------------------------------------------------------------------
Block #341
Seq_id	Strand	Start	End	Length
120	+	854137	862717	8580
192	+	820819	829399	8580
--------------------------------------------------------------------------------
Block #340
Seq_id	Strand	Start	End	Length
106	+	2080784	2084317	3533
208	-	2399798	2396265	3533
--------------------------------------------------------------------------------
Block #339
Seq_id	Strand	Start	End	Length
103	+	2234208	2248588	14380
240	+	2252800	2267164	14364
248	+	2264568	2278950	14382
--------------------------------------------------------------------------------
Block #338
Seq_id	Strand	Start	End	Length
103	+	2218869	2223982	5113
240	+	2235517	2240614	5097
248	+	2251857	2256970	5113
--------------------------------------------------------------------------------
Block #337
Seq_id	Strand	Start	End	Length
103	+	2207782	2214729	6947
240	+	2223480	2230427	6947
248	+	2238044	2244991	6947
--------------------------------------------------------------------------------
Block #166
Seq_id	Strand	Start	End	Length
2	+	1980126	1996087	15961
3	+	1930957	1946918	15961
4	+	1761676	1777637	15961
5	+	1876290	1892251	15961
6	+	1768851	1784811	15960
7	+	1850698	1866660	15962
8	+	1817305	1833266	15961
9	+	1869487	1885448	15961
10	+	1980163	1996124	15961
11	+	2021275	2037236	15961
12	+	2012803	2028763	15960
13	+	1988440	2004401	15961
14	+	1752949	1768910	15961
15	+	1978648	1994609	15961
16	-	2192043	2176080	15963
17	+	853317	869278	15961
18	+	2745367	2761328	15961
19	+	2102318	2118279	15961
20	+	1856008	1871969	15961
21	+	2030314	2046276	15962
22	+	338674	354635	15961
23	+	2003811	2019775	15964
24	+	2068756	2084717	15961
25	+	1990461	2006423	15962
26	-	2371984	2356024	15960
27	+	1991051	2007013	15962
28	+	2019618	2035579	15961
29	+	2009802	2025764	15962
30	+	2115893	2131854	15961
31	+	2081245	2097207	15962
32	+	1995240	2011201	15961
33	+	2338070	2354031	15961
34	+	1492861	1508822	15961
35	+	1315868	1331830	15962
36	+	1927637	1943600	15963
37	-	1170289	1154329	15960
38	-	923732	907771	15961
39	+	2026335	2042296	15961
40	+	1989918	2005879	15961
41	+	1479876	1495837	15961
42	-	887170	871210	15960
43	+	513606	529571	15965
44	-	1355288	1339328	15960
45	+	2070167	2086128	15961
46	+	1988686	2004647	15961
47	+	2012816	2028776	15960
48	+	2071348	2087309	15961
49	+	1478161	1494122	15961
50	+	1807893	1823854	15961
51	+	2445212	2461173	15961
52	-	1077107	1061147	15960
53	+	1949031	1964995	15964
54	+	2915638	2931599	15961
55	-	949434	933474	15960
56	+	2035566	2051528	15962
57	+	2013481	2029442	15961
58	+	1707306	1723271	15965
59	+	2042866	2058828	15962
60	+	2104513	2120474	15961
61	-	2806607	2790647	15960
62	+	2037055	2053017	15962
63	+	1991031	2006993	15962
64	-	2099671	2083711	15960
65	+	1957962	1973924	15962
66	+	2080684	2096646	15962
67	-	2440231	2424272	15959
68	+	1984505	2000466	15961
69	+	2017455	2033417	15962
70	+	1939852	1955814	15962
71	+	2012551	2028512	15961
72	+	2052886	2068847	15961
73	+	2007630	2023594	15964
74	+	1995801	2011764	15963
75	+	1954055	1970015	15960
76	+	2051448	2067409	15961
77	-	923732	907771	15961
78	+	1982989	1998952	15963
79	-	923732	907771	15961
80	+	2021682	2037643	15961
81	+	1952681	1968644	15963
82	-	1040445	1024485	15960
83	-	256407	240446	15961
84	+	2009706	2025670	15964
85	+	1982989	1998952	15963
86	+	1989958	2005919	15961
87	-	965247	949287	15960
88	+	2011241	2027202	15961
89	+	1853765	1869725	15960
90	+	2791405	2807367	15962
91	-	923733	907772	15961
92	+	2017579	2033543	15964
93	+	2012549	2028510	15961
94	-	923732	907771	15961
95	+	1978645	1994606	15961
96	+	1990616	2006577	15961
97	+	1987294	2003256	15962
98	-	2693723	2677763	15960
99	-	1026339	1010380	15959
100	+	2056214	2072175	15961
101	+	1978112	1994074	15962
102	+	2115102	2131064	15962
103	+	2035236	2051198	15962
104	+	1996491	2012454	15963
105	+	1984586	2000547	15961
106	-	2485243	2469282	15961
107	+	1982990	1998953	15963
108	+	2023505	2039465	15960
109	+	1478897	1494858	15961
110	+	2012410	2028371	15961
111	+	2077392	2093353	15961
112	+	1952878	1968841	15963
113	+	2045384	2061345	15961
114	+	402038	418001	15963
115	+	2069192	2085154	15962
116	+	2011683	2027644	15961
117	+	2000288	2016251	15963
118	-	41407	25446	15961
119	+	1951479	1967442	15963
120	+	2013140	2029103	15963
121	+	2115102	2131064	15962
122	+	2076862	2092824	15962
123	+	1995801	2011764	15963
124	+	1976899	1992860	15961
125	+	1989377	2005337	15960
126	+	2013071	2029031	15960
127	+	1971808	1987769	15961
128	+	2635684	2651644	15960
129	+	1952687	1968650	15963
130	+	2067908	2083870	15962
131	+	1974450	1990411	15961
132	+	749603	765565	15962
133	+	1951959	1967922	15963
134	+	2011096	2027057	15961
135	+	2104287	2120248	15961
136	+	2071866	2087827	15961
137	+	2019516	2035420	15904
138	+	1982988	1998951	15963
139	+	2014503	2030463	15960
140	+	2069166	2085128	15962
141	+	1972379	1988340	15961
142	-	906419	890459	15960
143	-	1250874	1234913	15961
144	+	1842453	1858414	15961
145	+	1953152	1969115	15963
146	+	1995982	2011945	15963
147	+	1956033	1971995	15962
148	+	1984260	2000221	15961
149	+	1316323	1332283	15960
150	+	2058358	2074320	15962
151	+	2016530	2032491	15961
152	+	2612060	2628022	15962
153	+	2034941	2050901	15960
154	+	1976267	1992228	15961
155	+	2026375	2042335	15960
156	+	2068773	2084735	15962
157	+	1996642	2012603	15961
158	+	2070290	2086251	15961
159	+	2020107	2036070	15963
160	+	1989024	2004985	15961
161	+	1998912	2014872	15960
162	+	2003253	2019216	15963
163	+	2030077	2046039	15962
164	+	1982884	1998847	15963
165	+	1973383	1989344	15961
166	+	1999080	2015042	15962
167	+	1952345	1968308	15963
168	+	2069385	2085346	15961
169	+	2014202	2030162	15960
170	+	1988836	2004799	15963
171	+	1995428	2011391	15963
172	+	1952408	1968371	15963
173	+	2081804	2097766	15962
174	+	2012355	2028316	15961
175	+	2081804	2097766	15962
176	+	1982004	1997965	15961
177	+	1996400	2012363	15963
178	+	2081804	2097766	15962
179	+	2071863	2087824	15961
180	+	2082751	2098713	15962
181	+	2056610	2072571	15961
182	-	1479844	1463883	15961
183	+	2114687	2130649	15962
184	-	1466195	1450235	15960
185	+	2079213	2095174	15961
186	+	1996639	2012600	15961
187	+	2074868	2090830	15962
188	+	2079218	2095179	15961
189	-	2685154	2669194	15960
190	+	2529898	2545859	15961
191	+	2068713	2084674	15961
192	+	1979515	1995478	15963
193	-	1205451	1189491	15960
194	+	1985307	2001268	15961
195	+	1985603	2001564	15961
196	-	907899	891936	15963
197	+	1990598	2006559	15961
198	+	948584	964544	15960
199	+	1969762	1985726	15964
200	-	646333	630370	15963
201	+	2081828	2097790	15962
202	+	2115102	2131064	15962
203	+	1977622	1993583	15961
204	+	1995325	2011287	15962
205	+	2016946	2032907	15961
206	+	2081862	2097823	15961
207	+	2033444	2049406	15962
208	+	1992627	2008589	15962
209	+	1977818	1993779	15961
210	+	2021611	2037572	15961
211	+	2037917	2053878	15961
212	+	1938367	1954332	15965
213	+	2099482	2115444	15962
214	-	2963302	2947341	15961
215	+	2081802	2097764	15962
216	+	2015276	2031237	15961
217	+	2103289	2119250	15961
218	+	2124972	2140933	15961
219	+	2076148	2092109	15961
220	+	1949529	1965491	15962
221	+	2475222	2491183	15961
222	+	2016918	2032879	15961
223	+	1977254	1993215	15961
224	+	1995423	2011386	15963
225	+	2010552	2026514	15962
226	+	2077014	2092975	15961
227	+	2029472	2045434	15962
228	+	1984845	2000807	15962
229	+	1991800	2007761	15961
230	+	1993508	2009469	15961
231	+	2069530	2085492	15962
232	+	2031860	2047821	15961
233	+	2065642	2081604	15962
234	-	2917624	2901664	15960
235	+	2008229	2024190	15961
236	+	2015611	2031572	15961
237	+	1990115	2006076	15961
238	+	1952893	1968856	15963
239	+	2068380	2084342	15962
240	+	2048007	2063969	15962
241	+	2010231	2026192	15961
242	+	1740679	1756640	15961
243	+	1976997	1992958	15961
244	+	1891032	1906995	15963
245	+	2066534	2082496	15962
246	+	1387380	1403341	15961
247	-	299193	283233	15960
248	+	2063738	2079700	15962
249	+	2064695	2080657	15962
250	-	971713	955753	15960
251	+	2065577	2081539	15962
252	+	2023197	2039159	15962
253	+	2003834	2019796	15962
254	+	763619	779582	15963
255	+	2124907	2140868	15961
256	+	2071869	2087830	15961
257	+	2124962	2140922	15960
258	+	2045181	2061142	15961
259	+	561179	577141	15962
--------------------------------------------------------------------------------
Block #165
Seq_id	Strand	Start	End	Length
2	+	1963015	1980125	17110
3	+	1913846	1930956	17110
4	+	1744565	1761675	17110
5	+	1859179	1876289	17110
6	+	1751739	1768850	17111
7	+	1833585	1850697	17112
8	+	1800194	1817304	17110
9	+	1852374	1869486	17112
10	+	1963050	1980162	17112
11	+	2004162	2021274	17112
12	+	1995692	2012802	17110
13	+	1971329	1988439	17110
14	+	1735838	1752948	17110
15	+	1961537	1978647	17110
16	-	2209161	2192045	17116
17	+	836204	853316	17112
18	+	2728256	2745366	17110
19	+	2085207	2102317	17110
20	+	1838895	1856007	17112
21	+	2013201	2030313	17112
22	+	321561	338673	17112
23	+	1986699	2003810	17111
24	+	2051645	2068755	17110
25	+	1973349	1990460	17111
26	-	2389095	2371986	17109
27	+	1973939	1991050	17111
28	+	2002505	2019617	17112
29	+	1992689	2009801	17112
30	+	2098782	2115892	17110
31	+	2064132	2081244	17112
32	+	1978129	1995239	17110
33	+	2320957	2338069	17112
34	+	1475705	1492860	17155
35	+	1298755	1315867	17112
36	+	1910522	1927636	17114
37	-	1187401	1170291	17110
38	-	940846	923734	17112
39	+	2009224	2026334	17110
40	+	1972807	1989917	17110
41	+	1462765	1479875	17110
42	-	904281	887172	17109
43	+	496488	513605	17117
44	-	1372400	1355290	17110
45	+	2053056	2070166	17110
46	+	1971575	1988685	17110
47	+	1995705	2012815	17110
48	+	2054235	2071347	17112
49	+	1461050	1478160	17110
50	+	1790780	1807892	17112
51	+	2428101	2445211	17110
52	-	1094219	1077109	17110
53	+	1931919	1949030	17111
54	+	2898527	2915637	17110
55	-	966548	949436	17112
56	+	2018454	2035565	17111
57	+	1996370	2013480	17110
58	+	1690188	1707305	17117
59	+	2025753	2042865	17112
60	+	2087402	2104512	17110
61	-	2823719	2806609	17110
62	+	2019942	2037054	17112
63	+	1973919	1991030	17111
64	-	2116783	2099673	17110
65	+	1940849	1957961	17112
66	+	2063571	2080683	17112
67	-	2457343	2440233	17110
68	+	1967394	1984504	17110
69	+	2000343	2017454	17111
70	+	1922739	1939851	17112
71	+	1995440	2012550	17110
72	+	2035775	2052885	17110
73	+	1990517	2007629	17112
74	+	1978689	1995800	17111
75	+	1936944	1954054	17110
76	+	2034337	2051447	17110
77	-	940846	923734	17112
78	+	1965877	1982988	17111
79	-	940846	923734	17112
80	+	2004569	2021681	17112
81	+	1935569	1952680	17111
82	-	1057557	1040447	17110
83	-	273520	256409	17111
84	+	1992594	2009705	17111
85	+	1965877	1982988	17111
86	+	1972846	1989957	17111
87	-	982359	965249	17110
88	+	1994130	2011240	17110
89	+	1836654	1853764	17110
90	+	2774292	2791404	17112
91	-	940847	923735	17112
92	+	2000468	2017578	17110
93	+	1995438	2012548	17110
94	-	940846	923734	17112
95	+	1961534	1978644	17110
96	+	1973505	1990615	17110
97	+	1970182	1987293	17111
98	-	2710835	2693725	17110
99	-	1043451	1026341	17110
100	+	2039103	2056213	17110
101	+	1961000	1978111	17111
102	+	2097989	2115101	17112
103	+	2018119	2035235	17116
104	+	1979379	1996490	17111
105	+	1967475	1984585	17110
106	-	2502356	2485245	17111
107	+	1965878	1982989	17111
108	+	2006394	2023504	17110
109	+	1461786	1478896	17110
110	+	1995299	2012409	17110
111	+	2060281	2077391	17110
112	+	1935766	1952877	17111
113	+	2028272	2045383	17111
114	+	384928	402037	17109
115	+	2052079	2069191	17112
116	+	1994572	2011682	17110
117	+	1983176	2000287	17111
118	-	58521	41409	17112
119	+	1934367	1951478	17111
120	+	1996028	2013139	17111
121	+	2097989	2115101	17112
122	+	2059749	2076861	17112
123	+	1978689	1995800	17111
124	+	1959789	1976898	17109
125	+	1972266	1989376	17110
126	+	1995960	2013070	17110
127	+	1954697	1971807	17110
128	+	2618573	2635683	17110
129	+	1935575	1952686	17111
130	+	2050795	2067907	17112
131	+	1957339	1974449	17110
132	+	732491	749602	17111
133	+	1934847	1951958	17111
134	+	1993985	2011095	17110
135	+	2087174	2104286	17112
136	+	2054753	2071865	17112
137	+	2002404	2019515	17111
138	+	1965876	1982987	17111
139	+	1997392	2014502	17110
140	+	2052053	2069165	17112
141	+	1955268	1972378	17110
142	-	923533	906421	17112
143	-	1267987	1250876	17111
144	+	1825340	1842452	17112
145	+	1936040	1953151	17111
146	+	1978870	1995981	17111
147	+	1938920	1956032	17112
148	+	1967149	1984259	17110
149	+	1299212	1316322	17110
150	+	2041245	2058357	17112
151	+	1999417	2016529	17112
152	+	2594947	2612059	17112
153	+	2017830	2034940	17110
154	+	1959156	1976266	17110
155	+	2009264	2026374	17110
156	+	2051660	2068772	17112
157	+	1979529	1996641	17112
158	+	2053179	2070289	17110
159	+	2002995	2020106	17111
160	+	1971913	1989023	17110
161	+	1981801	1998911	17110
162	+	1986141	2003252	17111
163	+	2012964	2030076	17112
164	+	1965772	1982883	17111
165	+	1956272	1973382	17110
166	+	1981967	1999079	17112
167	+	1935233	1952344	17111
168	+	2052274	2069384	17110
169	+	1997089	2014201	17112
170	+	1971724	1988835	17111
171	+	1978316	1995427	17111
172	+	1935296	1952407	17111
173	+	2064691	2081803	17112
174	+	1995242	2012354	17112
175	+	2064691	2081803	17112
176	+	1964893	1982003	17110
177	+	1979289	1996399	17110
178	+	2064691	2081803	17112
179	+	2054750	2071862	17112
180	+	2065638	2082750	17112
181	+	2039499	2056609	17110
182	-	1496958	1479846	17112
183	+	2097574	2114686	17112
184	-	1483309	1466197	17112
185	+	2062102	2079212	17110
186	+	1979526	1996638	17112
187	+	2057755	2074867	17112
188	+	2062107	2079217	17110
189	-	2702266	2685156	17110
190	+	2512787	2529897	17110
191	+	2051602	2068712	17110
192	+	1962403	1979514	17111
193	-	1222563	1205453	17110
194	+	1968196	1985306	17110
195	+	1968492	1985602	17110
196	-	925013	907901	17112
197	+	1973487	1990597	17110
198	+	931474	948583	17109
199	+	1952649	1969761	17112
200	-	663447	646335	17112
201	+	2064715	2081827	17112
202	+	2097989	2115101	17112
203	+	1960511	1977621	17110
204	+	1978213	1995324	17111
205	+	1999834	2016945	17111
206	+	2064749	2081861	17112
207	+	2016332	2033443	17111
208	+	1975515	1992626	17111
209	+	1960705	1977817	17112
210	+	2004498	2021610	17112
211	+	2020806	2037916	17110
212	+	1921249	1938366	17117
213	+	2082370	2099481	17111
214	-	16975	1	16974
214	-	2980415	2963304	17111
215	+	2064689	2081801	17112
216	+	1998163	2015275	17112
217	+	2086176	2103288	17112
218	+	2107861	2124971	17110
219	+	2059035	2076147	17112
220	+	1932416	1949528	17112
221	+	2458111	2475221	17110
222	+	1999805	2016917	17112
223	+	1960143	1977253	17110
224	+	1978311	1995422	17111
225	+	1993439	2010551	17112
226	+	2059903	2077013	17110
227	+	2012359	2029471	17112
228	+	1967733	1984844	17111
229	+	1974689	1991799	17110
230	+	1976397	1993507	17110
231	+	2052417	2069529	17112
232	+	2014749	2031859	17110
233	+	2048529	2065641	17112
234	-	2934736	2917626	17110
235	+	1991118	2008228	17110
236	+	1998499	2015610	17111
237	+	1973004	1990114	17110
238	+	1935781	1952892	17111
239	+	2051267	2068379	17112
240	+	2030894	2048006	17112
241	+	1993118	2010230	17112
242	+	1723568	1740678	17110
243	+	1959886	1976996	17110
244	+	1873920	1891031	17111
245	+	2049421	2066533	17112
246	+	1370269	1387379	17110
247	-	316305	299195	17110
248	+	2046625	2063737	17112
249	+	2047582	2064694	17112
250	-	988825	971715	17110
251	+	2048464	2065576	17112
252	+	2006084	2023196	17112
253	+	1986721	2003833	17112
254	+	746507	763618	17111
255	+	2107797	2124906	17109
256	+	2054756	2071868	17112
257	+	2107851	2124961	17110
258	+	2028068	2045180	17112
259	+	544066	561178	17112
--------------------------------------------------------------------------------
Block #164
Seq_id	Strand	Start	End	Length
2	+	1956821	1962738	5917
3	+	1907652	1913569	5917
4	+	1738371	1744288	5917
5	+	1852985	1858902	5917
6	+	1745545	1751462	5917
7	+	1827386	1833308	5922
8	+	1794000	1799917	5917
9	+	1846175	1852097	5922
10	+	1956851	1962773	5922
11	+	1997963	2003885	5922
12	+	1989498	1995415	5917
13	+	1965135	1971052	5917
14	+	1729644	1735561	5917
15	+	1955343	1961260	5917
16	-	2215360	2209438	5922
17	+	830005	835927	5922
18	+	2722062	2727979	5917
19	+	2079013	2084930	5917
20	+	1832696	1838618	5922
21	+	2007002	2012924	5922
22	+	315362	321284	5922
23	+	1980500	1986422	5922
24	+	2045451	2051368	5917
25	+	1967150	1973072	5922
26	-	2395288	2389372	5916
27	+	1967740	1973662	5922
28	+	1996306	2002228	5922
29	+	1986490	1992412	5922
30	+	2092588	2098505	5917
31	+	2057933	2063855	5922
32	+	1971935	1977852	5917
33	+	2314758	2320680	5922
34	+	1469506	1475428	5922
35	+	1292556	1298478	5922
36	+	1904323	1910245	5922
37	-	1193595	1187678	5917
38	-	947045	941123	5922
39	+	2003030	2008947	5917
40	+	1966613	1972530	5917
41	+	1456571	1462488	5917
42	-	910474	904558	5916
43	+	490289	496211	5922
44	-	1378594	1372677	5917
45	+	2046862	2052779	5917
46	+	1965381	1971298	5917
47	+	1989511	1995428	5917
48	+	2048036	2053958	5922
