assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_001590695.1,PRJNA224116,SAMN04438273,,,na,,91890,446,Legionella pneumophila subsp. pascullei,strain=D-7119,,latest,Complete Genome,Major,Full,2016/03/14,ASM159069v1,Centers of Disease Control,GCA_001590695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/590/695/GCF_001590695.1_ASM159069v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_001590695.1/GCF_001590695.1_ASM159069v1_genomic.fna.gz,LEPN.0521.00008,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_001590695.1_ASM159069v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_001590695.1_ASM159069v1_genomic.fna_prepare-split125N.fna,3376636,1,1,GCF_001590695.1_ASM159069v1_genomic.fna_prepare-split125N.fna,ASM159069v1,D-7119,Legionella pneumophila subsp. pascullei D-7119
GCF_003004115.1,PRJNA224116,SAMN06928765,,,na,,91890,446,Legionella pneumophila subsp. pascullei,strain=U8W (D-7160),,latest,Complete Genome,Major,Full,2018/03/15,ASM300411v1,Centers for Disease Control and Prevention,GCA_003004115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/004/115/GCF_003004115.1_ASM300411v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_003004115.1/GCF_003004115.1_ASM300411v1_genomic.fna.gz,LEPN.0521.00009,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003004115.1_ASM300411v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003004115.1_ASM300411v1_genomic.fna_prepare-split125N.fna,3458918,1,1,GCF_003004115.1_ASM300411v1_genomic.fna_prepare-split125N.fna,ASM300411v1,U8W (D-7160),Legionella pneumophila subsp. pascullei U8W (D-7160)
GCF_900475745.1,PRJNA224116,SAMEA3905390,,,na,,91890,446,Legionella pneumophila subsp. pascullei,strain=NCTC12272,,latest,Complete Genome,Major,Full,2018/06/17,45532_D01,SC,GCA_900475745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/745/GCF_900475745.1_45532_D01,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_900475745.1/GCF_900475745.1_45532_D01_genomic.fna.gz,LEPN.0521.00010,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_900475745.1_45532_D01_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_900475745.1_45532_D01_genomic.fna_prepare-split125N.fna,3458914,1,1,GCF_900475745.1_45532_D01_genomic.fna_prepare-split125N.fna,45532_D01,NCTC12272,Legionella pneumophila subsp. pascullei NCTC12272
GCF_001886795.1,PRJNA224116,SAMN05818658,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=Detroit-1,,latest,Complete Genome,Major,Full,2016/11/28,ASM188679v1,Centers of Disease Control,GCA_001886795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/795/GCF_001886795.1_ASM188679v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_001886795.1/GCF_001886795.1_ASM188679v1_genomic.fna.gz,LEPN.0521.00011,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_001886795.1_ASM188679v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_001886795.1_ASM188679v1_genomic.fna_prepare-split125N.fna,3515377,1,1,GCF_001886795.1_ASM188679v1_genomic.fna_prepare-split125N.fna,ASM188679v1,Detroit-1,Legionella pneumophila subsp. fraseri Detroit-1
GCF_001886835.1,PRJNA224116,SAMN05818649,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=Dallas 1E,,latest,Complete Genome,Major,Full,2016/11/28,ASM188683v1,Centers of Disease Control,GCA_001886835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/835/GCF_001886835.1_ASM188683v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_001886835.1/GCF_001886835.1_ASM188683v1_genomic.fna.gz,LEPN.0521.00012,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_001886835.1_ASM188683v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_001886835.1_ASM188683v1_genomic.fna_prepare-split125N.fna,3500943,1,1,GCF_001886835.1_ASM188683v1_genomic.fna_prepare-split125N.fna,ASM188683v1,Dallas 1E,Legionella pneumophila subsp. fraseri Dallas 1E
GCF_003003595.1,PRJNA224116,SAMN06928764,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=D-3137,,latest,Complete Genome,Major,Full,2018/03/15,ASM300359v1,Centers for Disease Control and Prevention,GCA_003003595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/595/GCF_003003595.1_ASM300359v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_003003595.1/GCF_003003595.1_ASM300359v1_genomic.fna.gz,LEPN.0521.00013,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003595.1_ASM300359v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003595.1_ASM300359v1_genomic.fna_prepare-split125N.fna,3474810,1,1,GCF_003003595.1_ASM300359v1_genomic.fna_prepare-split125N.fna,ASM300359v1,D-3137,Legionella pneumophila subsp. fraseri D-3137
GCF_003003675.1,PRJNA224116,SAMN06928762,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=D-5387,,latest,Complete Genome,Major,Full,2018/03/15,ASM300367v1,Centers for Disease Control and Prevention,GCA_003003675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/675/GCF_003003675.1_ASM300367v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_003003675.1/GCF_003003675.1_ASM300367v1_genomic.fna.gz,LEPN.0521.00014,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003675.1_ASM300367v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003675.1_ASM300367v1_genomic.fna_prepare-split125N.fna,3471959,1,1,GCF_003003675.1_ASM300367v1_genomic.fna_prepare-split125N.fna,ASM300367v1,D-5387,Legionella pneumophila subsp. fraseri D-5387
GCF_003003755.1,PRJNA224116,SAMN06928760,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=Los Angeles 1 (D-7696),,latest,Complete Genome,Major,Full,2018/03/15,ASM300375v1,Centers for Disease Control and Prevention,GCA_003003755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/755/GCF_003003755.1_ASM300375v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_003003755.1/GCF_003003755.1_ASM300375v1_genomic.fna.gz,LEPN.0521.00015,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003755.1_ASM300375v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003755.1_ASM300375v1_genomic.fna_prepare-split125N.fna,3555279,1,1,GCF_003003755.1_ASM300375v1_genomic.fna_prepare-split125N.fna,ASM300375v1,Los Angeles 1 (D-7696),Legionella pneumophila subsp. fraseri Los Angeles 1 (D-7696)
GCF_003003865.1,PRJNA224116,SAMN06928770,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=Lansing 3,,latest,Complete Genome,Major,Full,2018/03/15,ASM300386v1,Centers for Disease Control and Prevention,GCA_003003865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/865/GCF_003003865.1_ASM300386v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_003003865.1/GCF_003003865.1_ASM300386v1_genomic.fna.gz,LEPN.0521.00016,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003865.1_ASM300386v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003865.1_ASM300386v1_genomic.fna_prepare-split125N.fna,3611000,1,1,GCF_003003865.1_ASM300386v1_genomic.fna_prepare-split125N.fna,ASM300386v1,Lansing 3,Legionella pneumophila subsp. fraseri Lansing 3
GCF_003003955.1,PRJNA224116,SAMN06928769,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=D-5744,,latest,Complete Genome,Major,Full,2018/03/15,ASM300395v1,Centers for Disease Control and Prevention,GCA_003003955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/955/GCF_003003955.1_ASM300395v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_003003955.1/GCF_003003955.1_ASM300395v1_genomic.fna.gz,LEPN.0521.00017,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003955.1_ASM300395v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003003955.1_ASM300395v1_genomic.fna_prepare-split125N.fna,3487066,1,1,GCF_003003955.1_ASM300395v1_genomic.fna_prepare-split125N.fna,ASM300395v1,D-5744,Legionella pneumophila subsp. fraseri D-5744
GCF_003004215.1,PRJNA224116,SAMN06928763,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=D-4058,,latest,Complete Genome,Major,Full,2018/03/15,ASM300421v1,Centers for Disease Control and Prevention,GCA_003004215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/004/215/GCF_003004215.1_ASM300421v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_003004215.1/GCF_003004215.1_ASM300421v1_genomic.fna.gz,LEPN.0521.00020,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003004215.1_ASM300421v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003004215.1_ASM300421v1_genomic.fna_prepare-split125N.fna,3625177,2,1,GCF_003004215.1_ASM300421v1_genomic.fna_prepare-split125N.fna,ASM300421v1,D-4058,Legionella pneumophila subsp. fraseri D-4058
GCF_003004255.1,PRJNA224116,SAMN06928761,,,na,,91892,446,Legionella pneumophila subsp. fraseri,strain=F-4198,,latest,Complete Genome,Major,Full,2018/03/15,ASM300425v1,Centers for Disease Control and Prevention,GCA_003004255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/004/255/GCF_003004255.1_ASM300425v1,./Legionella_pneumophila/1-prepare_module/refseq/bacteria/GCF_003004255.1/GCF_003004255.1_ASM300425v1_genomic.fna.gz,LEPN.0521.00021,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003004255.1_ASM300425v1_genomic.fna_prepare-split125N.fna,Legionella_pneumophila/1-prepare_module/tmp_files/GCF_003004255.1_ASM300425v1_genomic.fna_prepare-split125N.fna,3550044,2,1,GCF_003004255.1_ASM300425v1_genomic.fna_prepare-split125N.fna,ASM300425v1,F-4198,Legionella pneumophila subsp. fraseri F-4198
