assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_003003495.1,PRJNA224116,SAMN04093378,,,na,,1313,1313,Streptococcus pneumoniae,strain=D39V,,latest,Complete Genome,Major,Full,2018/03/15,ASM300349v1,Functional Genomics Center Zurich,GCA_003003495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/495/GCF_003003495.1_ASM300349v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003003495.1/GCF_003003495.1_ASM300349v1_genomic.fna.gz,STPN.0321.00035,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003003495.1_ASM300349v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003003495.1_ASM300349v1_genomic.fna_prepare-split125N.fna,2046572,1,1,GCF_003003495.1_ASM300349v1_genomic.fna_prepare-split125N.fna,ASM300349v1,D39V,Streptococcus pneumoniae D39V
GCF_003044325.1,PRJNA224116,SAMN08823994,,,na,,1313,1313,Streptococcus pneumoniae,strain=CP2215,,latest,Chromosome,Major,Full,2018/04/09,ASM304432v1,Harvard T. H. Chan School of Public Health,GCA_003044325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/044/325/GCF_003044325.1_ASM304432v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003044325.1/GCF_003044325.1_ASM304432v1_genomic.fna.gz,STPN.0321.00025,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003044325.1_ASM304432v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003044325.1_ASM304432v1_genomic.fna_prepare-split125N.fna,2122840,1,1,GCF_003044325.1_ASM304432v1_genomic.fna_prepare-split125N.fna,ASM304432v1,CP2215,Streptococcus pneumoniae CP2215
GCF_003351525.1,PRJNA224116,SAMN09704656,,,na,,1313,1313,Streptococcus pneumoniae,strain=M23734,,latest,Complete Genome,Major,Full,2018/08/01,ASM335152v1,Centers for Disease Control and Prevention,GCA_003351525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/525/GCF_003351525.1_ASM335152v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003351525.1/GCF_003351525.1_ASM335152v1_genomic.fna.gz,STPN.0321.00029,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351525.1_ASM335152v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351525.1_ASM335152v1_genomic.fna_prepare-split125N.fna,2114141,1,1,GCF_003351525.1_ASM335152v1_genomic.fna_prepare-split125N.fna,ASM335152v1,M23734,Streptococcus pneumoniae M23734
GCF_003351645.1,PRJNA224116,SAMN09704646,,,na,,1313,1313,Streptococcus pneumoniae,strain=M16808,,latest,Complete Genome,Major,Full,2018/08/01,ASM335164v1,Centers for Disease Control and Prevention,GCA_003351645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/645/GCF_003351645.1_ASM335164v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003351645.1/GCF_003351645.1_ASM335164v1_genomic.fna.gz,STPN.0321.00031,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351645.1_ASM335164v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351645.1_ASM335164v1_genomic.fna_prepare-split125N.fna,2096231,1,1,GCF_003351645.1_ASM335164v1_genomic.fna_prepare-split125N.fna,ASM335164v1,M16808,Streptococcus pneumoniae M16808
GCF_003351705.1,PRJNA224116,SAMN09704657,,,na,,1313,1313,Streptococcus pneumoniae,strain=M26365,,latest,Complete Genome,Major,Full,2018/08/01,ASM335170v1,Centers for Disease Control and Prevention,GCA_003351705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/705/GCF_003351705.1_ASM335170v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003351705.1/GCF_003351705.1_ASM335170v1_genomic.fna.gz,STPN.0321.00043,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351705.1_ASM335170v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351705.1_ASM335170v1_genomic.fna_prepare-split125N.fna,2169584,1,1,GCF_003351705.1_ASM335170v1_genomic.fna_prepare-split125N.fna,ASM335170v1,M26365,Streptococcus pneumoniae M26365
GCF_003351725.1,PRJNA224116,SAMN09704658,,,na,,1313,1313,Streptococcus pneumoniae,strain=M26368,,latest,Complete Genome,Major,Full,2018/08/01,ASM335172v1,Centers for Disease Control and Prevention,GCA_003351725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/725/GCF_003351725.1_ASM335172v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003351725.1/GCF_003351725.1_ASM335172v1_genomic.fna.gz,STPN.0321.00018,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351725.1_ASM335172v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351725.1_ASM335172v1_genomic.fna_prepare-split125N.fna,2109726,1,1,GCF_003351725.1_ASM335172v1_genomic.fna_prepare-split125N.fna,ASM335172v1,M26368,Streptococcus pneumoniae M26368
GCF_003354825.1,PRJNA224116,SAMN08323709,,,na,,1313,1313,Streptococcus pneumoniae,strain=SPN XDR SMC1710-32,,latest,Complete Genome,Major,Full,2018/08/03,ASM335482v1,Asia Pacific Foundation for Infectious Diseases,GCA_003354825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/354/825/GCF_003354825.1_ASM335482v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003354825.1/GCF_003354825.1_ASM335482v1_genomic.fna.gz,STPN.0321.00039,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003354825.1_ASM335482v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003354825.1_ASM335482v1_genomic.fna_prepare-split125N.fna,2057144,1,1,GCF_003354825.1_ASM335482v1_genomic.fna_prepare-split125N.fna,ASM335482v1,SPN XDR SMC1710-32,Streptococcus pneumoniae SPN XDR SMC1710-32
GCF_003609935.1,PRJNA224116,SAMD00096762,,,na,,1313,1313,Streptococcus pneumoniae,strain=MDRSPN001,,latest,Complete Genome,Major,Full,2017/10/05,ASM360993v1,Sapporo Medical University School of Medicine,GCA_003609935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/935/GCF_003609935.1_ASM360993v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003609935.1/GCF_003609935.1_ASM360993v1_genomic.fna.gz,STPN.0321.00041,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003609935.1_ASM360993v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003609935.1_ASM360993v1_genomic.fna_prepare-split125N.fna,2045062,1,1,GCF_003609935.1_ASM360993v1_genomic.fna_prepare-split125N.fna,ASM360993v1,MDRSPN001,Streptococcus pneumoniae MDRSPN001
GCF_003966485.1,PRJNA224116,SAMD00137665,,,na,,1313,1313,Streptococcus pneumoniae,strain=ATCC 49619,,latest,Complete Genome,Major,Full,2018/10/13,ASM396648v1,"Department of Infectious diseases, Faculty of Medicine, University of Miyazaki",GCA_003966485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/485/GCF_003966485.1_ASM396648v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003966485.1/GCF_003966485.1_ASM396648v1_genomic.fna.gz,STPN.0321.00027,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966485.1_ASM396648v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966485.1_ASM396648v1_genomic.fna_prepare-split125N.fna,2096423,1,1,GCF_003966485.1_ASM396648v1_genomic.fna_prepare-split125N.fna,ASM396648v1,ATCC 49619,Streptococcus pneumoniae ATCC 49619
GCF_003966505.1,PRJNA224116,SAMD00137664,,,na,,1313,1313,Streptococcus pneumoniae,strain=HU-OH,,latest,Complete Genome,Major,Full,2018/10/13,ASM396650v1,"Department of Infectious diseases, Faculty of Medicine, University of Miyazaki",GCA_003966505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/505/GCF_003966505.1_ASM396650v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003966505.1/GCF_003966505.1_ASM396650v1_genomic.fna.gz,STPN.0321.00023,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966505.1_ASM396650v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966505.1_ASM396650v1_genomic.fna_prepare-split125N.fna,2058492,1,1,GCF_003966505.1_ASM396650v1_genomic.fna_prepare-split125N.fna,ASM396650v1,HU-OH,Streptococcus pneumoniae HU-OH
GCF_003966525.1,PRJNA224116,SAMD00137663,,,na,,1313,1313,Streptococcus pneumoniae,strain=NU83127,,latest,Complete Genome,Major,Full,2018/10/13,ASM396652v1,"Department of Infectious diseases, Faculty of Medicine, University of Miyazaki",GCA_003966525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/525/GCF_003966525.1_ASM396652v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003966525.1/GCF_003966525.1_ASM396652v1_genomic.fna.gz,STPN.0321.00010,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966525.1_ASM396652v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966525.1_ASM396652v1_genomic.fna_prepare-split125N.fna,2180605,1,1,GCF_003966525.1_ASM396652v1_genomic.fna_prepare-split125N.fna,ASM396652v1,NU83127,Streptococcus pneumoniae NU83127
GCF_003967155.2,PRJNA224116,SAMD00110695,,,na,,1313,1313,Streptococcus pneumoniae,strain=ASP0581,,latest,Complete Genome,Major,Full,2019/09/02,ASM396715v2,"Department of Bacteriology I, National Institute of Infectious Diseases",GCA_003967155.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/155/GCF_003967155.2_ASM396715v2,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003967155.2/GCF_003967155.2_ASM396715v2_genomic.fna.gz,STPN.0321.00014,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003967155.2_ASM396715v2_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003967155.2_ASM396715v2_genomic.fna_prepare-split125N.fna,2156271,1,1,GCF_003967155.2_ASM396715v2_genomic.fna_prepare-split125N.fna,ASM396715v2,ASP0581,Streptococcus pneumoniae ASP0581
GCF_003994915.1,PRJNA224116,SAMN06233407,,,na,,1313,1313,Streptococcus pneumoniae,strain=HKU1-14,,latest,Complete Genome,Major,Full,2019/01/07,ASM399491v1,The University of Hong Kong,GCA_003994915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/994/915/GCF_003994915.1_ASM399491v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_003994915.1/GCF_003994915.1_ASM399491v1_genomic.fna.gz,STPN.0321.00044,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003994915.1_ASM399491v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003994915.1_ASM399491v1_genomic.fna_prepare-split125N.fna,2038121,1,1,GCF_003994915.1_ASM399491v1_genomic.fna_prepare-split125N.fna,ASM399491v1,HKU1-14,Streptococcus pneumoniae HKU1-14
GCF_004291255.1,PRJNA224116,SAMN10908922,,,na,,1313,1313,Streptococcus pneumoniae,strain=EF3030,,latest,Complete Genome,Major,Full,2019/02/22,ASM429125v1,University of Oslo,GCA_004291255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/291/255/GCF_004291255.1_ASM429125v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_004291255.1/GCF_004291255.1_ASM429125v1_genomic.fna.gz,STPN.0321.00045,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_004291255.1_ASM429125v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_004291255.1_ASM429125v1_genomic.fna_prepare-split125N.fna,2101621,1,1,GCF_004291255.1_ASM429125v1_genomic.fna_prepare-split125N.fna,ASM429125v1,EF3030,Streptococcus pneumoniae EF3030
GCF_008253725.1,PRJNA224116,SAMN11338705,,,na,,1313,1313,Streptococcus pneumoniae,strain=R6CIB17,,latest,Complete Genome,Major,Full,2019/09/03,ASM825372v1,Consejo Superior de Investigaciones Cientificas (CSIC),GCA_008253725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/253/725/GCF_008253725.1_ASM825372v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_008253725.1/GCF_008253725.1_ASM825372v1_genomic.fna.gz,STPN.0321.00049,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_008253725.1_ASM825372v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_008253725.1_ASM825372v1_genomic.fna_prepare-split125N.fna,2038617,1,1,GCF_008253725.1_ASM825372v1_genomic.fna_prepare-split125N.fna,ASM825372v1,R6CIB17,Streptococcus pneumoniae R6CIB17
GCF_009664475.1,PRJNA224116,SAMN13191652,,,na,,1313,1313,Streptococcus pneumoniae,strain=AUSMDU00010538,,latest,Complete Genome,Major,Full,2019/11/17,ASM966447v1,Microbiological Diagnostic Unit,GCA_009664475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/664/475/GCF_009664475.1_ASM966447v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_009664475.1/GCF_009664475.1_ASM966447v1_genomic.fna.gz,STPN.0321.00047,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_009664475.1_ASM966447v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_009664475.1_ASM966447v1_genomic.fna_prepare-split125N.fna,2090792,1,1,GCF_009664475.1_ASM966447v1_genomic.fna_prepare-split125N.fna,ASM966447v1,AUSMDU00010538,Streptococcus pneumoniae AUSMDU00010538
GCF_011694695.1,PRJNA224116,SAMN14380576,,,na,,1313,1313,Streptococcus pneumoniae,strain=PZ900701590,,latest,Complete Genome,Major,Full,2020/03/24,ASM1169469v1,Kyoto University,GCA_011694695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/694/695/GCF_011694695.1_ASM1169469v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_011694695.1/GCF_011694695.1_ASM1169469v1_genomic.fna.gz,STPN.0321.00095,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_011694695.1_ASM1169469v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_011694695.1_ASM1169469v1_genomic.fna_prepare-split125N.fna,2145834,2,1,GCF_011694695.1_ASM1169469v1_genomic.fna_prepare-split125N.fna,ASM1169469v1,PZ900701590,Streptococcus pneumoniae PZ900701590
