id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
99,447h–448t,1465,0,0,0,0,0,True
100,427h–428t,1,0,0,0,0,1,True
101,40h–41t,1,0,0,0,0,1,True
102,407h–409t,2143,0,0,0,0,0,True
103,406h–407t,1,0,0,0,0,0,True
104,402h–403t,1,0,0,0,0,1,True
105,401h–402t,1,0,0,0,0,1,True
106,400h–401t,104,0,0,0,0,1,True
107,3h–4t,774,0,0,0,0,1,True
108,393h–394t,51,0,0,0,0,1,True
109,392h–393t,1189,0,0,0,0,0,True
110,391h–392t,459,0,0,0,0,0,True
111,389h–390t,46,0,0,0,0,0,True
112,387h–388t,1,0,0,0,0,0,True
113,386h–387t,1424,0,0,0,0,1,True
114,383h–384t,129,0,0,0,0,1,True
115,379h–380t,1300,0,0,0,0,1,True
116,370h–371t,1053,0,0,0,0,1,True
117,369h–370t,488,0,0,0,0,1,True
118,368h–369t,1,0,0,0,0,0,True
119,367h–368t,1048,0,0,0,0,1,True
120,366h–367t,1,0,0,0,0,0,True
121,365h–366t,1950,0,0,0,0,1,True
122,357h–358t,1,0,0,0,0,0,True
123,356h–357t,719,0,0,0,0,0,True
124,354h–355t,1084,0,0,0,0,1,True
125,350h–351t,1,0,0,0,0,1,True
126,348h–349t,1,0,0,0,0,1,True
127,328h–329t,715,0,0,0,0,1,True
128,326h–327t,1,0,0,0,0,0,True
129,323h–324t,1,0,0,0,0,1,True
130,319h–320t,113,0,0,0,0,0,True
131,314h–315t,1,0,0,0,0,1,True
132,313h–314t,1072,0,0,0,0,1,True
133,310h–311t,651,0,0,0,0,1,True
134,305h–306t,1,0,0,0,0,0,True
135,304h–305t,13891,0,0,0,0,1,True
136,303h–304t,168,0,0,0,0,1,True
137,295h–296t,5816,0,0,0,0,1,True
138,292h–293t,756,0,0,0,0,1,True
139,288h–290t,305,0,0,0,0,1,True
140,287h–288t,1,0,0,0,0,1,True
141,285h–286t,84,0,0,0,0,1,True
142,282h–283t,232,0,0,0,0,1,True
143,278h–279t,850,0,0,0,0,1,True
144,270h–271t,340,0,0,0,0,1,True
145,266h–267t,1,0,0,0,0,1,True
146,247h–248t,1,0,0,0,0,0,True
147,244h–245t,1,0,0,0,0,1,True
148,238h–239t,1,0,0,0,0,1,True
149,237h–238t,2011,0,0,0,0,0,True
150,236h–237t,1,0,0,0,0,0,True
151,235h–236t,1,0,0,0,0,1,True
152,234h–235t,806,0,0,0,0,0,True
153,233h–234t,4304,0,0,0,0,0,True
154,230h–231t,718,0,0,0,0,1,True
155,226h–227t,692,0,0,0,0,1,True
156,224h–225t,315,0,0,0,0,1,True
157,217h–218t,1,0,0,0,0,1,True
158,216h–217t,1,0,0,0,0,0,True
159,215h–216t,1,0,0,0,0,1,True
160,213h–214t,1896,0,0,0,0,0,True
161,212h–213t,2064,0,0,0,0,0,True
162,210h–211t,140,0,0,0,0,1,True
163,206h–208t,250,0,0,0,0,1,True
164,205h–206t,146,0,0,0,0,1,True
165,204h–205t,913,0,0,0,0,1,True
166,202h–203t,2061,0,0,0,0,1,True
167,19h–20t,854,0,0,0,0,1,True
168,199h–200t,512,0,0,0,0,1,True
169,195h–196t,1,0,0,0,0,1,True
170,185h–186t,719,0,0,0,0,1,True
171,177h–178t,306,0,0,0,0,1,True
172,175h–176t,1228,0,0,0,0,1,True
173,163h–164t,1,0,0,0,0,1,True
174,161h–162t,1253,0,0,0,0,1,True
175,15h–16t,280,0,0,0,0,1,True
176,158h–159t,1,0,0,0,0,1,True
177,156h–157t,1,0,0,0,0,0,True
178,147h–148t,1,0,0,0,0,1,True
179,135h–136t,421,0,0,0,0,1,True
180,134h–135t,1,0,0,0,0,1,True
181,133h–134t,61,0,0,0,0,1,True
182,12h–13t,1,0,0,0,0,1,True
183,127h–128t,1,0,0,0,0,0,True
184,125h–126t,171,0,0,0,0,1,True
185,120h–121t,3088,0,0,0,0,1,True
186,11h–12t,104,0,0,0,0,1,True
187,116h–117t,70,0,0,0,0,1,True
188,114h–115t,1,0,0,0,0,1,True
189,10t–9h,1,0,0,0,0,1,True
