id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
66,93h–94t,1,0,0,0,0,1,True
67,8h–9t,1,0,0,0,0,1,True
68,86h–87t,421,0,0,0,0,1,True
69,85h–86t,1,0,0,0,0,1,True
70,84h–85t,6678,0,0,0,0,1,True
71,82h–83t,1,0,0,0,0,0,True
72,80h–81t,171,0,0,0,0,1,True
73,7h–8t,3482,0,0,0,0,1,True
74,76h–77t,3088,0,0,0,0,1,True
75,73h–74t,2116,0,0,0,0,1,True
76,72h–73t,1,0,0,0,0,1,True
77,6h–7t,2225,0,0,0,0,1,True
78,59h–60t,812,0,0,0,0,1,True
79,51h–52t,1,0,0,0,0,1,True
80,46h–47t,37,0,0,0,0,1,True
81,44h–45t,1403,0,0,0,0,1,True
82,39h–40t,3976,0,0,0,0,1,True
83,35h–36t,3015,0,0,0,0,1,True
84,348h–349t,1364,0,0,0,0,0,True
85,343h–344t,24,0,0,0,0,0,True
86,340h–341t,2872,0,0,0,0,1,True
87,339h–340t,915,0,0,0,0,1,True
88,338h–339t,572,0,0,0,0,1,True
89,335h–336t,3113,0,0,0,0,1,True
90,326h–327t,66,0,0,0,0,1,True
91,323h–324t,735,0,0,0,0,1,True
92,31h–32t,8750,0,0,0,0,1,True
93,319h–320t,36,0,0,0,0,1,True
94,317h–318t,2746,0,0,0,0,1,True
95,314h–315t,1,0,0,0,0,0,True
96,309h–310t,1,0,0,0,0,1,True
97,300h–301t,4881,0,0,0,0,1,True
98,2h–3t,2770,0,0,0,0,1,True
99,297h–298t,873,0,0,0,0,1,True
100,295h–296t,782,0,0,0,0,1,True
101,292h–293t,4848,0,0,0,0,1,True
102,288h–289t,1735,0,0,0,0,1,True
103,266h–267t,7118,0,0,0,0,1,True
104,25h–26t,1,0,0,0,0,1,True
105,249h–250t,1,0,0,0,0,1,True
106,248h–249t,1,0,0,0,0,1,True
107,247h–248t,104,0,0,0,0,1,True
108,243h–244t,51,0,0,0,0,1,True
109,241h–242t,4053,0,0,0,0,1,True
110,239h–240t,129,0,0,0,0,1,True
111,237h–238t,1300,0,0,0,0,1,True
112,233h–234t,1053,0,0,0,0,1,True
113,232h–233t,488,0,0,0,0,1,True
114,231h–232t,3330,0,0,0,0,1,True
115,230h–231t,1,0,0,0,0,0,True
116,229h–230t,1950,0,0,0,0,1,True
117,225h–226t,1,0,0,0,0,0,True
118,224h–225t,719,0,0,0,0,0,True
119,223h–224t,1084,0,0,0,0,1,True
120,219h–220t,1,0,0,0,0,1,True
121,206h–207t,715,0,0,0,0,1,True
122,205h–206t,1435,0,0,0,0,0,True
123,201h–202t,113,0,0,0,0,0,True
124,197h–198t,1,0,0,0,0,1,True
125,196h–197t,1072,0,0,0,0,1,True
126,194h–195t,3500,0,0,0,0,1,True
127,190h–191t,15460,0,0,0,0,1,True
128,189h–190t,168,0,0,0,0,1,True
129,183h–184t,5816,0,0,0,0,1,True
130,181h–182t,3149,0,0,0,0,1,True
131,177h–178t,84,0,0,0,0,1,True
132,175h–176t,232,0,0,0,0,1,True
133,173h–174t,3840,0,0,0,0,1,True
134,168h–169t,1774,0,0,0,0,1,True
135,165h–166t,1,0,0,0,0,1,True
136,157h–158t,1,0,0,0,0,0,True
137,155h–156t,1,0,0,0,0,1,True
138,153h–154t,7252,0,0,0,0,1,True
139,151h–152t,1,0,0,0,0,1,True
140,148h–149t,718,0,0,0,0,1,True
141,146h–147t,1972,0,0,0,0,1,True
142,145h–146t,315,0,0,0,0,1,True
143,142h–143t,1,0,0,0,0,1,True
144,141h–142t,1,0,0,0,0,0,True
145,140h–141t,1550,0,0,0,0,1,True
146,13h–14t,854,0,0,0,0,1,True
147,139h–140t,1896,0,0,0,0,0,True
148,138h–139t,2064,0,0,0,0,0,True
149,136h–137t,140,0,0,0,0,1,True
150,132h–133t,4436,0,0,0,0,1,True
151,131h–132t,512,0,0,0,0,1,True
152,128h–129t,2555,0,0,0,0,1,True
153,121h–122t,5225,0,0,0,0,1,True
154,115h–116t,1634,0,0,0,0,1,True
155,114h–115t,1228,0,0,0,0,1,True
156,10h–11t,1373,0,0,0,0,1,True
157,105h–106t,1,0,0,0,0,1,True
158,104h–105t,1253,0,0,0,0,1,True
159,101h–102t,1,0,0,0,0,1,True
