Seq_id	Size	Description
1	4529703	YEPE.0221.00019
2	4517345	YEPE.0221.00017
3	4569625	YEPE.0221.00018
4	4526841	YEPE.0221.00027
5	4467447	YEPE.0221.00029
6	4607325	YEPE.0221.00021
7	4503487	YEPE.0221.00025
8	4612708	YEPE.0221.00006
9	4501826	YEPE.0221.00005
10	4654228	YEPE.0221.00026
11	4644349	YEPE.0221.00004
12	4612618	YEPE.0221.00013
13	4504254	YEPE.0221.00016
14	4639390	YEPE.0221.00054
15	4604910	YEPE.0221.00007
16	4659507	YEPE.0221.00046
17	4610990	YEPE.0221.00002
18	4640720	YEPE.0221.00035
19	4636566	YEPE.0221.00008
20	4556329	YEPE.0221.00024
21	4625829	YEPE.0221.00036
22	4534590	YEPE.0221.00030
23	4491639	YEPE.0221.00051
24	4531804	YEPE.0221.00033
25	4499502	YEPE.0221.00003
26	4530125	YEPE.0221.00032
27	4629837	YEPE.0221.00041
28	4463069	YEPE.0221.00014
29	4617857	YEPE.0221.00009
30	4523033	YEPE.0221.00044
31	4635506	YEPE.0221.00053
32	4532063	YEPE.0221.00047
33	4607660	YEPE.0221.00034
34	4662886	YEPE.0221.00037
35	4595065	YEPE.0221.00057
36	4708493	YEPE.0221.00040
37	4501786	YEPE.0221.00039
38	4708024	YEPE.0221.00049
39	4553770	YEPE.0221.00022
40	4685402	YEPE.0221.00038
41	4523206	YEPE.0221.00028
42	4605437	YEPE.0221.00042
43	4528383	YEPE.0221.00031
44	4602429	YEPE.0221.00043
45	4553586	YEPE.0221.00050
46	4546217	YEPE.0221.00055
47	4524943	YEPE.0221.00023
48	4636496	YEPE.0221.00056
49	4596548	YEPE.0221.00052
50	4672675	YEPE.0221.00058
51	4616538	YEPE.0221.00001
52	4653728	YEPE.0221.00045
53	4702289	YEPE.0221.00048
54	4553687	YEPE.0221.00010
55	4555347	YEPE.0221.00011
56	4481558	YEPE.0221.00012
57	4519828	YEPE.0221.00020
58	4600755	YEPE.0221.00015
--------------------------------------------------------------------------------
Block #276
Seq_id	Strand	Start	End	Length
56	+	1292262	1305856	13594
58	+	3737008	3750586	13578
--------------------------------------------------------------------------------
Block #274
Seq_id	Strand	Start	End	Length
3	+	3275310	3293898	18588
6	+	2575785	2594401	18616
7	+	774599	793158	18559
8	+	3821919	3840535	18616
10	-	3790649	3772089	18560
11	-	3157915	3139350	18565
12	+	778552	797107	18555
14	-	516446	497941	18505
15	+	723767	742327	18560
16	-	3098788	3080225	18563
17	-	3238625	3220087	18538
18	+	836533	855097	18564
19	+	838910	857518	18608
20	-	1989619	1971056	18563
21	+	3782504	3801096	18592
22	+	3636176	3654736	18560
23	-	2400353	2381821	18532
24	-	3839672	3821172	18500
25	+	719991	738551	18560
27	+	3945417	3963947	18530
28	+	3861145	3879543	18398
29	+	778462	797011	18549
30	+	1437005	1455535	18530
31	-	3690862	3672297	18565
32	-	769051	750545	18506
33	+	3663110	3681726	18616
34	-	169232	150641	18591
35	-	3880228	3861662	18566
36	-	4245908	4227387	18521
38	-	2147848	2129327	18521
39	-	266943	248381	18562
40	-	1264748	1246185	18563
42	+	2259089	2277665	18576
44	+	572096	590686	18590
45	-	920390	901827	18563
46	-	3560903	3542360	18543
48	-	1906792	1888278	18514
49	-	3666013	3647485	18528
50	-	4277005	4258433	18572
51	-	766574	748070	18504
52	+	838337	856928	18591
53	-	3759270	3740749	18521
54	-	3682388	3663820	18568
55	-	3624520	3605997	18523
56	-	3982577	3964031	18546
58	-	3794519	3775988	18531
--------------------------------------------------------------------------------
Block #273
Seq_id	Strand	Start	End	Length
3	+	3266133	3274042	7909
6	+	2566608	2574517	7909
7	+	765423	773331	7908
8	+	3810783	3818666	7883
10	-	3799825	3791917	7908
11	-	3167091	3159183	7908
12	+	769375	777284	7909
14	-	525622	517714	7908
15	+	714591	722499	7908
16	-	3107964	3100056	7908
17	-	3247800	3239893	7907
18	+	827355	835265	7910
19	+	829733	837642	7909
20	-	1998795	1990887	7908
21	+	3773327	3781236	7909
22	+	3626999	3634908	7909
23	-	2409528	2401621	7907
24	-	3848848	3840940	7908
25	+	710815	718723	7908
27	+	3936240	3944149	7909
28	+	178609	186518	7909
29	+	769286	777194	7908
30	+	1427828	1435737	7909
31	-	3700038	3692130	7908
32	-	778226	770319	7907
33	+	3653933	3661842	7909
34	-	178408	170500	7908
35	-	3889404	3881496	7908
36	-	4255084	4247176	7908
38	-	2157022	2149115	7907
39	-	276119	268211	7908
40	-	1273924	1266016	7908
42	+	2249913	2257821	7908
44	+	562920	570828	7908
45	-	929566	921658	7908
46	-	3570079	3562171	7908
48	-	1915968	1908060	7908
49	-	3675189	3667281	7908
50	-	4286181	4278273	7908
51	-	775750	767842	7908
52	+	829160	837069	7909
53	-	3768446	3760538	7908
54	-	3691564	3683656	7908
55	-	3633696	3625788	7908
56	-	3991753	3983845	7908
58	-	3803694	3795787	7907
--------------------------------------------------------------------------------
Block #272
Seq_id	Strand	Start	End	Length
3	+	3248201	3262325	14124
6	+	2544219	2558374	14155
7	+	743280	757189	13909
8	+	3788411	3802549	14138
10	-	3817757	3803633	14124
11	-	3189497	3175324	14173
12	+	747250	761142	13892
14	-	547741	533856	13885
15	+	692472	706357	13885
16	-	3125896	3111772	14124
17	-	3269935	3256034	13901
18	+	804997	819122	14125
19	+	807344	821500	14156
20	-	2016727	2002603	14124
21	+	3750944	3765093	14149
22	+	3604880	3618765	13885
23	-	2431676	2417775	13901
24	-	3870967	3857082	13885
25	+	688696	702581	13885
27	+	3914121	3928006	13885
28	+	156259	170375	14116
29	+	747103	761052	13949
30	+	1405708	1419593	13885
31	-	3722428	3708271	14157
32	-	800345	786460	13885
33	+	3631544	3645699	14155
34	-	196340	182216	14124
35	-	3911776	3897638	14138
36	-	4277466	4263318	14148
38	-	2179404	2165256	14148
39	-	294051	279927	14124
40	-	1296282	1282158	14124
42	+	2227795	2241680	13885
44	+	544988	559112	14124
45	-	951924	937800	14124
46	-	3588036	3573887	14149
48	-	1938087	1924202	13885
49	-	3697308	3683423	13885
50	-	4308528	4294414	14114
51	-	797861	783984	13877
52	+	811228	825352	14124
53	-	3786402	3772254	14148
54	-	3713923	3699799	14124
55	-	3655815	3641930	13885
56	-	4013878	3999986	13892
58	-	3825814	3811928	13886
--------------------------------------------------------------------------------
Block #271
Seq_id	Strand	Start	End	Length
3	+	320890	326322	5432
3	+	329632	335063	5431
10	-	2074316	2068885	5431
16	-	1374396	1368964	5432
16	-	1383139	1377706	5433
20	-	372913	367481	5432
34	-	3111204	3105772	5432
34	-	3116635	3111205	5430
39	-	3207293	3201861	5432
40	-	4222889	4217458	5431
40	-	4231630	4226198	5432
44	+	2188721	2194153	5432
44	+	2197463	2202895	5432
50	-	2550604	2545172	5432
50	-	2559346	2553914	5432
52	+	2555119	2560551	5432
54	+	2297333	2302765	5432
54	+	2306075	2311507	5432
--------------------------------------------------------------------------------
Block #270
Seq_id	Strand	Start	End	Length
1	+	4516889	4524080	7191
2	+	3044235	3051422	7187
3	+	897774	904959	7185
4	+	426017	433206	7189
5	-	4063769	4056580	7189
6	+	22812	29811	6999
7	+	3190609	3197794	7185
8	+	1263138	1270137	6999
10	+	1154537	1161722	7185
11	-	990043	982844	7199
12	+	3295860	3303044	7184
13	+	1958209	1965393	7184
14	+	3043133	3050318	7185
15	+	3238044	3245229	7185
16	-	808208	801023	7185
17	-	719940	712755	7185
18	-	3202930	3195745	7185
19	-	1122850	1115665	7185
20	-	4363060	4355875	7185
21	-	1256206	1249021	7185
22	-	1209749	1202564	7185
23	-	4475060	4467875	7185
24	+	1728259	1735446	7187
25	+	3132704	3139889	7185
26	-	1455107	1447920	7187
27	-	1418139	1410954	7185
28	+	2816569	2823754	7185
29	-	1237190	1230005	7185
30	-	3539625	3532438	7187
31	+	3406954	3414138	7184
32	+	3189490	3196677	7187
33	+	1108990	1115989	6999
34	-	2545065	2537880	7185
35	+	1234528	1241712	7184
36	+	3312393	3319578	7185
37	+	2953071	2960255	7184
38	+	1214565	1221750	7185
39	-	2641131	2633946	7185
40	+	4032786	4039971	7185
41	+	566037	573226	7189
42	+	168450	175635	7185
43	+	1264154	1271342	7188
44	+	2763622	2770807	7185
45	-	3259914	3252728	7186
46	-	1008863	1001678	7185
47	-	4524943	4517736	7207
48	+	4429716	4436900	7184
49	-	1164619	1157434	7185
50	-	1983682	1976497	7185
51	+	3270757	3277942	7185
52	+	3121292	3128477	7185
53	+	2827564	2834749	7185
54	+	2871105	2878289	7184
55	-	1165379	1158194	7185
56	+	3521820	3529005	7185
57	+	4451219	4458406	7187
58	-	1279865	1272680	7185
--------------------------------------------------------------------------------
Block #269
Seq_id	Strand	Start	End	Length
1	+	4506584	4513284	6700
2	+	3033930	3040630	6700
3	-	671130	664430	6700
4	+	415712	422412	6700
5	-	4074074	4067374	6700
6	+	12507	19207	6700
7	+	3179593	3186292	6699
8	+	1252833	1259533	6700
10	+	1734676	1741376	6700
11	-	1001059	994360	6699
12	+	3284844	3291543	6699
13	+	1947904	1954604	6700
14	+	3032117	3038816	6699
15	+	3227028	3233727	6699
16	+	1034830	1041530	6700
17	-	730956	724257	6699
18	+	3115256	3121956	6700
19	-	1133866	1127167	6699
20	+	33348	40047	6699
21	-	1267223	1260523	6700
22	-	1220765	1214066	6699
23	-	4486076	4479377	6699
24	+	1717245	1723948	6703
25	+	3121688	3128387	6699
26	-	1465412	1458712	6700
27	-	1429155	1422456	6699
28	+	2804927	2811641	6714
29	-	1248206	1241507	6699
30	-	3550641	3543942	6699
31	+	3395938	3402637	6699
32	+	3178474	3185173	6699
33	+	1098685	1105385	6700
34	+	2771621	2778321	6700
35	+	1224223	1230923	6700
36	+	3300765	3307465	6700
37	+	2942766	2949466	6700
38	+	1202937	1209637	6700
39	+	2867751	2874451	6700
40	-	3805530	3798830	6700
41	+	555732	562432	6700
42	+	157434	164133	6699
43	+	1253849	1260549	6700
44	-	2537022	2530322	6700
45	-	2951326	2944626	6700
46	-	1019879	1013180	6699
47	-	10288	3588	6700
48	+	4418700	4425399	6699
49	-	1175635	1168936	6699
50	-	2270581	2263881	6700
51	+	3259741	3266440	6699
52	-	2894684	2887984	6700
53	+	2815936	2822636	6700
54	-	2644459	2637759	6700
55	-	1176395	1169696	6699
56	+	3510804	3517503	6699
57	+	4440914	4447614	6700
58	-	1290881	1284182	6699
--------------------------------------------------------------------------------
Block #268
Seq_id	Strand	Start	End	Length
1	+	4500879	4506583	5704
2	+	3028209	3033929	5720
3	-	676752	671132	5620
4	+	409991	415711	5720
5	-	4079796	4074076	5720
6	+	6911	12506	5595
7	+	3174000	3179592	5592
8	+	1247253	1252832	5579
10	+	1729055	1734675	5620
11	-	1006712	1001061	5651
12	+	3279311	3284843	5532
13	+	1942565	1947903	5338
14	+	3026525	3032116	5591
15	+	3221435	3227027	5592
16	+	1029209	1034829	5620
17	-	736550	730958	5592
18	+	3109696	3115255	5559
19	-	1139519	1133868	5651
20	+	27727	33347	5620
21	-	1272832	1267225	5607
22	-	1226358	1220767	5591
23	-	4491639	4486078	5561
24	+	1711637	1717244	5607
25	+	3116095	3121687	5592
26	-	1471134	1465414	5720
27	-	1434764	1429157	5607
28	+	2797390	2802969	5579
29	-	1253800	1248208	5592
30	-	3556250	3550643	5607
31	+	3390286	3395937	5651
32	+	3172866	3178473	5607
33	+	1093089	1098684	5595
34	+	2765999	2771620	5621
35	+	1218642	1224222	5580
36	+	3295265	3300764	5499
37	+	2937427	2942765	5338
38	+	1197437	1202936	5499
39	+	2862130	2867750	5620
40	-	3811152	3805532	5620
41	+	550011	555731	5720
42	+	151841	157433	5592
43	+	1248128	1253848	5720
44	-	2542644	2537024	5620
45	-	2956887	2951328	5559
46	-	1025504	1019881	5623
47	-	16010	10290	5720
48	+	4413092	4418699	5607
49	-	1181213	1175637	5576
50	-	2276203	2270583	5620
51	+	3254133	3259740	5607
52	-	2900306	2894686	5620
53	+	2810436	2815935	5499
54	-	2650081	2644461	5620
55	-	1181973	1176397	5576
56	+	3505211	3510803	5592
57	+	4435193	4440913	5720
58	-	1296475	1290883	5592
--------------------------------------------------------------------------------
Block #267
Seq_id	Strand	Start	End	Length
1	+	4493955	4500877	6922
2	+	3021285	3028207	6922
3	-	683677	676753	6924
4	+	403067	409989	6922
5	-	4086720	4079797	6923
6	+	1	6909	6908
7	+	3167093	3173998	6905
8	+	1240328	1247251	6923
10	+	1722130	1729053	6923
11	-	1013637	1006713	6924
12	+	3272386	3279309	6923
13	+	1935658	1942563	6905
14	+	3019600	3026523	6923
15	+	3214528	3221433	6905
16	+	1022284	1029207	6923
17	-	743457	736551	6906
18	+	3102771	3109694	6923
19	-	1146444	1139520	6924
20	+	20802	27725	6923
21	-	1279757	1272833	6924
22	-	1233283	1226359	6924
23	-	6937	16	6921
24	+	1704711	1711635	6924
25	+	3109188	3116093	6905
26	-	1478058	1471135	6923
27	-	1441689	1434765	6924
28	+	2790465	2797388	6923
29	-	1260707	1253801	6906
30	-	3563175	3556251	6924
31	+	3383361	3390284	6923
32	+	3165940	3172864	6924
33	+	1086164	1093087	6923
34	+	2759074	2765997	6923
35	+	1211717	1218640	6923
36	+	3288340	3295263	6923
37	+	2930520	2937425	6905
38	+	1190512	1197435	6923
39	+	2855205	2862128	6923
40	-	3818077	3811153	6924
41	+	543087	550009	6922
42	+	144934	151839	6905
43	+	1241204	1248126	6922
44	-	2549569	2542645	6924
45	-	2963812	2956888	6924
46	-	1032429	1025505	6924
47	-	22934	16011	6923
48	+	4406167	4413090	6923
49	-	1188138	1181214	6924
50	-	2283128	2276204	6924
51	+	3247208	3254131	6923
52	-	2907231	2900307	6924
53	+	2803511	2810434	6923
54	-	2657006	2650082	6924
55	-	1188898	1181974	6924
56	+	3498286	3505209	6923
57	+	4428269	4435191	6922
58	-	1303382	1296476	6906
--------------------------------------------------------------------------------
Block #266
Seq_id	Strand	Start	End	Length
1	+	4485188	4493953	8765
2	+	3012518	3021283	8765
3	-	692443	683678	8765
4	+	394300	403065	8765
5	-	4095486	4086721	8765
6	+	4598544	4607325	8781
7	+	3158326	3167091	8765
8	+	1231561	1240326	8765
10	+	1713363	1722128	8765
11	-	1022403	1013638	8765
12	+	3263619	3272384	8765
13	+	1926891	1935656	8765
14	+	3010833	3019598	8765
15	+	3205761	3214526	8765
16	+	1013517	1022282	8765
17	-	752223	743458	8765
18	+	3094001	3102769	8768
19	-	1155210	1146445	8765
20	+	12035	20800	8765
21	-	1288538	1279758	8780
22	-	1242049	1233284	8765
23	-	15703	6938	8765
24	+	1695943	1704709	8766
25	+	3100421	3109186	8765
26	-	1486824	1478059	8765
27	-	1450456	1441690	8766
28	+	2781698	2790463	8765
29	-	1269473	1260708	8765
30	-	3571942	3563176	8766
31	+	3374594	3383359	8765
32	+	3157172	3165938	8766
33	+	1077397	1086162	8765
34	+	2750307	2759072	8765
35	+	1202950	1211715	8765
36	+	3279710	3288338	8628
37	+	2921753	2930518	8765
38	+	1181882	1190510	8628
39	+	2846438	2855203	8765
40	-	3826843	3818078	8765
41	+	534320	543085	8765
42	+	136167	144932	8765
43	+	1232437	1241202	8765
44	-	2558335	2549570	8765
45	-	2972578	2963813	8765
46	-	1041195	1032430	8765
47	-	31700	22935	8765
48	+	4397399	4406165	8766
49	-	1196904	1188139	8765
50	-	2291894	2283129	8765
51	+	3238440	3247206	8766
52	-	2915997	2907232	8765
53	+	2794881	2803509	8628
54	-	2665772	2657007	8765
55	-	1197664	1188899	8765
56	+	3489519	3498284	8765
57	+	4419502	4428267	8765
58	-	1312148	1303383	8765
--------------------------------------------------------------------------------
Block #265
Seq_id	Strand	Start	End	Length
1	+	4477986	4485187	7201
2	+	3005296	3012517	7221
3	-	699655	692445	7210
4	+	387098	394299	7201
5	-	4102689	4095488	7201
6	+	4591342	4598543	7201
7	+	3151124	3158325	7201
8	+	1224359	1231560	7201
9	-	628519	621318	7201
10	+	1706152	1713362	7210
11	-	1029606	1022405	7201
12	+	3256417	3263618	7201
13	+	1919729	1926890	7161
14	+	3003631	3010832	7201
15	+	3198559	3205760	7201
16	+	1006306	1013516	7210
17	-	759436	752225	7211
18	+	3086798	3094000	7202
19	-	1162413	1155212	7201
20	+	4824	12034	7210
21	-	1297049	1289855	7194
22	-	1249252	1242051	7201
23	-	22906	15705	7201
24	+	1688742	1695942	7200
25	+	3093219	3100420	7201
26	-	1494047	1486826	7221
27	-	1457659	1450458	7201
28	+	2774506	2781697	7191
29	-	1276666	1269475	7191
30	-	3579145	3571944	7201
31	+	3367392	3374593	7201
32	+	3149970	3157171	7201
33	+	1070195	1077396	7201
34	+	2743086	2750306	7220
35	+	1195738	1202949	7211
36	+	3272528	3279709	7181
37	+	2914591	2921752	7161
38	+	1174699	1181881	7182
39	+	2839227	2846437	7210
40	-	3834045	3826845	7200
41	+	527118	534319	7201
42	+	128975	136166	7191
43	+	1225235	1232436	7201
44	-	2565547	2558337	7210
45	-	2979790	2972580	7210
46	-	1048398	1041197	7201
47	-	38903	31702	7201
48	+	4390187	4397398	7211
49	-	1204117	1196906	7211
50	-	2299106	2291896	7210
51	+	3231238	3238439	7201
52	-	2923209	2915999	7210
53	+	2787699	2794880	7181
54	-	2672984	2665774	7210
55	-	1204877	1197666	7211
56	+	3482317	3489518	7201
57	+	4412280	4419501	7221
58	-	1319341	1312150	7191
--------------------------------------------------------------------------------
Block #264
Seq_id	Strand	Start	End	Length
1	+	4467451	4473123	5672
2	+	2994761	3000433	5672
3	-	710175	704502	5673
4	+	376563	382235	5672
5	-	4113224	4107551	5673
6	+	4580836	4586508	5672
7	+	3140604	3146276	5672
8	+	1213853	1219525	5672
9	-	639039	633366	5673
10	+	1695632	1701304	5672
11	-	1040126	1034453	5673
12	+	3245897	3251569	5672
13	+	1909209	1914881	5672
14	+	2993111	2998783	5672
15	+	3188039	3193711	5672
16	+	995786	1001458	5672
17	-	769956	764283	5673
18	+	3076280	3081951	5671
19	-	1172933	1167260	5673
20	+	4550641	4556329	5688
21	-	1307569	1301896	5673
22	-	1259772	1254099	5673
23	-	33426	27753	5673
24	+	1678222	1683894	5672
25	+	3082699	3088371	5672
26	-	1504582	1498909	5673
27	-	1468179	1462506	5673
28	+	2763995	2769658	5663
29	-	1287186	1281513	5673
30	-	3589665	3583992	5673
31	+	3356872	3362544	5672
32	+	3139450	3145122	5672
33	+	1059689	1065361	5672
34	+	2732566	2738238	5672
35	+	1185232	1190904	5672
36	+	3260039	3265711	5672
37	+	2904071	2909743	5672
38	+	1162211	1167883	5672
39	+	2828707	2834379	5672
40	-	3844565	3838892	5673
41	+	516583	522255	5672
42	+	118455	124127	5672
43	+	1214700	1220372	5672
44	-	2576066	2570393	5673
45	-	2990311	2984638	5673
46	-	1058918	1053245	5673
47	-	49438	43765	5673
48	+	4379667	4385339	5672
49	-	1214637	1208964	5673
50	-	2309626	2303953	5673
51	+	3220718	3226390	5672
52	-	2933729	2928056	5673
53	+	2775210	2780882	5672
54	-	2683504	2677831	5673
55	-	1215397	1209724	5673
56	+	3471797	3477469	5672
57	+	4401745	4407417	5672
58	-	1329861	1324188	5673
--------------------------------------------------------------------------------
Block #263
Seq_id	Strand	Start	End	Length
1	+	4455226	4464604	9378
2	+	2982536	2991914	9378
3	-	722401	713022	9379
4	+	364338	373716	9378
5	-	4125450	4116071	9379
6	+	4568611	4577989	9378
7	+	3128379	3137757	9378
8	+	1201628	1211006	9378
9	-	651265	641886	9379
10	+	1683407	1692785	9378
11	-	1052352	1042973	9379
12	+	3233672	3243050	9378
13	+	1896269	1905635	9366
14	+	2980886	2990264	9378
15	+	3175814	3185192	9378
16	+	983561	992939	9378
17	-	782182	772803	9379
18	+	3064054	3073432	9378
19	-	1185159	1175780	9379
20	+	4538416	4547794	9378
21	-	1319795	1310416	9379
22	-	1271998	1262619	9379
23	-	45652	36273	9379
24	+	1665997	1675375	9378
25	+	3070474	3079852	9378
26	-	1516808	1507429	9379
27	-	1480405	1471026	9379
28	-	779025	769646	9379
29	-	1299412	1290033	9379
30	-	3601891	3592512	9379
31	+	3344647	3354025	9378
32	+	3127225	3136603	9378
33	+	1047464	1056842	9378
34	+	2720341	2729719	9378
35	+	1173007	1182385	9378
36	+	3247814	3257192	9378
37	+	2891131	2900497	9366
38	+	1149986	1159364	9378
39	+	2816482	2825860	9378
40	-	3856791	3847412	9379
41	+	504358	513736	9378
42	+	106230	115608	9378
43	+	1202475	1211853	9378
44	-	2588292	2578913	9379
45	-	3002537	2993158	9379
46	-	1071144	1061765	9379
47	-	61664	52285	9379
48	+	4367442	4376820	9378
49	-	1226863	1217484	9379
50	-	2321852	2312473	9379
51	+	3208493	3217871	9378
52	-	2945955	2936576	9379
53	+	2762985	2772363	9378
54	-	2695729	2686351	9378
55	-	1227623	1218244	9379
56	+	3459572	3468950	9378
57	+	4389520	4398898	9378
58	-	1342087	1332708	9379
--------------------------------------------------------------------------------
Block #262
Seq_id	Strand	Start	End	Length
1	+	4445470	4454272	8802
2	+	2972780	2981582	8802
3	-	731992	723195	8797
4	+	354581	363384	8803
5	-	4135046	4126244	8802
6	+	4558855	4567657	8802
7	+	3118620	3127425	8805
8	+	1191872	1200674	8802
9	-	661019	652217	8802
10	+	1673814	1682611	8797
11	-	1062101	1053304	8797
12	+	3223921	3232718	8797
13	-	355508	346695	8813
14	+	2971135	2979932	8797
15	+	3166055	3174860	8805
16	+	973968	982765	8797
17	-	791940	783134	8806
18	+	3054303	3063100	8797
19	-	1194908	1186111	8797
20	+	4528823	4537620	8797
21	-	1329544	1320747	8797
22	-	1281759	1272962	8797
23	-	55410	46604	8806
24	+	1656246	1665043	8797
25	+	3060715	3069520	8805
26	-	1526562	1517760	8802
27	-	1490154	1481357	8797
28	-	788774	779977	8797
29	-	1309170	1300364	8806
30	-	3611640	3602843	8797
31	+	3334896	3343693	8797
32	+	3117465	3126271	8806
33	+	1037708	1046510	8802
34	+	2710739	2719545	8806
35	+	1163251	1172053	8802
36	+	3238079	3246876	8797
37	-	1352101	1343288	8813
38	+	1140251	1149048	8797
39	+	2806889	2815686	8797
40	-	3866389	3857585	8804
41	+	494602	503404	8802
42	+	96471	105276	8805
43	+	1192719	1201521	8802
44	-	2597883	2589086	8797
45	-	3012129	3003331	8798
46	-	1080893	1072096	8797
47	-	71418	62616	8802
48	+	4357691	4366488	8797
49	-	1236621	1227815	8806
50	-	2331443	2322646	8797
51	+	3198742	3207539	8797
52	-	2955546	2946749	8797
53	+	2753250	2762047	8797
54	-	2705320	2696523	8797
55	-	1237381	1228575	8806
56	+	3449821	3458618	8797
57	+	4379764	4388566	8802
58	-	1351845	1343039	8806
--------------------------------------------------------------------------------
Block #261
Seq_id	Strand	Start	End	Length
1	+	4433199	4445469	12270
2	+	2960509	2972779	12270
3	-	744978	732712	12266
4	+	341601	353871	12270
5	-	4147317	4135048	12269
6	+	4546584	4558854	12270
7	+	3105643	3117924	12281
8	+	1179601	1191871	12270
9	-	673999	661730	12269
10	+	1660828	1673094	12266
11	-	1075087	1062821	12266
12	+	3210935	3223201	12266
13	+	332265	344546	12281
14	+	2958149	2970415	12266
15	+	3153078	3165359	12281
16	+	960982	973248	12266
17	-	804916	792636	12280
18	+	3041334	3053583	12249
19	-	1207894	1195628	12266
20	+	4515837	4528103	12266
21	-	1342530	1330264	12266
22	-	1294745	1282479	12266
23	-	68386	56106	12280
24	+	1643260	1655526	12266
25	+	3047738	3060019	12281
26	-	1538833	1526564	12269
27	-	1503140	1490874	12266
28	-	801760	789494	12266
29	-	1322146	1309866	12280
30	-	3624627	3612361	12266
31	+	3321910	3334176	12266
32	+	3104488	3116769	12281
33	+	1025437	1037707	12270
34	+	2697762	2710043	12281
