assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_000681515.1,PRJNA224116,SAMN02318985,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN006122,,latest,Complete Genome,Major,Full,2014/05/06,ASM68151v1,FDA/CFSAN,GCA_000681515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/681/515/GCF_000681515.1_ASM68151v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_000681515.1/GCF_000681515.1_ASM68151v1_genomic.fna.gz,LIMO.0521.00015,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000681515.1_ASM68151v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000681515.1_ASM68151v1_genomic.fna_prepare-split125N.fna,2906670,1,1,GCF_000681515.1_ASM68151v1_genomic.fna_prepare-split125N.fna,ASM68151v1,CFSAN006122,Listeria monocytogenes CFSAN006122
GCF_000746625.1,PRJNA224116,SAMN03003922,,,na,,1639,1639,Listeria monocytogenes,strain=Lm60,,latest,Complete Genome,Major,Full,2014/08/29,ASM74662v1,"University of Zurich, Vetsuisse Faculty",GCA_000746625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/625/GCF_000746625.1_ASM74662v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_000746625.1/GCF_000746625.1_ASM74662v1_genomic.fna.gz,LIMO.0521.00014,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000746625.1_ASM74662v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000746625.1_ASM74662v1_genomic.fna_prepare-split125N.fna,2989591,1,1,GCF_000746625.1_ASM74662v1_genomic.fna_prepare-split125N.fna,ASM74662v1,Lm60,Listeria monocytogenes Lm60
GCF_000800335.1,PRJNA224116,SAMN03177401,,,na,,1639,1639,Listeria monocytogenes,strain=NTSN,,latest,Complete Genome,Major,Full,2014/12/09,ASM80033v1,Yangzhou University,GCA_000800335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/335/GCF_000800335.1_ASM80033v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_000800335.1/GCF_000800335.1_ASM80033v1_genomic.fna.gz,LIMO.0521.00021,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000800335.1_ASM80033v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000800335.1_ASM80033v1_genomic.fna_prepare-split125N.fna,2904500,1,1,GCF_000800335.1_ASM80033v1_genomic.fna_prepare-split125N.fna,ASM80033v1,NTSN,Listeria monocytogenes NTSN
GCF_000808055.1,PRJNA224116,SAMN03073546,,,na,,1639,1639,Listeria monocytogenes,strain=IZSAM_Lm_hs2008,,latest,Complete Genome,Major,Full,2014/12/29,ASM80805v1,IZSAM,GCA_000808055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/055/GCF_000808055.1_ASM80805v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_000808055.1/GCF_000808055.1_ASM80805v1_genomic.fna.gz,LIMO.0521.00017,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000808055.1_ASM80805v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000808055.1_ASM80805v1_genomic.fna_prepare-split125N.fna,2904228,1,1,GCF_000808055.1_ASM80805v1_genomic.fna_prepare-split125N.fna,ASM80805v1,IZSAM_Lm_hs2008,Listeria monocytogenes IZSAM_Lm_hs2008
GCF_000950775.1,PRJNA224116,SAMN03372633,,,na,,1639,1639,Listeria monocytogenes,strain=N2306,Human listeriosis,latest,Complete Genome,Major,Full,2015/03/11,ASM95077v1,"University of Zurich, Vetsuisse Faculty",GCA_000950775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/775/GCF_000950775.1_ASM95077v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_000950775.1/GCF_000950775.1_ASM95077v1_genomic.fna.gz,LIMO.0521.00042,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000950775.1_ASM95077v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_000950775.1_ASM95077v1_genomic.fna_prepare-split125N.fna,2911639,1,1,GCF_000950775.1_ASM95077v1_genomic.fna_prepare-split125N.fna,ASM95077v1,N2306,Listeria monocytogenes N2306
GCF_001005925.2,PRJNA224116,SAMN02689388,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN008100,,latest,Complete Genome,Minor,Full,2018/05/01,ASM100592v2,FDA/CFSAN,GCA_001005925.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/925/GCF_001005925.2_ASM100592v2,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001005925.2/GCF_001005925.2_ASM100592v2_genomic.fna.gz,LIMO.0521.00220,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001005925.2_ASM100592v2_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001005925.2_ASM100592v2_genomic.fna_prepare-split125N.fna,3108102,2,1,GCF_001005925.2_ASM100592v2_genomic.fna_prepare-split125N.fna,ASM100592v2,CFSAN008100,Listeria monocytogenes CFSAN008100
GCF_001005985.1,PRJNA224116,SAMN02569973,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN007956,,latest,Complete Genome,Major,Full,2015/05/11,ASM100598v1,FDA/CFSAN,GCA_001005985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/985/GCF_001005985.1_ASM100598v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001005985.1/GCF_001005985.1_ASM100598v1_genomic.fna.gz,LIMO.0521.00046,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001005985.1_ASM100598v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001005985.1_ASM100598v1_genomic.fna_prepare-split125N.fna,2918170,1,1,GCF_001005985.1_ASM100598v1_genomic.fna_prepare-split125N.fna,ASM100598v1,CFSAN007956,Listeria monocytogenes CFSAN007956
GCF_001027065.1,PRJNA224116,SAMN02713647,,,na,,1639,1639,Listeria monocytogenes,strain=L2074,,latest,Complete Genome,Major,Full,2015/06/03,ASM102706v1,Cornell University,GCA_001027065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/065/GCF_001027065.1_ASM102706v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001027065.1/GCF_001027065.1_ASM102706v1_genomic.fna.gz,LIMO.0521.00047,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027065.1_ASM102706v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027065.1_ASM102706v1_genomic.fna_prepare-split125N.fna,2897190,1,1,GCF_001027065.1_ASM102706v1_genomic.fna_prepare-split125N.fna,ASM102706v1,L2074,Listeria monocytogenes L2074
GCF_001027085.1,PRJNA224116,SAMN02712416,,,na,,1639,1639,Listeria monocytogenes,strain=L1846,,latest,Complete Genome,Major,Full,2015/06/03,ASM102708v1,Cornell University,GCA_001027085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/085/GCF_001027085.1_ASM102708v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001027085.1/GCF_001027085.1_ASM102708v1_genomic.fna.gz,LIMO.0521.00024,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027085.1_ASM102708v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027085.1_ASM102708v1_genomic.fna_prepare-split125N.fna,2947477,1,1,GCF_001027085.1_ASM102708v1_genomic.fna_prepare-split125N.fna,ASM102708v1,L1846,Listeria monocytogenes L1846
GCF_001027125.1,PRJNA224116,SAMN02713648,,,na,,1639,1639,Listeria monocytogenes,strain=L2625,,latest,Complete Genome,Major,Full,2015/06/03,ASM102712v1,Cornell University,GCA_001027125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/125/GCF_001027125.1_ASM102712v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001027125.1/GCF_001027125.1_ASM102712v1_genomic.fna.gz,LIMO.0521.00036,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027125.1_ASM102712v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027125.1_ASM102712v1_genomic.fna_prepare-split125N.fna,2896586,1,1,GCF_001027125.1_ASM102712v1_genomic.fna_prepare-split125N.fna,ASM102712v1,L2625,Listeria monocytogenes L2625
GCF_001027165.1,PRJNA224116,SAMN02713668,,,na,,1639,1639,Listeria monocytogenes,strain=L2624,,latest,Complete Genome,Major,Full,2015/06/03,ASM102716v1,Cornell University,GCA_001027165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/165/GCF_001027165.1_ASM102716v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001027165.1/GCF_001027165.1_ASM102716v1_genomic.fna.gz,LIMO.0521.00030,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027165.1_ASM102716v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027165.1_ASM102716v1_genomic.fna_prepare-split125N.fna,2932501,1,1,GCF_001027165.1_ASM102716v1_genomic.fna_prepare-split125N.fna,ASM102716v1,L2624,Listeria monocytogenes L2624
GCF_001027205.1,PRJNA224116,SAMN02713644,,,na,,1639,1639,Listeria monocytogenes,strain=L2676,,latest,Complete Genome,Major,Full,2015/06/03,ASM102720v1,Cornell University,GCA_001027205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/205/GCF_001027205.1_ASM102720v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001027205.1/GCF_001027205.1_ASM102720v1_genomic.fna.gz,LIMO.0521.00019,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027205.1_ASM102720v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027205.1_ASM102720v1_genomic.fna_prepare-split125N.fna,2947293,1,1,GCF_001027205.1_ASM102720v1_genomic.fna_prepare-split125N.fna,ASM102720v1,L2676,Listeria monocytogenes L2676
GCF_001027245.1,PRJNA224116,SAMN02713641,,,na,,1639,1639,Listeria monocytogenes,strain=L2626,,latest,Complete Genome,Major,Full,2015/06/03,ASM102724v1,Cornell University,GCA_001027245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/245/GCF_001027245.1_ASM102724v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001027245.1/GCF_001027245.1_ASM102724v1_genomic.fna.gz,LIMO.0521.00051,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027245.1_ASM102724v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001027245.1_ASM102724v1_genomic.fna_prepare-split125N.fna,2907486,1,1,GCF_001027245.1_ASM102724v1_genomic.fna_prepare-split125N.fna,ASM102724v1,L2626,Listeria monocytogenes L2626
GCF_001047715.1,PRJNA224116,SAMN03002783,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN023463,,latest,Complete Genome,Major,Full,2015/07/08,ASM104771v1,FDA/CFSAN,GCA_001047715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/715/GCF_001047715.1_ASM104771v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001047715.1/GCF_001047715.1_ASM104771v1_genomic.fna.gz,LIMO.0521.00028,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001047715.1_ASM104771v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001047715.1_ASM104771v1_genomic.fna_prepare-split125N.fna,2939733,1,1,GCF_001047715.1_ASM104771v1_genomic.fna_prepare-split125N.fna,ASM104771v1,CFSAN023463,Listeria monocytogenes CFSAN023463
GCF_001188045.2,PRJNA224116,SAMN03255437,,,na,,1639,1639,Listeria monocytogenes,strain=FDAARGOS_57,,latest,Complete Genome,Major,Full,2018/07/09,ASM118804v2,US Food and Drug Administration,GCA_001188045.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/045/GCF_001188045.2_ASM118804v2,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001188045.2/GCF_001188045.2_ASM118804v2_genomic.fna.gz,LIMO.0521.00221,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001188045.2_ASM118804v2_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001188045.2_ASM118804v2_genomic.fna_prepare-split125N.fna,2935398,2,1,GCF_001188045.2_ASM118804v2_genomic.fna_prepare-split125N.fna,ASM118804v2,FDAARGOS_57,Listeria monocytogenes FDAARGOS_57
GCF_001188655.1,PRJNA224116,SAMN02997429,,,na,,1639,1639,Listeria monocytogenes,strain=LM850658,,latest,Complete Genome,Major,Full,2015/07/30,ASM118865v1,Institute of Preventive Veterinary Medicine,GCA_001188655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/655/GCF_001188655.1_ASM118865v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001188655.1/GCF_001188655.1_ASM118865v1_genomic.fna.gz,LIMO.0521.00038,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001188655.1_ASM118865v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001188655.1_ASM118865v1_genomic.fna_prepare-split125N.fna,2918502,1,1,GCF_001188655.1_ASM118865v1_genomic.fna_prepare-split125N.fna,ASM118865v1,LM850658,Listeria monocytogenes LM850658
GCF_001262395.1,PRJNA224116,SAMN03267737,JWLP00000000.1,,na,,1639,1639,Listeria monocytogenes,strain=JF5171,,latest,Chromosome,Major,Full,2015/08/06,ASM126239v1,University of Bern,GCA_001262395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/395/GCF_001262395.1_ASM126239v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001262395.1/GCF_001262395.1_ASM126239v1_genomic.fna.gz,LIMO.0521.00034,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001262395.1_ASM126239v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001262395.1_ASM126239v1_genomic.fna_prepare-split125N.fna,2931404,1,1,GCF_001262395.1_ASM126239v1_genomic.fna_prepare-split125N.fna,ASM126239v1,JF5171,Listeria monocytogenes JF5171
GCF_001454845.1,PRJNA224116,SAMN04286628,,,na,,1639,1639,Listeria monocytogenes,strain=WSLC 1018,,latest,Complete Genome,Major,Full,2015/12/01,ASM145484v1,ETH Zurich,GCA_001454845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/845/GCF_001454845.1_ASM145484v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001454845.1/GCF_001454845.1_ASM145484v1_genomic.fna.gz,LIMO.0521.00032,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001454845.1_ASM145484v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001454845.1_ASM145484v1_genomic.fna_prepare-split125N.fna,2942510,1,1,GCF_001454845.1_ASM145484v1_genomic.fna_prepare-split125N.fna,ASM145484v1,WSLC 1018,Listeria monocytogenes WSLC 1018
GCF_001454865.1,PRJNA224116,SAMN04286629,,,na,,1639,1639,Listeria monocytogenes,strain=WSLC 1019,,latest,Complete Genome,Major,Full,2015/12/01,ASM145486v1,ETH Zurich,GCA_001454865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/865/GCF_001454865.1_ASM145486v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001454865.1/GCF_001454865.1_ASM145486v1_genomic.fna.gz,LIMO.0521.00040,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001454865.1_ASM145486v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001454865.1_ASM145486v1_genomic.fna_prepare-split125N.fna,2839870,1,1,GCF_001454865.1_ASM145486v1_genomic.fna_prepare-split125N.fna,ASM145486v1,WSLC 1019,Listeria monocytogenes WSLC 1019
GCF_001454885.1,PRJNA224116,SAMN04286630,,,na,,1639,1639,Listeria monocytogenes,strain=WSLC 1020,,latest,Complete Genome,Major,Full,2015/12/01,ASM145488v1,ETH Zurich,GCA_001454885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/885/GCF_001454885.1_ASM145488v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_001454885.1/GCF_001454885.1_ASM145488v1_genomic.fna.gz,LIMO.0521.00049,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001454885.1_ASM145488v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_001454885.1_ASM145488v1_genomic.fna_prepare-split125N.fna,2842039,1,1,GCF_001454885.1_ASM145488v1_genomic.fna_prepare-split125N.fna,ASM145488v1,WSLC 1020,Listeria monocytogenes WSLC 1020
